queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,accepted_attempt,accepted_xyz_path,accepted_mol2_path,qc_class,coreCN_max_dist,gap_after_coreCN,nearest_coreCN_sig,accepted_for_clean_3d_features,ligtype_override
7,8cbfdc7e4dd4,Eu,63,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 23]",3,9,3,nitrate,63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,1,data/processed/geometries_regenerated_fail_long_bond/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_8cbfdc7e4dd4_attempt01_large_ligand_fast.xyz,data/processed/geometries_regenerated_fail_long_bond/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_8cbfdc7e4dd4_attempt01_large_ligand_fast.mol2,OK,2.8623,1.6092,O165:2.385;O24:2.426;O170:2.428;O313:2.559;O316:2.566;O21:2.707;O19:2.769;O311:2.791;O167:2.862,True,
11,5a7b8d4059f6,Eu,63,3,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,"[18, 21, 24]",3,9,3,nitrate,63|CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1|nitrate,2,data/processed/geometries_regenerated_fail_long_bond/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_5a7b8d4059f6_attempt02_standard.xyz,data/processed/geometries_regenerated_fail_long_bond/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_5a7b8d4059f6_attempt02_standard.mol2,OK,2.795,1.4885,O25:2.178;O151:2.216;O145:2.335;O271:2.379;O277:2.410;O19:2.417;O22:2.533;O148:2.595;O274:2.795,True,
16,bf9e03e12455,Eu,63,3,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,"[18, 20, 23, 43]",4,9,2,nitrate,63|CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC|nitrate,1,data/processed/geometries_regenerated_fail_long_bond/accepted/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_bf9e03e12455_attempt01_large_ligand_fast.xyz,data/processed/geometries_regenerated_fail_long_bond/accepted/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_bf9e03e12455_attempt01_large_ligand_fast.mol2,OK,2.869,1.0731,O213:2.380;O24:2.388;O19:2.471;O44:2.486;O193:2.559;O339:2.611;O188:2.818;N190:2.843;N21:2.869,True,tetra_trigonal_pyramidal
19,1567f4f803ce,Eu,63,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 23]",3,9,3,nitrate,63|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,2,data/processed/geometries_regenerated_fail_long_bond/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_1567f4f803ce_attempt02_standard.xyz,data/processed/geometries_regenerated_fail_long_bond/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_1567f4f803ce_attempt02_standard.mol2,OK,2.8996,1.2265,O315:2.195;O19:2.227;O313:2.242;O168:2.403;O166:2.418;O171:2.519;O24:2.651;O21:2.819;O318:2.900,True,
22,115400ae3367,La,57,3,CCCCCCOP(=O)(O)OCCCCCC,"[6, 8, 9, 10]",4,9,2,nitrate,57|CCCCCCOP(=O)(O)OCCCCCC|nitrate,2,data/processed/geometries_regenerated_fail_long_bond/accepted/La/La_Z57_ox3_CN9_nlig2_nitrate_115400ae3367_attempt02_standard.xyz,data/processed/geometries_regenerated_fail_long_bond/accepted/La/La_Z57_ox3_CN9_nlig2_nitrate_115400ae3367_attempt02_standard.mol2,OK,2.7675,1.5031,O53:2.430;O55:2.439;O9:2.489;O11:2.502;O89:2.623;O7:2.682;P52:2.740;O51:2.767;P8:2.767,True,
