queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
1,3beb4537ab26,Eu,63,3,CCCCCCCCNC(=O)c1cc(OC)ccn1,"[10, 14, 18]",3,9,3,nitrate,63|CCCCCCCCNC(=O)c1cc(OC)ccn1|nitrate,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26.xyz,1,large_ligand_deep,2027311290,40,5,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_family_regenerated/conformer_deep/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26_attempt01_large_ligand_deep.xyz,data/processed/geometries_family_regenerated/conformer_deep/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26_attempt01_large_ligand_deep.mol2,-4760.091073738765,,FAIL_LONG_BOND,coreCN_max_dist>3.10,O11:2.169;O97:2.261;O54:2.416;N19:2.699;O58:3.033;N62:3.249;O101:3.875;N9:4.086;N105:4.324,4.3243,4.3713,0.0471,O11:2.169;O97:2.261;O54:2.416;N19:2.699;O58:3.033;N62:3.249;O101:3.875;N9:4.086;N105:4.324;N95:4.371;N52:4.423;O15:4.721
1,3beb4537ab26,Eu,63,3,CCCCCCCCNC(=O)c1cc(OC)ccn1,"[10, 14, 18]",3,9,3,nitrate,63|CCCCCCCCNC(=O)c1cc(OC)ccn1|nitrate,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26.xyz,2,standard,2027319209,50,6,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_family_regenerated/conformer_deep/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26_attempt02_standard.xyz,data/processed/geometries_family_regenerated/conformer_deep/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26_attempt02_standard.mol2,-4759.9750180119645,,FAIL_LONG_BOND,coreCN_max_dist>3.10,O97:2.158;O11:2.203;O54:2.256;N19:2.571;N62:3.487;N105:3.868;O15:3.914;O58:4.114;N9:4.164,4.1643,4.2069,0.0426,O97:2.158;O11:2.203;O54:2.256;N19:2.571;N62:3.487;N105:3.868;O15:3.914;O58:4.114;N9:4.164;N52:4.207;N95:4.246;O101:4.273
