queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,attempts_run,best_qc_class,best_coreCN_max_dist,best_gap_after_coreCN,best_xyz_path,best_failed_xyz_path,failure_note,accepted_for_clean_3d_features,ligtype_override
1,3beb4537ab26,Eu,63,3,CCCCCCCCNC(=O)c1cc(OC)ccn1,"[10, 14, 18]",3,9,3,nitrate,63|CCCCCCCCNC(=O)c1cc(OC)ccn1|nitrate,2,FAIL_LONG_BOND,4.1643,0.0426,data/processed/geometries_family_regenerated/conformer_deep/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26_attempt02_standard.xyz,data/processed/geometries_family_regenerated/conformer_deep/best_failed/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26_attempt02_standard.xyz,coreCN_max_dist>3.10,False,
2,af7d4ce816f6,Eu,63,3,CCCCCCCCNC(=O)c1cnccn1,"[10, 13, 16]",3,9,3,nitrate,63|CCCCCCCCNC(=O)c1cnccn1|nitrate,2,FAIL_LONG_BOND,3.5946,0.6969,data/processed/geometries_family_regenerated/conformer_deep/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_af7d4ce816f6_attempt02_standard.xyz,data/processed/geometries_family_regenerated/conformer_deep/best_failed/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_af7d4ce816f6_attempt02_standard.xyz,coreCN_max_dist>3.10,False,
3,f877a1dc60e3,Eu,63,3,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,"[5, 12]",2,9,4,water,63|CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC|water,2,FAIL_LONG_BOND,3.1754,0.9221,data/processed/geometries_family_regenerated/conformer_deep/rejected/Eu/Eu_Z63_ox3_CN9_nlig4_water_f877a1dc60e3_attempt01_large_ligand_deep.xyz,data/processed/geometries_family_regenerated/conformer_deep/best_failed/Eu/Eu_Z63_ox3_CN9_nlig4_water_f877a1dc60e3_attempt01_large_ligand_deep.xyz,coreCN_max_dist>3.10,False,
4,4daf401699d8,Nd,60,3,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,"[8, 11, 31]",3,9,3,nitrate,60|CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC|nitrate,2,FAIL_LONG_BOND,3.3609,0.8992,data/processed/geometries_family_regenerated/conformer_deep/rejected/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_4daf401699d8_attempt02_standard.xyz,data/processed/geometries_family_regenerated/conformer_deep/best_failed/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_4daf401699d8_attempt02_standard.xyz,coreCN_max_dist>3.10,False,
