build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,xyz_exists,qc_class,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
46ce34695899,,68,Er,3,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,"[6, 7, 15, 16, 19, 28, 29]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",7,8,1,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig1_nitrate_46ce34695899.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig1_nitrate_46ce34695899.mol2,,-2688.509227801036,ok,built (standard attempt 1),accepted,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,False,True,FAIL_LONG_BOND,"N7,O1",3.99551601947053,,,"29:N:2.29,20:N:2.45,66:O:2.51,30:N:2.54,8:N:2.88,7:N:3.00,16:N:3.75,17:N:4.00"
43a07be1eb37,,62,Sm,3,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,"[15, 17, 20]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_water_43a07be1eb37.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_water_43a07be1eb37.mol2,,-9222.127751173217,ok,built (standard attempt 1),accepted,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,False,True,FAIL_LONG_BOND,O9,3.2404509142621607,3.976105523647509,0.7356546093853482,"116:O:2.14,211:O:2.35,16:O:2.47,113:O:2.50,206:O:2.60,208:O:2.83,111:O:2.85,21:O:2.93,18:O:3.24,117:N:3.98,212:N:4.55,13:N:4.69,203:N:4.82,108:N:4.88,22:N:5.16"
9f301c33744c,,67,Ho,3,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,"[18, 21, 25]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ho/Ho_Z67_ox3_CN8_nlig2_nitrate_9f301c33744c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ho/Ho_Z67_ox3_CN8_nlig2_nitrate_9f301c33744c.mol2,,-7951.346855278558,ok,built (standard attempt 1),accepted,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,False,True,BORDERLINE_AMBIGUOUS_SHELL,"N1,O7",2.5432537179913144,2.58166938570204,0.038415667710725465,"242:O:2.07,241:O:2.10,145:O:2.21,26:O:2.25,19:O:2.30,138:O:2.35,239:N:2.36,22:O:2.54,141:O:2.58,240:O:3.48,146:N:4.31,27:N:4.45,128:N:4.46,9:N:4.47"
776e28284952,,66,Dy,3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,"[22, 24, 27]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_776e28284952.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_776e28284952.mol2,,-8982.687060349806,ok,built (standard attempt 1),accepted,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,False,True,BORDERLINE_AMBIGUOUS_SHELL,"N1,O7",2.8005024597849606,2.876184440153432,0.07568198036847162,"277:O:2.07,278:O:2.12,23:O:2.23,160:O:2.28,28:O:2.31,165:O:2.34,275:N:2.43,162:O:2.80,25:O:2.88,276:O:3.62,148:N:4.12,11:N:4.30,29:N:4.54,166:N:4.57"
b06f8748e35b,,68,Er,3,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,"[18, 20, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_b06f8748e35b.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_b06f8748e35b.mol2,,-7603.789114337526,ok,built (standard attempt 1),accepted,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,False,True,BORDERLINE_AMBIGUOUS_SHELL,"N1,O7",2.49757339035517,2.49976657704912,0.0021931866939501887,"230:O:2.10,229:O:2.16,132:O:2.16,24:O:2.16,137:O:2.21,134:O:2.34,21:O:2.39,227:N:2.50,19:O:2.50,228:O:3.68,25:N:4.17,122:N:4.30,138:N:4.35,9:N:4.59"
b9cb0fd3aa1f,,62,Sm,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[6, 7, 20, 21, 34, 35, 36, 37]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",8,9,1,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig1_nitrate_b9cb0fd3aa1f.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig1_nitrate_b9cb0fd3aa1f.mol2,,-3559.907572270096,ok,built (standard attempt 1),accepted,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,False,True,FAIL_LONG_BOND,"N8,O1",4.108453678504291,,,"21:N:2.17,38:N:2.36,37:N:2.37,95:O:2.52,36:N:2.53,22:N:2.87,7:N:3.23,8:N:3.31,35:N:4.11"
fc5e058253f6,,64,Gd,3,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,"[4, 5, 13, 14, 23, 24, 25]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",7,9,1,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig1_nitrate_fc5e058253f6.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig1_nitrate_fc5e058253f6.mol2,,-2744.498010693688,ok,built (standard attempt 1),accepted,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,False,True,FAIL_LONG_BOND,"N6,O3",3.1725093715138324,3.985433298429361,0.8129239269155284,"65:O:2.04,64:O:2.11,62:N:2.24,5:N:2.26,14:N:2.27,15:N:2.30,6:N:2.37,25:N:2.57,63:O:3.17,24:N:3.99,26:N:4.06"
33c10b1775e6,,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccccc2n1,"[18, 28]","[""O(amide_carbonyl)"", ""N(aromatic)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig4_nitrate_33c10b1775e6.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig4_nitrate_33c10b1775e6.mol2,,-9504.768203316078,ok,built (standard attempt 1),accepted,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccccc2n1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccccc2n1,False,True,FAIL_LONG_BOND,"N4,O5",3.6588579524170872,4.593007682891988,0.9341497304749011,"157:O:2.38,19:O:2.38,226:O:2.41,277:O:2.59,88:O:2.64,236:N:2.85,98:N:2.98,29:N:3.02,167:N:3.66,147:N:4.59,216:N:4.61,9:N:4.62,78:N:4.82"
ee1036964dae,,63,Eu,3,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,"[5, 11, 14]","[""S(donor)"", ""O(ether)"", ""S(donor)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_water_ee1036964dae.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_water_ee1036964dae.mol2,,-6092.229115034916,ok,built (standard attempt 1),accepted,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,False,True,FAIL_LONG_BOND,"O3,S6",3.1145758759077204,3.9140670495615972,0.7994911736538768,"75:O:2.81,132:S:2.85,138:O:2.87,78:S:2.91,69:S:2.92,6:S:2.92,141:S:2.94,15:S:3.02,12:O:3.11,68:P:3.91,77:P:3.96,131:P:4.01,14:P:4.09,5:P:4.11,140:P:4.12"
31f52aef156c,,63,Eu,3,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,"[3, 7, 14, 17, 20, 27]","[""N(aromatic)"", ""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)""]",6,9,1,nitrate,nitrate,3,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_31f52aef156c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_31f52aef156c.mol2,,-2852.3169185006795,ok,built (standard attempt 1),accepted,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,False,True,BORDERLINE_AMBIGUOUS_SHELL,"N2,O7",2.6258771589789944,2.635210340685812,0.009333181706817406,"55:O:2.17,56:O:2.19,21:O:2.36,4:N:2.41,28:O:2.46,18:O:2.49,53:N:2.57,8:O:2.61,57:O:2.63,15:O:2.64,54:O:3.75"
7fd9c2ac0165,,71,Lu,3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,"[22, 24, 27]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_7fd9c2ac0165.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_7fd9c2ac0165.mol2,,-8981.338080018653,ok,built (standard attempt 1),accepted,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,False,True,BORDERLINE_AMBIGUOUS_SHELL,"N1,O7",2.5377301674210266,2.539301170599728,0.0015710031787015133,"277:O:2.03,278:O:2.14,28:O:2.17,165:O:2.17,23:O:2.24,160:O:2.32,275:N:2.35,162:O:2.54,25:O:2.54,276:O:3.45,166:N:4.07,29:N:4.23,11:N:4.34,148:N:4.49"
