smiles_for_architector_used,n_metals,n_rows,n_core_sigs,qc_bad,qc_borderline,qc_ok,max_core_dist,min_gap,metals,core_sigs
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)s1,1,1,1,0,1,0,2.9844867967471407,1.1273773702746572,Eu,"O6,S3"
CCCCN(CCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCC)CCCC,1,1,1,0,1,0,2.8541003993812155,0.0300199175672783,Eu,O9
CCCCN(CCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,1,1,1,0,1,0,2.8844846541597,0.0019762813102714,Eu,O9
CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,14,14,2,0,0,14,2.9329849549976497,1.1409374675234931,Ce;Dy;Er;Eu;Gd;Ho;La;Lu;Nd;Pr;Sm;Tb;Tm;Yb,"N4,O4;N4,O5"
CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,14,14,2,0,0,14,2.9146242488510774,1.4715838195870568,Ce;Dy;Er;Eu;Gd;Ho;La;Lu;Nd;Pr;Sm;Tb;Tm;Yb,"N4,O4;N4,O5"
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,14,14,2,0,0,14,2.8651788653963663,1.5187002908268323,Ce;Dy;Er;Eu;Gd;Ho;La;Lu;Nd;Pr;Sm;Tb;Tm;Yb,"N4,O4;N4,O5"
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,14,14,2,0,0,14,2.897986629017301,1.383827456190625,Ce;Dy;Er;Eu;Gd;Ho;La;Lu;Nd;Pr;Sm;Tb;Tm;Yb,"N4,O4;N4,O5"
CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,14,14,2,0,0,14,2.9239336895192816,1.2224043018671047,Ce;Dy;Er;Eu;Gd;Ho;La;Lu;Nd;Pr;Sm;Tb;Tm;Yb,"N4,O4;N4,O5"
CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,14,14,2,0,0,14,2.7943364564012803,1.7516299791137655,Ce;Dy;Er;Eu;Gd;Ho;La;Lu;Nd;Pr;Sm;Tb;Tm;Yb,O8;O9
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,14,14,2,0,0,14,2.9216310085096246,1.3541530944958389,Ce;Dy;Er;Eu;Gd;Ho;La;Lu;Nd;Pr;Sm;Tb;Tm;Yb,O8;O9
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,14,14,2,0,0,14,2.9331219307437135,1.4421792115556946,Ce;Dy;Er;Eu;Gd;Ho;La;Lu;Nd;Pr;Sm;Tb;Tm;Yb,"N4,O4;N4,O5"
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,12,12,2,0,0,12,2.930649509405545,1.3279910882352075,Ce;Dy;Er;Eu;Gd;Ho;La;Lu;Pr;Tb;Tm;Yb,O8;O9
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,10,10,2,0,0,10,2.7366325215747316,0.1277420116183028,Ce;Dy;Er;Eu;Gd;La;Lu;Nd;Pr;Tm,"N1,O7;O9"
CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,9,9,2,0,0,9,2.940103759665691,1.3128071913741386,Dy;Er;Eu;Gd;La;Nd;Pr;Sm;Tb,O8;O9
CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,9,9,2,0,0,9,2.7831655868361147,1.6639449327788554,Dy;Er;Eu;Gd;La;Nd;Pr;Sm;Tb,O8;O9
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6,6,1,0,0,6,2.934976995541271,0.7030853350551971,Ce;Eu;La;Nd;Pr;Sm,O9
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,6,6,2,0,0,6,2.891048430124321,1.3746473142628424,Dy;Er;Gd;Nd;Sm;Yb,O8;O9
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,5,5,2,0,0,5,2.887916079279309,1.284771825152184,Ce;Eu;Ho;Nd;Pr,O8;O9
CCCCN(C)C(=O)CC(=O)N(C)CCCC,3,3,1,0,0,3,2.7706281545683407,1.7557533246258124,Eu;La;Nd,O9
CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,3,3,2,0,0,3,2.7918222895103626,1.48595710721284,Eu;La;Yb,"N4,O4;N4,O5"
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1,2,1,0,0,2,2.8376418973711632,1.7263738946489156,Eu,O9
CCCCCCCCN(CCCCCCCC)C(=O)C1CCC(C(=O)N(CCCCCCCC)CCCCCCCC)O1,1,2,1,0,0,2,2.7960799939871763,1.5131338992592092,Eu,O9
CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(OCCCC)OCCCC,1,2,2,0,0,2,2.8851586462492205,0.2201179313658054,Eu,"N2,O7;O8,P1"
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,1,2,1,0,0,2,2.9499456950912775,1.3886412949995277,Eu,O9
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,1,2,1,0,0,2,2.807624257397218,1.4067590330460065,Eu,O9
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,1,2,1,0,0,2,2.8271440703195165,1.5151667245647258,Eu,O9
CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,1,2,1,0,0,2,2.667658378135482,1.6810005286469027,Eu,"N6,O3"
CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,1,2,1,0,0,2,2.5343052746429247,1.767696017862264,Eu,"N6,O3"
CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,1,2,1,0,0,2,2.6359701295946545,1.7929689135680489,Eu,"N6,O3"
CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1,1,1,1,0,0,1,2.797711789267282,0.1764805347676326,Eu,"N4,O5"
CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,1,1,1,0,0,1,2.874855026698364,0.7940774014851679,Eu,O9
CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,1,1,1,0,0,1,2.8086612438986296,1.489578708105117,Pr,O9
CCCCCCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCCCCCC,1,1,1,0,0,1,2.94368560435498,1.50763179506021,Pr,O9
CCCCCCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCCCCCC,1,1,1,0,0,1,2.8373823341702655,1.4574348591297897,Pr,O9
CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,1,1,1,0,0,1,2.823030630483484,1.449031854749896,Pr,O9
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1,1,1,0,0,1,2.757201058370508,1.5570799889076152,Nd,O9
CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1,1,1,1,0,0,1,2.7690681316867023,0.2166578793225064,Eu,"N4,O5"
CCCCCCCCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,1,1,1,0,0,1,2.7616079794880366,1.3921399893876578,Eu,O9
CCCCCCCCN(C)C(=O)COCC(=O)N(C)Cc1cccc(CN(C)C(=O)COCC(=O)N(C)CCCCCCCC)c1,1,1,1,0,0,1,2.8157862370895312,1.3496214845847048,Eu,O9
CCCCCCCCN(C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(C)CCCCCCCC)c1,1,1,1,0,0,1,2.7755103264676673,1.519576232964099,Eu,O9
CCCCCCCCN(CCCCCCCC)C(=O)CO,1,1,1,0,0,1,2.702972629101418,1.759462734036548,Eu,O9
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCOCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1,1,1,0,0,1,2.752492982775303,0.1118752621735388,Eu,"N1,O8"
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,1,1,1,0,0,1,2.630095654765553,1.6682346595056523,Eu,O9
CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,1,1,1,0,0,1,2.7744735944866457,0.2403028898319457,Eu,O9
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,1,1,1,0,0,1,2.6217421389101996,1.6676933026502485,Eu,O9
CCCCCCCCNC(=O)c1cc(Cl)ccn1,1,1,1,0,0,1,2.7362496840822685,1.7847854460749084,Eu,"N4,O5"
CCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,1,1,1,0,0,1,2.583360859194284,1.0019971428786572,Eu,O9
CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,1,1,1,0,0,1,2.830356348190929,1.1844893710587845,Eu,O9
CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C,1,1,1,0,0,1,2.7775752525474644,1.5988690172796023,Eu,O9
CCCCN(CCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,1,1,1,0,0,1,2.7554314642461395,1.1111053821404275,Eu,O9
CCCCN(CCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,1,1,1,0,0,1,2.8671361734554814,1.1025982857452623,Eu,O9
Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,1,1,1,0,0,1,2.511698625916458,0.4683572270137879,Eu,"N5,O4"
Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,1,1,1,0,0,1,2.5055423088750546,0.7098358669337448,Eu,"N5,O4"
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCc5ccccc54)nc3c2n1)N1CCc2ccccc21,1,1,1,0,0,1,2.6518735038474284,1.6993048927221728,Eu,"N4,O5"
O=C(c1ccc2ccc3ccc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,1,1,1,0,0,1,2.66182676517333,1.7090288090419574,Eu,"N4,O5"
O=C(c1cccc(C(=O)N2CCCC2)n1)N1CCCC1,1,1,1,0,0,1,2.825657157953698,1.3198167581320397,Eu,"N3,O6"
O=C(c1ccccc1)c1ccc2ccccc2n1,1,1,1,0,0,1,2.751116366908658,,Eu,"N4,O5"
O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1,1,1,1,0,0,1,2.8167677033088547,0.5969465090455204,Eu,"N4,O5"
c1cc(-n2cccn2)nc(-n2cccn2)c1,1,1,1,0,0,1,2.5504773893582855,0.6918426990491211,Eu,"N5,O4"
