build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,xyz_exists,xyz_ok,observed_cn,donor_count_sig,near_donor_distances,max_near_donor_dist,min_near_donor_dist,cn_matches_coreCN,qc_note
5a960f57de99,,68,Er,3,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,"[4, 16, 28, 29]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,8,2,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_5a960f57de99.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_5a960f57de99.mol2,,-5755.169666653894,ok,built (standard attempt 1),accepted,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,False,True,True,8,"N4,O4","77:O:2.21,5:O:2.24,17:O:2.36,102:N:2.37,89:O:2.38,30:N:2.42,29:N:2.45,101:N:2.53",2.5330717957129165,2.208247625783772,True,ok
23ffe0c0a937,,71,Lu,3,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,"[4, 16, 28, 29]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,8,2,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_23ffe0c0a937.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_23ffe0c0a937.mol2,,-5754.829662932596,ok,built (standard attempt 2),accepted,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,False,True,True,8,"N4,O4","17:O:2.15,89:O:2.26,5:O:2.33,101:N:2.38,29:N:2.39,77:O:2.40,30:N:2.45,102:N:2.49",2.4903791935149764,2.149460553780671,True,ok
bcfb4e0786bc,,60,Nd,3,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,"[4, 16, 26, 27]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig2_nitrate_bcfb4e0786bc.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig2_nitrate_bcfb4e0786bc.mol2,,-5205.201851653209,ok,built (standard attempt 1),accepted,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,False,True,True,9,"N4,O5","5:O:2.19,17:O:2.28,28:N:2.32,87:N:2.35,88:N:2.36,65:O:2.37,77:O:2.37,27:N:2.38,121:O:2.75",2.751986356061565,2.1860460997644906,True,ok
83d476ae87dd,,68,Er,3,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,"[4, 16, 28, 29]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,8,2,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_83d476ae87dd.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_83d476ae87dd.mol2,,-5754.470851231016,ok,built (standard attempt 1),accepted,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,False,True,True,8,"N4,O4","89:O:2.16,5:O:2.20,77:O:2.24,101:N:2.24,30:N:2.24,102:N:2.25,29:N:2.26,17:O:2.28",2.2829976174598094,2.161815088443551,True,ok
de0fecd6bded,,58,Ce,3,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,"[10, 21, 24]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_de0fecd6bded.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_de0fecd6bded.mol2,,-7240.589096909376,ok,built (standard attempt 1),accepted,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,False,True,True,9,"N6,O3","74:O:2.22,11:O:2.27,88:N:2.50,151:N:2.50,148:N:2.52,25:N:2.53,137:O:2.68,85:N:2.81,22:N:2.95",2.945492187633326,2.221041495987565,True,ok
e0d716170554,,62,Sm,3,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,"[10, 22, 34, 37]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig2_nitrate_e0d716170554.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig2_nitrate_e0d716170554.mol2,,-6129.623794972246,ok,built (standard attempt 1),accepted,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,False,True,True,9,"N4,O5","23:O:2.23,97:O:2.32,11:O:2.38,35:N:2.46,85:O:2.49,109:N:2.50,38:N:2.51,112:N:2.67,149:O:2.79",2.7893246992917375,2.2309906148869905,True,ok
42a7261afaa8,,62,Sm,3,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,"[10, 22, 32, 35]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig2_nitrate_42a7261afaa8.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig2_nitrate_42a7261afaa8.mol2,,-5885.836948138238,ok,built (standard attempt 1),accepted,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,False,True,True,9,"N4,O5","11:O:2.30,101:O:2.36,36:N:2.42,23:O:2.44,89:O:2.45,111:N:2.46,33:N:2.49,114:N:2.56,157:O:2.69",2.6949888788600918,2.301142671190642,True,ok
448f0760f6e6,,57,La,3,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,"[0, 2, 4, 7, 8, 15, 18, 19]","[""O(ester_carbonyl)"", ""O(hydroxyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""O(hydroxyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""O(hydroxyl)""]",8,9,1,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig1_nitrate_448f0760f6e6.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig1_nitrate_448f0760f6e6.mol2,,-2302.0436855967014,ok,built (standard attempt 1),accepted,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,False,True,True,7,"N2,O5","8:O:2.20,1:O:2.22,23:O:2.23,19:O:2.28,47:O:2.39,16:N:2.58,5:N:2.66",2.6594833658284878,2.2032322335087122,False,ok
287451bfb5da,,59,Pr,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_287451bfb5da.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_287451bfb5da.mol2,,-6881.862439850412,ok,built (standard attempt 1),accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,False,True,True,9,"N3,O6","5:O:2.21,69:O:2.26,12:O:2.29,119:O:2.32,126:O:2.35,62:O:2.36,23:N:2.53,137:N:2.56,80:N:2.62",2.615376491298778,2.2119045575994787,True,ok
311e29964626,,60,Nd,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_311e29964626.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_311e29964626.mol2,,-6881.546833528709,ok,built (standard attempt 1),accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,False,True,True,9,"N3,O6","62:O:2.23,12:O:2.23,69:O:2.24,126:O:2.26,5:O:2.27,119:O:2.28,80:N:2.45,137:N:2.46,23:N:2.47",2.4725831077514124,2.227001980180439,True,ok
264ee7c974f3,,70,Yb,3,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,"[14, 26, 42, 43]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,8,2,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig2_nitrate_264ee7c974f3.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig2_nitrate_264ee7c974f3.mol2,,-7132.230129462478,ok,built (standard attempt 1),accepted,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,False,True,True,8,"N4,O4","123:O:2.10,111:O:2.28,27:O:2.32,139:N:2.34,15:O:2.34,43:N:2.43,44:N:2.43,140:N:2.48",2.4831527994650555,2.099649637478952,True,ok
0aa6481162e6,,66,Dy,3,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,"[11, 13, 16]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_0aa6481162e6.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_0aa6481162e6.mol2,,-5194.073613342901,ok,built (standard attempt 1),accepted,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,False,True,True,9,"N1,O8","145:O:2.05,146:O:2.06,12:O:2.12,83:O:2.34,17:O:2.36,143:N:2.41,88:O:2.44,85:O:2.59,14:O:2.64",2.641897588399568,2.053535435641731,False,ok
f3def7cf2cd1,,59,Pr,3,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,"[9, 12]","[""O(ether)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig4_nitrate_f3def7cf2cd1.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig4_nitrate_f3def7cf2cd1.mol2,,-9557.92620737961,ok,built (standard attempt 1),accepted,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,False,True,True,9,O9,"220:O:2.39,80:O:2.42,10:O:2.45,150:O:2.45,153:O:2.46,281:O:2.51,83:O:2.52,13:O:2.59,223:O:2.60",2.5966657133789113,2.394229173137167,True,ok
4ac97b18a381,,65,Tb,3,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,"[9, 12]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,8,4,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig4_nitrate_4ac97b18a381.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig4_nitrate_4ac97b18a381.mol2,,-7381.402131329761,ok,built (standard attempt 1),accepted,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,False,True,True,8,O8,"10:O:2.34,13:O:2.40,120:O:2.40,178:O:2.43,68:O:2.45,123:O:2.46,65:O:2.55,175:O:2.56",2.561833616671839,2.335176679068232,True,ok
6eed3d683da1,,66,Dy,3,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,"[10, 13]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,8,4,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig4_nitrate_6eed3d683da1.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig4_nitrate_6eed3d683da1.mol2,,-8070.167638532427,ok,built (standard attempt 1),accepted,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,False,True,True,8,O8,"14:O:2.25,136:O:2.34,11:O:2.40,133:O:2.40,197:O:2.43,75:O:2.45,194:O:2.62,72:O:2.65",2.6533318807139015,2.2544384339029575,True,ok
9be4eee26d31,,64,Gd,3,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,"[11, 20]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig4_nitrate_9be4eee26d31.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig4_nitrate_9be4eee26d31.mol2,,-10960.118843003154,ok,built (standard attempt 1),accepted,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,False,True,True,7,O7,"12:O:2.26,267:O:2.53,341:O:2.64,276:O:2.66,97:O:2.69,21:O:2.81,191:O:2.82",2.8209106797049217,2.263311479685441,False,ok
06eed66cb810,,70,Yb,3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,"[9, 22, 23, 26, 35, 36, 37, 38]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",8,8,1,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig1_nitrate_06eed66cb810.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig1_nitrate_06eed66cb810.mol2,,-3019.543127949722,ok,built (standard attempt 1),accepted,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,False,True,True,7,N7,"38:N:2.18,23:N:2.27,24:N:2.41,36:N:2.43,37:N:2.53,27:N:2.83,39:N:3.05",3.0456106097974653,2.1788564314555043,False,ok
6f4e7788de0c,,65,Tb,3,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,"[9, 12]","[""O(ether)"", ""O(amide_carbonyl)""]",2,8,4,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig4_nitrate_6f4e7788de0c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig4_nitrate_6f4e7788de0c.mol2,,-9418.611706666325,ok,built (standard attempt 1),accepted,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,False,True,True,8,O8,"10:O:2.32,80:O:2.36,220:O:2.43,150:O:2.46,83:O:2.50,13:O:2.61,153:O:2.64,223:O:2.72",2.722871437493225,2.316266771629389,True,ok
64d28ef826fc,,66,Dy,3,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,"[18, 20, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,water,water,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_water_64d28ef826fc.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_water_64d28ef826fc.mol2,,-7343.863322954676,ok,built (standard attempt 1),accepted,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,False,True,True,8,O8,"133:O:2.11,24:O:2.17,19:O:2.19,128:O:2.20,21:O:2.28,219:O:2.45,130:O:2.48,222:O:2.84",2.8361479682795596,2.1124235876533133,True,ok
637dd623b29a,,65,Tb,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,"[26, 28, 41]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_637dd623b29a.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_637dd623b29a.mol2,,-7723.097494198504,ok,built (standard attempt 1),accepted,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,False,True,True,9,"N1,O8","231:O:2.07,232:O:2.12,141:O:2.21,27:O:2.23,229:N:2.42,42:O:2.45,156:O:2.46,29:O:2.54,143:O:2.75",2.7532502313396283,2.0738482888383842,False,ok
6594b7e2cb96,,64,Gd,3,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,"[18, 20, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig3_water_6594b7e2cb96.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig3_water_6594b7e2cb96.mol2,,-10774.837224279492,ok,built (standard attempt 1),accepted,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,False,True,True,9,O9,"245:O:2.19,19:O:2.31,24:O:2.32,137:O:2.34,250:O:2.48,247:O:2.59,132:O:2.63,21:O:2.67,134:O:3.14",3.137392592947968,2.190547023387482,True,ok
6b34bf7e6a1e,,59,Pr,3,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],"[9, 26, 44]","[""O(ether)"", ""O(ether)"", ""O(ether)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_6b34bf7e6a1e.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_6b34bf7e6a1e.mol2,,-11602.154340845454,ok,built (standard attempt 1),accepted,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],False,True,True,8,O8,"45:O:2.20,285:O:2.21,267:O:2.22,130:O:2.29,10:O:2.50,147:O:2.54,165:O:2.72,27:O:3.01",3.0086687174744435,2.203886521332667,False,ok
78ee86481f9d,,59,Pr,3,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],"[9, 26, 44]","[""O(ether)"", ""O(ether)"", ""O(ether)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_water_78ee86481f9d.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_water_78ee86481f9d.mol2,,-11598.87877919838,ok,built (standard attempt 1),accepted,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],False,True,True,9,O9,"285:O:2.25,165:O:2.31,45:O:2.39,130:O:2.43,250:O:2.51,10:O:2.56,147:O:2.65,267:O:2.78,27:O:2.79",2.7880081488616484,2.250577193803119,True,ok
195a6a071085,,57,La,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig3_nitrate_195a6a071085.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig3_nitrate_195a6a071085.mol2,,-10777.84728830431,ok,built (standard attempt 1),accepted,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,False,True,True,9,O9,"19:O:2.41,137:O:2.55,24:O:2.62,132:O:2.65,247:O:2.74,250:O:2.75,134:O:2.76,245:O:2.76,21:O:2.93",2.929735708172063,2.4136479368081476,True,ok
5085718391b0,,60,Nd,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_water_5085718391b0.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_water_5085718391b0.mol2,,-10773.417994022437,ok,built (standard attempt 1),accepted,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,False,True,True,9,O9,"250:O:2.27,24:O:2.33,137:O:2.48,245:O:2.58,132:O:2.61,21:O:2.67,134:O:2.76,247:O:2.92,19:O:2.92",2.9222269995943564,2.2724440168854665,True,ok
13d5fe5f17a4,,62,Sm,3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,"[22, 24, 27]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_nitrate_13d5fe5f17a4.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_nitrate_13d5fe5f17a4.mol2,,-10773.032550096405,ok,built (standard attempt 1),accepted,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,False,True,True,9,O9,"249:O:2.16,23:O:2.32,28:O:2.38,141:O:2.45,254:O:2.57,138:O:2.63,251:O:2.88,136:O:3.00,25:O:3.03",3.032804129247321,2.158697154448313,True,ok
