build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,ligtype_override,xyz_exists,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
98ef331a5303,,66,Dy,3,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,"[18, 20, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_98ef331a5303.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_98ef331a5303.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O230:2.042;O229:2.150;O132:2.250;N227:2.407;O19:2.413;O137:2.422;O134:2.448;O21:2.475,2.4755,2.5521,0.0766,O230:2.042;O229:2.150;O132:2.250;N227:2.407;O19:2.413;O137:2.422;O134:2.448;O21:2.475;O24:2.552;O228:3.559;N122:4.239;N138:4.342;N9:4.385;N25:4.721
9e16a74d1a8a,,66,Dy,3,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,"[18, 21, 25]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_9e16a74d1a8a.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_9e16a74d1a8a.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O242:2.074;O241:2.127;O19:2.256;O145:2.302;O138:2.332;N239:2.333;O26:2.413;O141:2.461,2.4607,2.5398,0.0791,O242:2.074;O241:2.127;O19:2.256;O145:2.302;O138:2.332;N239:2.333;O26:2.413;O141:2.461;O22:2.540;O240:3.401;N9:4.214;N128:4.374;N146:4.453;N27:4.594
9f02bbfb7e4d,,66,Dy,3,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,"[14, 16, 19]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_9f02bbfb7e4d.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_9f02bbfb7e4d.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O181:2.029;O182:2.124;O104:2.218;O20:2.253;O15:2.296;O109:2.317;N179:2.375;O17:2.643,2.6430,2.7292,0.0862,O181:2.029;O182:2.124;O104:2.218;O20:2.253;O15:2.296;O109:2.317;N179:2.375;O17:2.643;O106:2.729;O180:3.506;N21:4.319;N110:4.374;N98:4.423;N9:4.461
bdc8ba8ab563,,66,Dy,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,"[26, 28, 31]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_bdc8ba8ab563.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_bdc8ba8ab563.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O326:2.059;O325:2.110;O188:2.239;O32:2.368;O193:2.389;N323:2.422;O29:2.598;O27:2.615,2.6152,2.6868,0.0716,O326:2.059;O325:2.110;O188:2.239;O32:2.368;O193:2.389;N323:2.422;O29:2.598;O27:2.615;O190:2.687;O324:3.587;N174:3.740;N33:4.167;N194:4.584;N13:4.819
c23d9f998f3e,,66,Dy,3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,"[22, 27, 33]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_c23d9f998f3e.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_c23d9f998f3e.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O314:2.054;O313:2.054;O189:2.194;O34:2.228;N311:2.401;O23:2.482;O178:2.500;O28:2.890,2.8897,2.9572,0.0675,O314:2.054;O313:2.054;O189:2.194;O34:2.228;N311:2.401;O23:2.482;O178:2.500;O28:2.890;O183:2.957;O312:3.590;N190:4.441;N35:4.441;N11:4.705;N166:4.725
e9e816218db5,,66,Dy,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_e9e816218db5.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_e9e816218db5.mol2,,,existing_ok,recovered_from_disk,accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O12:2.146;O118:2.188;O117:2.191;O69:2.218;O62:2.231;N80:2.294;N23:2.467;O5:2.494,2.4939,2.5447,0.0508,O12:2.146;O118:2.188;O117:2.191;O69:2.218;O62:2.231;N80:2.294;N23:2.467;O5:2.494;N115:2.545;O116:3.713;N60:4.284;N13:4.296;N70:4.297;N3:4.614
ece8108f76e3,,66,Dy,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_ece8108f76e3.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_ece8108f76e3.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O230:2.094;O229:2.115;O24:2.209;O19:2.316;O137:2.324;O132:2.348;N227:2.395;O21:2.642,2.6418,2.6465,0.0047,O230:2.094;O229:2.115;O24:2.209;O19:2.316;O137:2.324;O132:2.348;N227:2.395;O21:2.642;O134:2.647;O228:3.523;N122:4.373;N25:4.395;N9:4.430;N138:4.475
f91982a596b6,,66,Dy,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,"[26, 28, 31, 34]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(ether)"", ""O(amide_carbonyl)""]",4,8,2,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_water_f91982a596b6.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_water_f91982a596b6.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,False,,True,BORDERLINE_LONGISH,coreCN_max_dist>2.95,O195:2.232;O203:2.272;O27:2.281;O32:2.515;O35:2.542;O197:2.601;O200:2.605;O29:2.960,2.9596,4.0048,1.0451,O195:2.232;O203:2.272;O27:2.281;O32:2.515;O35:2.542;O197:2.601;O200:2.605;O29:2.960;N13:4.005;N181:4.201;N204:4.486;N36:4.728
17ade3ff0dc6,,68,Er,3,C1COCCOCCOCCOCCOCCO1,"[2, 5, 8, 11, 14, 17]","[""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)""]",6,8,1,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig1_nitrate_17ade3ff0dc6.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig1_nitrate_17ade3ff0dc6.mol2,,,existing_ok,recovered_from_disk,accepted,C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O46:2.034;O45:2.126;O3:2.176;O9:2.293;O15:2.340;O6:2.367;N43:2.471;O18:2.536,2.5359,2.5377,0.0018,O46:2.034;O45:2.126;O3:2.176;O9:2.293;O15:2.340;O6:2.367;N43:2.471;O18:2.536;O12:2.538;O44:3.641
861bc1afc7af,,68,Er,3,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,"[3, 7, 14, 17, 20, 27]","[""N(aromatic)"", ""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)""]",6,8,1,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig1_nitrate_861bc1afc7af.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig1_nitrate_861bc1afc7af.mol2,,,existing_ok,recovered_from_disk,accepted,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,False,,True,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O56:2.043;O55:2.054;O21:2.324;N4:2.356;O8:2.358;O15:2.369;O18:2.393;N53:2.424,2.4241,2.4815,0.0574,O56:2.043;O55:2.054;O21:2.324;N4:2.356;O8:2.358;O15:2.369;O18:2.393;N53:2.424;O28:2.481;O54:3.594
