queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
242,8f2b8f746d4d,Eu,63,3,CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,"[18, 20, 23]",3,9,3,water,63|CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC|water,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_water_8f2b8f746d4d.xyz,2,standard,1530976339,50,6,250,0,accepted,True,,/nfs/home/nshank3/lanthanide_dataset_builder/data/processed/geometries_regenerated_fail_long_bond/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_water_8f2b8f746d4d_attempt02_standard.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/processed/geometries_regenerated_fail_long_bond/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_water_8f2b8f746d4d_attempt02_standard.mol2,-8452.090829712388,,OK,nearest_coreCN_qc_ok,O197:2.220;O202:2.257;O108:2.405;O24:2.406;O113:2.421;O19:2.618;N199:2.718;N110:2.751;N21:2.874,2.8739,3.4257,0.5518,O197:2.220;O202:2.257;O108:2.405;O24:2.406;O113:2.421;O19:2.618;N199:2.718;N110:2.751;N21:2.874;P201:3.426;P112:3.533;P23:3.588;N187:4.352;N98:4.402;N9:4.803
26,a61bb065986b,Dy,66,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[6, 43, 51, 53, 56, 59]",6,8,1,water,66|CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O|water,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_water_a61bb065986b.xyz,1,standard,1377229706,40,5,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Dy/Dy_Z66_ox3_CN8_nlig1_water_a61bb065986b_attempt01_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Dy/Dy_Z66_ox3_CN8_nlig1_water_a61bb065986b_attempt01_standard_dup2.mol2,-4652.78773203292,,FAIL_LONG_BOND,coreCN_max_dist>3.10,O60:2.269;O52:2.277;O114:2.367;N57:2.431;N54:2.492;O111:2.561;N44:4.018;N7:4.379,4.3793,inf,inf,O60:2.269;O52:2.277;O114:2.367;N57:2.431;N54:2.492;O111:2.561;N44:4.018;N7:4.379
26,a61bb065986b,Dy,66,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[6, 43, 51, 53, 56, 59]",6,8,1,water,66|CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O|water,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_water_a61bb065986b.xyz,2,standard,1377237625,50,6,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Dy/Dy_Z66_ox3_CN8_nlig1_water_a61bb065986b_attempt02_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Dy/Dy_Z66_ox3_CN8_nlig1_water_a61bb065986b_attempt02_standard_dup2.mol2,-4654.171063395162,,FAIL_LONG_BOND,coreCN_max_dist>3.10,O60:2.192;O52:2.345;O111:2.415;N54:2.422;N57:2.506;O114:2.520;N7:3.906;N44:4.422,4.4217,inf,inf,O60:2.192;O52:2.345;O111:2.415;N54:2.422;N57:2.506;O114:2.520;N7:3.906;N44:4.422
62,43dcce0bcec9,Eu,63,3,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,"[9, 22, 23, 26, 35, 38, 39, 40]",8,9,1,water,63|CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21|water,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_water_43dcce0bcec9.xyz,1,standard,402074438,40,5,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig1_water_43dcce0bcec9_attempt01_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig1_water_43dcce0bcec9_attempt01_standard_dup2.mol2,-3278.885026592629,,FAIL_LONG_BOND,coreCN_max_dist>3.10,N41:2.397;N40:2.399;N23:2.412;O81:2.465;N36:2.555;N39:2.589;N24:3.353;N10:3.713;N27:4.458,4.4580,inf,inf,N41:2.397;N40:2.399;N23:2.412;O81:2.465;N36:2.555;N39:2.589;N24:3.353;N10:3.713;N27:4.458
62,43dcce0bcec9,Eu,63,3,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,"[9, 22, 23, 26, 35, 38, 39, 40]",8,9,1,water,63|CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21|water,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_water_43dcce0bcec9.xyz,2,standard,402082357,50,6,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig1_water_43dcce0bcec9_attempt02_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig1_water_43dcce0bcec9_attempt02_standard_dup2.mol2,-3277.6956736758,,FAIL_LONG_BOND,coreCN_max_dist>3.10,N40:2.344;N23:2.348;N24:2.389;N39:2.474;O81:2.565;N36:2.694;N41:3.001;N10:3.779;N27:4.411,4.4114,inf,inf,N40:2.344;N23:2.348;N24:2.389;N39:2.474;O81:2.565;N36:2.694;N41:3.001;N10:3.779;N27:4.411
98,fb46283268e8,Eu,63,3,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,"[11, 15, 23]",3,9,3,nitrate,63|CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC|nitrate,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_fb46283268e8.xyz,1,standard,336701665,40,5,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_fb46283268e8_attempt01_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_fb46283268e8_attempt01_standard_dup2.mol2,-8965.240003831555,,FAIL_LONG_BOND,coreCN_max_dist>3.10,O24:2.189;O12:2.426;O104:2.445;O108:2.461;O196:2.473;O208:2.560;O116:2.568;O200:3.361;O16:3.727,3.7273,4.3108,0.5836,O24:2.189;O12:2.426;O104:2.445;O108:2.461;O196:2.473;O208:2.560;O116:2.568;O200:3.361;O16:3.727;N25:4.311;N209:4.635;N9:4.654;N101:4.685;N193:4.689;N117:4.712
98,fb46283268e8,Eu,63,3,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,"[11, 15, 23]",3,9,3,nitrate,63|CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC|nitrate,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_fb46283268e8.xyz,2,standard,336709584,50,6,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_fb46283268e8_attempt02_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_fb46283268e8_attempt02_standard_dup2.mol2,-8965.414059367866,,FAIL_LONG_BOND,coreCN_max_dist>3.10,O24:2.263;O196:2.311;O116:2.355;O104:2.415;O208:2.571;O16:2.777;O12:2.843;O108:2.955;O200:3.119,3.1187,4.4740,1.3553,O24:2.263;O196:2.311;O116:2.355;O104:2.415;O208:2.571;O16:2.777;O12:2.843;O108:2.955;O200:3.119;N25:4.474;N193:4.520;N117:4.532;N101:4.558;N209:4.753;N9:4.956
134,6594b7e2cb96,Gd,64,3,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,"[18, 20, 23]",3,9,3,water,64|CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C|water,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig3_water_6594b7e2cb96.xyz,1,standard,1447228197,40,5,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Gd/Gd_Z64_ox3_CN9_nlig3_water_6594b7e2cb96_attempt01_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Gd/Gd_Z64_ox3_CN9_nlig3_water_6594b7e2cb96_attempt01_standard_dup2.mol2,-10772.93811867159,,BORDERLINE_LONGISH,coreCN_max_dist>2.95,O132:2.157;O24:2.201;O245:2.293;O250:2.307;O134:2.517;O137:2.652;O21:2.703;O19:2.732;O247:2.963,2.9632,3.8917,0.9285,O132:2.157;O24:2.201;O245:2.293;O250:2.307;O134:2.517;O137:2.652;O21:2.703;O19:2.732;O247:2.963;N25:3.892;N120:4.171;N233:4.393;N251:4.515;N138:4.782;N7:4.935
134,6594b7e2cb96,Gd,64,3,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,"[18, 20, 23]",3,9,3,water,64|CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C|water,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig3_water_6594b7e2cb96.xyz,2,standard,1447236116,50,6,250,0,accepted,True,,data/processed/geometries_regenerated_fail_long_bond/accepted/Gd/Gd_Z64_ox3_CN9_nlig3_water_6594b7e2cb96_attempt02_standard.xyz,data/processed/geometries_regenerated_fail_long_bond/accepted/Gd/Gd_Z64_ox3_CN9_nlig3_water_6594b7e2cb96_attempt02_standard.mol2,-10775.352752902752,,OK,nearest_coreCN_qc_ok,O19:2.251;O24:2.266;O245:2.285;O137:2.409;O247:2.443;O250:2.444;O132:2.463;O21:2.629;O134:2.666,2.6655,4.3581,1.6926,O19:2.251;O24:2.266;O245:2.285;O137:2.409;O247:2.443;O250:2.444;O132:2.463;O21:2.629;O134:2.666;N233:4.358;N25:4.373;N7:4.411;N251:4.423;N138:4.548;N120:4.662
170,cc05c1c73d3e,Lu,71,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[6, 43, 51, 53, 56, 59]",6,8,1,nitrate,71|CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O|nitrate,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_cc05c1c73d3e.xyz,1,standard,1457693546,40,5,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_cc05c1c73d3e_attempt01_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_cc05c1c73d3e_attempt01_standard_dup2.mol2,-4795.785758847384,,FAIL_LONG_BOND,coreCN_max_dist>3.10,O114:2.005;O113:2.047;O60:2.135;O52:2.169;N57:2.365;N111:2.376;N54:2.379;O112:3.532,3.5325,3.9891,0.4566,O114:2.005;O113:2.047;O60:2.135;O52:2.169;N57:2.365;N111:2.376;N54:2.379;O112:3.532;N7:3.989;N44:4.226
170,cc05c1c73d3e,Lu,71,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[6, 43, 51, 53, 56, 59]",6,8,1,nitrate,71|CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O|nitrate,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_cc05c1c73d3e.xyz,2,standard,1457701465,50,6,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_cc05c1c73d3e_attempt02_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_cc05c1c73d3e_attempt02_standard_dup2.mol2,-4801.271626857365,,FAIL_LONG_BOND,coreCN_max_dist>3.10,O114:2.089;O113:2.111;O60:2.147;O52:2.152;N57:2.291;N111:2.330;N54:2.384;O112:3.378,3.3783,3.8093,0.4310,O114:2.089;O113:2.111;O60:2.147;O52:2.152;N57:2.291;N111:2.330;N54:2.384;O112:3.378;N7:3.809;N44:4.144
206,ee16c94c1ba9,Pr,59,3,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,"[0, 2, 4, 7, 10, 13, 14, 17]",8,9,1,nitrate,59|O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O|nitrate,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_ee16c94c1ba9.xyz,1,standard,1083870696,40,5,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_ee16c94c1ba9_attempt01_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_ee16c94c1ba9_attempt01_standard_dup2.mol2,-1900.2873449772178,,FAIL_LONG_BOND,coreCN_max_dist>3.10,O18:2.252;O14:2.254;O1:2.309;O38:2.382;O8:2.450;N5:2.530;N11:2.836;O15:4.403;O19:4.411,4.4112,4.4186,0.0074,O18:2.252;O14:2.254;O1:2.309;O38:2.382;O8:2.450;N5:2.530;N11:2.836;O15:4.403;O19:4.411;O3:4.419
206,ee16c94c1ba9,Pr,59,3,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,"[0, 2, 4, 7, 10, 13, 14, 17]",8,9,1,nitrate,59|O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O|nitrate,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_ee16c94c1ba9.xyz,2,standard,1083878615,50,6,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_ee16c94c1ba9_attempt02_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_ee16c94c1ba9_attempt02_standard_dup2.mol2,-1900.3500786406055,,FAIL_LONG_BOND,coreCN_max_dist>3.10,O18:2.226;O1:2.239;O38:2.323;O14:2.325;O8:2.435;N5:2.603;N11:2.680;O19:4.352;O3:4.365,4.3645,4.4283,0.0638,O18:2.226;O1:2.239;O38:2.323;O14:2.325;O8:2.435;N5:2.603;N11:2.680;O19:4.352;O3:4.365;O15:4.428
242,f6e1351abbb0,Tb,65,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[6, 43, 51, 53, 56, 59]",6,8,1,nitrate,65|CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O|nitrate,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig1_nitrate_f6e1351abbb0.xyz,1,standard,1556190532,40,5,250,8,build_failed,False,,,,,no_structures_returned,BUILD_FAILED,no_structures_returned,,,,,
242,f6e1351abbb0,Tb,65,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[6, 43, 51, 53, 56, 59]",6,8,1,nitrate,65|CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O|nitrate,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig1_nitrate_f6e1351abbb0.xyz,2,standard,1556198451,50,6,250,0,rejected_by_nearest_coreCN_qc,False,,data/processed/geometries_regenerated_fail_long_bond/rejected/Tb/Tb_Z65_ox3_CN8_nlig1_nitrate_f6e1351abbb0_attempt02_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/rejected/Tb/Tb_Z65_ox3_CN8_nlig1_nitrate_f6e1351abbb0_attempt02_standard_dup2.mol2,-4799.5933232284915,,FAIL_LONG_BOND,coreCN_max_dist>3.10,O114:2.051;O113:2.072;O52:2.194;O60:2.197;N111:2.367;N57:2.517;N54:2.634;N7:3.128,3.1275,3.5002,0.3727,O114:2.051;O113:2.072;O52:2.194;O60:2.197;N111:2.367;N57:2.517;N54:2.634;N7:3.128;O112:3.500;N44:4.196
