enabled,build_id,geometry_key,ligType,DENTATE,COORDLIST,DONOR_TYPES,SMILES_FOR_ARCHITECTOR,metal_symbol,coreCN,n_ligs,inner_sphere_anion,note
1,6a3dfa68892d,,hexa_octahedral,6,"[0, 4, 7, 10, 13, 17]","[""O(ester_carbonyl)"", ""N(amine)"", ""O(hydroxyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""O(ester_carbonyl)""]",O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,La,9,1,nitrate,family template replan: aminopolycarboxylate_6dent
1,d344f93c2bca,,tri_mer_bent,3,"[5, 13, 24]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,La,9,3,nitrate,family template replan: BTP_like_N3
1,bf70a6327be6,,tetra_planar_bent,4,"[22, 35, 36, 37]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,La,9,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,a76a8b802706,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,La,9,1,water,family template replan: large_rigid_filtered_4dent
1,f572badf7b00,,tri_mer_bent,3,"[7, 15, 28]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Lu,9,3,nitrate,family template replan: BTP_like_N3
1,58a409ad735b,,tetra_planar_bent,4,"[22, 35, 36, 37]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Lu,8,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,08140b63d6f3,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Lu,8,1,nitrate,family template replan: large_rigid_filtered_4dent
1,1e406462b863,,tetra_planar_bent,4,"[7, 20, 35, 36]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,Lu,8,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,727bfd0c6ac8,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Lu,8,1,water,family template replan: large_rigid_filtered_4dent
1,d08732a72754,,tri_mer_bent,3,"[10, 12, 15]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,Lu,8,2,water,family template replan: compact_amide_core_3dent
1,f89953d575cc,,hexa_octahedral,6,"[0, 4, 7, 10, 13, 17]","[""O(ester_carbonyl)"", ""N(amine)"", ""O(hydroxyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""O(ester_carbonyl)""]",O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,Nd,9,1,nitrate,family template replan: aminopolycarboxylate_6dent
1,f2c95f4a7bc0,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Nd,9,1,nitrate,family template replan: large_rigid_filtered_4dent
1,3d655ed61f71,,tetra_planar_bent,4,"[22, 35, 36, 37]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Nd,9,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,18ebc2904075,,hexa_octahedral,6,"[0, 4, 7, 15, 18, 22]","[""O(ester_carbonyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""O(ester_carbonyl)""]",O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,Nd,9,1,nitrate,family template replan: aminopolycarboxylate_6dent
1,17eeb12c2d08,,tri_mer_bent,3,"[7, 15, 28]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Nd,9,3,nitrate,family template replan: BTP_like_N3
1,524f1979e1e5,,tetra_planar_bent,4,"[7, 20, 35, 36]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,Nd,9,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,6b6af1c74412,,tri_mer_bent,3,"[5, 13, 24]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,Nd,9,3,nitrate,family template replan: BTP_like_N3
1,c08199fcc06a,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Nd,9,1,water,family template replan: large_rigid_filtered_4dent
1,880bcc070ebf,,tetra_planar_bent,4,"[26, 28, 31, 34]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(ether)"", ""O(amide_carbonyl)""]",CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,Nd,9,1,water,family template replan: large_rigid_filtered_4dent
1,e776bfd65d62,,hexa_octahedral,6,"[0, 4, 7, 15, 18, 22]","[""O(ester_carbonyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""O(ester_carbonyl)""]",O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,Pr,9,1,nitrate,family template replan: aminopolycarboxylate_6dent
1,b0f810f696d4,,tetra_planar_bent,4,"[22, 35, 36, 37]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Pr,9,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,b70074b9c893,,tri_mer_bent,3,"[5, 13, 24]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,Pr,9,3,nitrate,family template replan: BTP_like_N3
1,8b4027156d43,,tri_mer_bent,3,"[7, 15, 28]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Pr,9,3,nitrate,family template replan: BTP_like_N3
1,e522c6af3da3,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Pr,9,1,nitrate,family template replan: large_rigid_filtered_4dent
1,11c653f8c68c,,tetra_planar_bent,4,"[7, 20, 35, 36]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,Pr,9,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,08e984832865,,hexa_octahedral,6,"[0, 4, 7, 10, 13, 17]","[""O(ester_carbonyl)"", ""N(amine)"", ""O(hydroxyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""O(ester_carbonyl)""]",O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,Pr,9,1,nitrate,family template replan: aminopolycarboxylate_6dent
1,9edd30d43217,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Pr,9,1,water,family template replan: large_rigid_filtered_4dent
1,824d835c63ca,,tetra_planar_bent,4,"[18, 30, 48, 51]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,Pr,9,1,water,family template replan: filtered_donor_pocket_4dent
1,e479404a080b,,bi_cis_chelating,2,"[11, 23]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Pr,9,4,nitrate,family template replan: compact_amide_core_2dent
1,6814dce4e9a2,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Sm,9,1,nitrate,family template replan: large_rigid_filtered_4dent
1,4f6b97b03ea1,,tri_mer_bent,3,"[7, 15, 28]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Sm,9,3,nitrate,family template replan: BTP_like_N3
1,fd596e20d9c3,,tetra_planar_bent,4,"[7, 20, 35, 36]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,Sm,9,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,7429951183bc,,tri_mer_bent,3,"[5, 13, 24]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,Sm,9,3,nitrate,family template replan: BTP_like_N3
1,3c4fdbb73108,,tetra_planar_bent,4,"[22, 35, 36, 37]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Sm,9,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,06b1333ad6ba,,hexa_octahedral,6,"[0, 4, 7, 15, 18, 22]","[""O(ester_carbonyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""O(ester_carbonyl)""]",O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,Sm,9,1,nitrate,family template replan: aminopolycarboxylate_6dent
1,cd4e4f1ad90f,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Sm,9,1,water,family template replan: large_rigid_filtered_4dent
1,9ac46db09c4b,,tetra_planar_bent,4,"[7, 20, 35, 36]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,Tb,8,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,257529852176,,tri_mer_bent,3,"[7, 15, 28]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Tb,9,3,nitrate,family template replan: BTP_like_N3
1,c5b62f89dd75,,tetra_planar_bent,4,"[22, 35, 36, 37]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Tb,8,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,f9bcf88fa10e,,tri_mer_bent,3,"[5, 13, 24]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,Tb,9,3,nitrate,family template replan: BTP_like_N3
1,720248d0b7c3,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Tb,8,1,nitrate,family template replan: large_rigid_filtered_4dent
1,5f2b8468aa9e,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Tb,8,1,water,family template replan: large_rigid_filtered_4dent
1,a477b66d3580,,bi_cis_chelating,2,"[8, 9]","[""O(ether)"", ""O(hydroxyl)""]",CCCCCCOP(=O)(O)OCCCCCC,Tb,8,4,nitrate,family template replan: phosphoryl_thiophosphoryl_2dent
1,954cea314d96,,tetra_planar_bent,4,"[22, 35, 36, 37]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Tm,8,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,88b2fe6d4513,,tri_mer_bent,3,"[7, 15, 28]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Tm,9,3,nitrate,family template replan: BTP_like_N3
1,489589433060,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Tm,8,1,nitrate,family template replan: large_rigid_filtered_4dent
1,0aecd3489a9f,,tri_mer_bent,3,"[5, 13, 24]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,Tm,9,3,nitrate,family template replan: BTP_like_N3
1,b3aab25af2f6,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Tm,8,1,water,family template replan: large_rigid_filtered_4dent
1,6d3e44b6c9fb,,tetra_planar_bent,4,"[22, 35, 36, 37]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,Yb,8,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,132184907ac8,,tetra_planar_bent,4,"[7, 20, 35, 36]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,Yb,8,1,nitrate,family template replan: BTBP_BTPhen_like_N4
1,fab4dd563558,,tri_mer_bent,3,"[5, 13, 24]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,Yb,9,3,nitrate,family template replan: BTP_like_N3
1,8a9d686f7b7f,,tri_mer_bent,3,"[7, 15, 28]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,Yb,9,3,nitrate,family template replan: BTP_like_N3
1,467997a16193,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Yb,8,1,nitrate,family template replan: large_rigid_filtered_4dent
1,22118ecd164c,,tetra_planar_bent,4,"[51, 53, 56, 59]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,Yb,8,1,water,family template replan: large_rigid_filtered_4dent
