build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,ligtype_override,xyz_exists,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest,best_qc_class,best_coreCN_max_dist,best_gap_after_coreCN,best_xyz_path,best_failed_xyz_path,failure_note,source_build_id,rescue_route,ligand_family,review_reason
3beb4537ab26,,63,Eu,3,CCCCCCCCNC(=O)c1cc(OC)ccn1,"[10, 14, 18]","[""O(amide_carbonyl)"", ""O(ether)"", ""N(aromatic)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCNC(=O)c1cc(OC)ccn1,CCCCCCCCNC(=O)c1cc(OC)ccn1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O97:2.059;O11:2.207;O54:2.306;N19:2.347;N105:3.235;O58:3.602;N95:3.705;N62:3.861;N9:4.010,4.0095,4.2084,0.1989,O97:2.059;O11:2.207;O54:2.306;N19:2.347;N105:3.235;O58:3.602;N95:3.705;N62:3.861;N9:4.010;N52:4.208;O101:4.597;O15:4.666,FAIL_LONG_BOND,4.1327,0.0852,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26_attempt02_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/best_failed/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_3beb4537ab26_attempt02_standard_dup2.xyz,coreCN_max_dist>3.10,3beb4537ab26,conformer_deep,valid_template_3dent,fixed_template_conformer_search
af7d4ce816f6,,63,Eu,3,CCCCCCCCNC(=O)c1cnccn1,"[10, 13, 16]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_af7d4ce816f6.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_af7d4ce816f6.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCNC(=O)c1cnccn1,CCCCCCCCNC(=O)c1cnccn1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O87:2.111;O11:2.124;O49:2.194;N55:2.325;N17:2.388;N93:2.469;N14:3.732;N9:3.989;N47:4.069,4.0691,4.1693,0.1001,O87:2.111;O11:2.124;O49:2.194;N55:2.325;N17:2.388;N93:2.469;N14:3.732;N9:3.989;N47:4.069;N85:4.169;N52:4.333;N90:4.828,FAIL_LONG_BOND,3.3185,0.9087,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_af7d4ce816f6_attempt01_standard.xyz,data/processed/geometries_regenerated_fail_long_bond/best_failed/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_af7d4ce816f6_attempt01_standard.xyz,no_structures_returned,af7d4ce816f6,conformer_deep,valid_template_3dent,fixed_template_conformer_search
f877a1dc60e3,,63,Eu,3,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,"[5, 12]","[""S(donor)"", ""S(donor)""]",2,9,4,water,water,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig4_water_f877a1dc60e3.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig4_water_f877a1dc60e3.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O237:2.567;S13:2.777;S131:2.851;S190:2.964;S124:2.992;S6:3.081;S183:3.143;S65:3.205;S72:3.679,3.679,4.0491,0.3701,O237:2.567;S13:2.777;S131:2.851;S190:2.964;S124:2.992;S6:3.081;S183:3.143;S65:3.205;S72:3.679;P12:4.049;P5:4.248;P130:4.322;P189:4.372;P123:4.447;P182:4.650;P64:5.008;P71:5.249,FAIL_LONG_BOND,3.3156,0.9702,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig4_water_f877a1dc60e3_attempt02_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/best_failed/Eu/Eu_Z63_ox3_CN9_nlig4_water_f877a1dc60e3_attempt02_standard_dup2.xyz,coreCN_max_dist>3.10,f877a1dc60e3,conformer_deep,valid_template_2dent,fixed_template_conformer_search
4daf401699d8,,60,Nd,3,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,"[8, 11, 31]","[""N(amine)"", ""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_4daf401699d8.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_4daf401699d8.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O32:2.210;O308:2.292;O170:2.370;O288:2.386;O12:2.483;N9:2.780;N285:2.892;N171:4.244;N33:4.262,4.2616,4.3822,0.1206,O32:2.210;O308:2.292;O170:2.370;O288:2.386;O12:2.483;N9:2.780;N285:2.892;N171:4.244;N33:4.262;N309:4.382;N289:4.600;N13:4.657;O150:4.696;N147:4.702;N151:6.734,FAIL_LONG_BOND,3.6953,0.7518,data/processed/geometries_regenerated_fail_long_bond/rejected/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_4daf401699d8_attempt02_standard.xyz,data/processed/geometries_regenerated_fail_long_bond/best_failed/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_4daf401699d8_attempt02_standard.xyz,coreCN_max_dist>3.10,4daf401699d8,conformer_deep,valid_template_3dent,fixed_template_conformer_search
