queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
3,ec68ed441941,Eu,63,3,CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,"[14, 18, 22]",3,9,3,nitrate,63|CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1|nitrate,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_ec68ed441941.xyz,1,uff_xtb_no_preopt,197001787,40,5,250,0,accepted,True,,data/processed/geometries_family_regenerated/no_xyz_uff/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_ec68ed441941_attempt01_uff_xtb_no_preopt.xyz,data/processed/geometries_family_regenerated/no_xyz_uff/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_ec68ed441941_attempt01_uff_xtb_no_preopt.mol2,31.057507345317305,,OK,nearest_coreCN_qc_ok,O125:2.041;O70:2.046;O15:2.046;N23:2.097;N78:2.097;N133:2.107;O19:2.170;O74:2.170;O129:2.188,2.1880,3.6880,1.5000,O125:2.041;O70:2.046;O15:2.046;N23:2.097;N78:2.097;N133:2.107;O19:2.170;O74:2.170;O129:2.188;N123:3.688;N68:3.714;N13:3.714
