queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,attempts_run,best_qc_class,best_coreCN_max_dist,best_gap_after_coreCN,best_xyz_path,best_failed_xyz_path,failure_note,accepted_for_clean_3d_features,ligtype_override
28,467997a16193,Yb,70,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,8,1,nitrate,,2,BORDERLINE_AMBIGUOUS_SHELL,2.4584,0.0740,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Yb/Yb_Z70_ox3_CN8_nlig1_nitrate_467997a16193_attempt02_large_ligand_deep.xyz,data/processed/geometries_family_regenerated/template_large_rigid/best_failed/Yb/Yb_Z70_ox3_CN8_nlig1_nitrate_467997a16193_attempt02_large_ligand_deep.xyz,gap_after_coreCN<0.10,False,tetra_planar_bent
