queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
17,f2c95f4a7bc0,Nd,60,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,9,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig1_nitrate_11ac249f26c1.xyz,1,large_ligand_fast,2765649,40,5,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Nd/Nd_Z60_ox3_CN9_nlig1_nitrate_f2c95f4a7bc0_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Nd/Nd_Z60_ox3_CN9_nlig1_nitrate_f2c95f4a7bc0_attempt01_large_ligand_fast.mol2,-5367.915593921253,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.121;O117:2.131;O113:2.171;O114:2.191;O60:2.346;N115:2.478;N111:2.517;O52:2.542;N57:2.568,2.5678,2.5808,0.013,O118:2.121;O117:2.131;O113:2.171;O114:2.191;O60:2.346;N115:2.478;N111:2.517;O52:2.542;N57:2.568;N54:2.581;O119:2.678;O116:3.667;O112:3.689;N7:4.486;N44:4.651
17,f2c95f4a7bc0,Nd,60,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,9,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig1_nitrate_11ac249f26c1.xyz,2,large_ligand_deep,2773568,50,6,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Nd/Nd_Z60_ox3_CN9_nlig1_nitrate_f2c95f4a7bc0_attempt02_large_ligand_deep.xyz,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Nd/Nd_Z60_ox3_CN9_nlig1_nitrate_f2c95f4a7bc0_attempt02_large_ligand_deep.mol2,-5367.731544425926,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.098;O117:2.113;O114:2.159;O113:2.169;O52:2.372;N115:2.443;N111:2.519;O60:2.566;N54:2.568,2.5681,2.6011,0.033,O118:2.098;O117:2.113;O114:2.159;O113:2.169;O52:2.372;N115:2.443;N111:2.519;O60:2.566;N54:2.568;O119:2.601;N57:2.617;O116:3.620;O112:3.709;N44:4.476;N7:4.688
18,c08199fcc06a,Nd,60,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,9,1,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig1_water_467fe4b7a7ef.xyz,1,large_ligand_fast,318423145,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Nd/Nd_Z60_ox3_CN9_nlig1_water_c08199fcc06a_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Nd/Nd_Z60_ox3_CN9_nlig1_water_c08199fcc06a_attempt01_large_ligand_fast.mol2,-5075.124826239327,,OK,nearest_coreCN_qc_ok,O60:2.366;O52:2.425;O111:2.443;N57:2.449;N54:2.483;O117:2.560;O123:2.685;O114:2.741;O120:2.752,2.7525,4.5064,1.7539,O60:2.366;O52:2.425;O111:2.443;N57:2.449;N54:2.483;O117:2.560;O123:2.685;O114:2.741;O120:2.752;N7:4.506;N44:4.560
19,880bcc070ebf,Nd,60,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,"[26, 28, 31, 34]",4,9,1,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig2_water_64eab4384a5e.xyz,1,large_ligand_fast,732773916,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Nd/Nd_Z60_ox3_CN9_nlig1_water_880bcc070ebf_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Nd/Nd_Z60_ox3_CN9_nlig1_water_880bcc070ebf_attempt01_large_ligand_fast.mol2,-5942.730592762108,,OK,nearest_coreCN_qc_ok,O27:2.238;O35:2.428;O181:2.428;O175:2.496;O169:2.561;O172:2.574;O29:2.647;O32:2.672;O178:2.691,2.6914,4.3688,1.6774,O27:2.238;O35:2.428;O181:2.428;O175:2.496;O169:2.561;O172:2.574;O29:2.647;O32:2.672;O178:2.691;N13:4.369;N36:4.565
20,e522c6af3da3,Pr,59,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,9,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_a0d3025a66af.xyz,1,large_ligand_fast,72954613,40,5,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_e522c6af3da3_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_e522c6af3da3_attempt01_large_ligand_fast.mol2,-5367.807252458052,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.108;O117:2.122;O113:2.183;O114:2.185;O52:2.378;N115:2.464;N111:2.543;N54:2.556;O60:2.569,2.5687,2.5854,0.0167,O118:2.108;O117:2.122;O113:2.183;O114:2.185;O52:2.378;N115:2.464;N111:2.543;N54:2.556;O60:2.569;N57:2.585;O119:2.631;O116:3.652;O112:3.735;N44:4.464;N7:4.665
20,e522c6af3da3,Pr,59,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,9,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_a0d3025a66af.xyz,2,large_ligand_deep,72962532,50,6,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_e522c6af3da3_attempt02_large_ligand_deep.xyz,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_e522c6af3da3_attempt02_large_ligand_deep.mol2,-5367.98315288708,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O117:2.120;O118:2.133;O113:2.181;O114:2.196;O60:2.351;N115:2.467;O52:2.507;N111:2.543;N57:2.556,2.5559,2.5849,0.029,O117:2.120;O118:2.133;O113:2.181;O114:2.196;O60:2.351;N115:2.467;O52:2.507;N111:2.543;N57:2.556;N54:2.585;O119:2.640;O116:3.648;O112:3.731;N7:4.466;N44:4.633
21,9edd30d43217,Pr,59,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,9,1,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig1_water_ed83b77205f9.xyz,1,large_ligand_fast,316115857,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Pr/Pr_Z59_ox3_CN9_nlig1_water_9edd30d43217_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Pr/Pr_Z59_ox3_CN9_nlig1_water_9edd30d43217_attempt01_large_ligand_fast.mol2,-5075.580435337134,,OK,nearest_coreCN_qc_ok,O52:2.381;O60:2.428;O111:2.475;O120:2.503;N57:2.514;N54:2.516;O117:2.635;O114:2.704;O123:2.715,2.7152,4.5272,1.8121,O52:2.381;O60:2.428;O111:2.475;O120:2.503;N57:2.514;N54:2.516;O117:2.635;O114:2.704;O123:2.715;N44:4.527;N7:4.568
22,6814dce4e9a2,Sm,62,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,9,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig1_nitrate_6ddb7853aa70.xyz,1,large_ligand_fast,735495383,40,5,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Sm/Sm_Z62_ox3_CN9_nlig1_nitrate_6814dce4e9a2_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Sm/Sm_Z62_ox3_CN9_nlig1_nitrate_6814dce4e9a2_attempt01_large_ligand_fast.mol2,-5366.267734596996,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.113;O117:2.124;O114:2.133;O113:2.155;O60:2.394;N115:2.470;N111:2.498;O52:2.539;N54:2.548,2.5484,2.5503,0.0019,O118:2.113;O117:2.124;O114:2.133;O113:2.155;O60:2.394;N115:2.470;N111:2.498;O52:2.539;N54:2.548;N57:2.550;O119:2.662;O116:3.661;O112:3.689;N7:4.546;N44:4.659
22,6814dce4e9a2,Sm,62,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,9,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig1_nitrate_6ddb7853aa70.xyz,2,large_ligand_deep,735503302,50,6,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Sm/Sm_Z62_ox3_CN9_nlig1_nitrate_6814dce4e9a2_attempt02_large_ligand_deep.xyz,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Sm/Sm_Z62_ox3_CN9_nlig1_nitrate_6814dce4e9a2_attempt02_large_ligand_deep.mol2,-5367.376320121164,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.096;O117:2.100;O114:2.178;O113:2.191;O60:2.353;N115:2.418;N57:2.528;N111:2.545;O52:2.547,2.5467,2.5823,0.0356,O118:2.096;O117:2.100;O114:2.178;O113:2.191;O60:2.353;N115:2.418;N57:2.528;N111:2.545;O52:2.547;O119:2.582;N54:2.597;O116:3.584;O112:3.737;N7:4.416;N44:4.671
23,cd4e4f1ad90f,Sm,62,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,9,1,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig1_water_b4c75f037006.xyz,1,large_ligand_fast,10721748,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Sm/Sm_Z62_ox3_CN9_nlig1_water_cd4e4f1ad90f_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Sm/Sm_Z62_ox3_CN9_nlig1_water_cd4e4f1ad90f_attempt01_large_ligand_fast.mol2,-5074.652952857907,,OK,nearest_coreCN_qc_ok,O60:2.370;O52:2.404;N57:2.427;O111:2.439;N54:2.440;O117:2.529;O120:2.605;O123:2.742;O114:2.743,2.7429,4.4871,1.7442,O60:2.370;O52:2.404;N57:2.427;O111:2.439;N54:2.440;O117:2.529;O120:2.605;O123:2.742;O114:2.743;N7:4.487;N44:4.527
24,720248d0b7c3,Tb,65,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,8,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig1_nitrate_f6e1351abbb0.xyz,1,large_ligand_fast,1740183738,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Tb/Tb_Z65_ox3_CN8_nlig1_nitrate_720248d0b7c3_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Tb/Tb_Z65_ox3_CN8_nlig1_nitrate_720248d0b7c3_attempt01_large_ligand_fast.mol2,-5227.832577917219,,OK,nearest_coreCN_qc_ok,O118:2.071;O117:2.101;O114:2.107;O113:2.158;O60:2.363;O52:2.387;N115:2.433;N111:2.497,2.4966,2.6441,0.1474,O118:2.071;O117:2.101;O114:2.107;O113:2.158;O60:2.363;O52:2.387;N115:2.433;N111:2.497;N57:2.644;N54:2.661;O116:3.617;O112:3.681;N7:4.530;N44:4.545
25,5f2b8468aa9e,Tb,65,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,8,1,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig1_water_a6e2f5bc31e8.xyz,1,large_ligand_fast,833623668,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Tb/Tb_Z65_ox3_CN8_nlig1_water_5f2b8468aa9e_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Tb/Tb_Z65_ox3_CN8_nlig1_water_5f2b8468aa9e_attempt01_large_ligand_fast.mol2,-4935.2065510054745,,OK,nearest_coreCN_qc_ok,O52:2.400;O60:2.407;N54:2.426;O120:2.443;N57:2.446;O114:2.460;O117:2.605;O111:2.607,2.6071,4.5279,1.9207,O52:2.400;O60:2.407;N54:2.426;O120:2.443;N57:2.446;O114:2.460;O117:2.605;O111:2.607;N44:4.528;N7:4.553
26,489589433060,Tm,69,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,8,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig1_nitrate_9fc207440e89.xyz,1,large_ligand_fast,661477019,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Tm/Tm_Z69_ox3_CN8_nlig1_nitrate_489589433060_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Tm/Tm_Z69_ox3_CN8_nlig1_nitrate_489589433060_attempt01_large_ligand_fast.mol2,-5227.309805160114,,OK,nearest_coreCN_qc_ok,O118:2.029;O117:2.061;O114:2.062;O113:2.127;O52:2.328;O60:2.368;N115:2.381;N111:2.445,2.4454,2.5853,0.1399,O118:2.029;O117:2.061;O114:2.062;O113:2.127;O52:2.328;O60:2.368;N115:2.381;N111:2.445;N54:2.585;N57:2.591;O116:3.557;O112:3.625;N44:4.471;N7:4.546
27,b3aab25af2f6,Tm,69,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,8,1,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tm/Tm_Z69_ox3_CN8_nlig1_water_b6783a4dd86e.xyz,1,large_ligand_fast,929710499,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Tm/Tm_Z69_ox3_CN8_nlig1_water_b3aab25af2f6_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Tm/Tm_Z69_ox3_CN8_nlig1_water_b3aab25af2f6_attempt01_large_ligand_fast.mol2,-4934.269667161071,,OK,nearest_coreCN_qc_ok,O60:2.327;O52:2.410;N57:2.443;O120:2.449;N54:2.462;O117:2.483;O114:2.538;O111:2.625,2.6249,4.4753,1.8504,O60:2.327;O52:2.410;N57:2.443;O120:2.449;N54:2.462;O117:2.483;O114:2.538;O111:2.625;N7:4.475;N44:4.550
28,467997a16193,Yb,70,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,8,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig1_nitrate_b6234ce57a75.xyz,1,large_ligand_fast,969731712,40,5,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Yb/Yb_Z70_ox3_CN8_nlig1_nitrate_467997a16193_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Yb/Yb_Z70_ox3_CN8_nlig1_nitrate_467997a16193_attempt01_large_ligand_fast.mol2,-5226.992777980284,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O117:2.064;O118:2.084;O113:2.112;O114:2.123;O52:2.361;O60:2.375;N115:2.427;N111:2.460,2.4603,2.5565,0.0963,O117:2.064;O118:2.084;O113:2.112;O114:2.123;O52:2.361;O60:2.375;N115:2.427;N111:2.460;N57:2.557;N54:2.564;O116:3.602;O112:3.623;N44:4.514;N7:4.533
28,467997a16193,Yb,70,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,8,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig1_nitrate_b6234ce57a75.xyz,2,large_ligand_deep,969739631,50,6,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Yb/Yb_Z70_ox3_CN8_nlig1_nitrate_467997a16193_attempt02_large_ligand_deep.xyz,data/processed/geometries_family_regenerated/template_large_rigid/rejected/Yb/Yb_Z70_ox3_CN8_nlig1_nitrate_467997a16193_attempt02_large_ligand_deep.mol2,-5227.028325994237,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O118:2.067;O117:2.068;O113:2.107;O114:2.124;O60:2.379;O52:2.389;N115:2.431;N111:2.458,2.4584,2.5324,0.074,O118:2.067;O117:2.068;O113:2.107;O114:2.124;O60:2.379;O52:2.389;N115:2.431;N111:2.458;N57:2.532;N54:2.544;O116:3.617;O112:3.620;N7:4.531;N44:4.532
29,22118ecd164c,Yb,70,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[51, 53, 56, 59]",4,8,1,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Yb/Yb_Z70_ox3_CN8_nlig1_water_a0aa0701cbf7.xyz,1,large_ligand_fast,1197085039,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Yb/Yb_Z70_ox3_CN8_nlig1_water_22118ecd164c_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_large_rigid/accepted/Yb/Yb_Z70_ox3_CN8_nlig1_water_22118ecd164c_attempt01_large_ligand_fast.mol2,-4934.036977498646,,OK,nearest_coreCN_qc_ok,O52:2.340;O60:2.360;O120:2.394;N54:2.408;N57:2.412;O117:2.433;O114:2.539;O111:2.587,2.5866,4.478,1.8914,O52:2.340;O60:2.360;O120:2.394;N54:2.408;N57:2.412;O117:2.433;O114:2.539;O111:2.587;N44:4.478;N7:4.507
