queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,accepted_attempt,accepted_xyz_path,accepted_mol2_path,qc_class,coreCN_max_dist,gap_after_coreCN,nearest_coreCN_sig,accepted_for_clean_3d_features,ligtype_override
3,2b190032c56e,Dy,66,3,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,"[0, 4, 7, 10, 13, 17]",6,8,1,nitrate,,1,data/processed/geometries_family_regenerated/template_aminopolycarboxylate/accepted/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_2b190032c56e_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_aminopolycarboxylate/accepted/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_2b190032c56e_attempt01_standard.mol2,OK,2.6193,0.1130,O40:2.018;O41:2.035;O1:2.172;O14:2.270;O8:2.271;O18:2.309;N38:2.383;N5:2.619,True,hexa_octahedral
