build_id,metal_symbol,coreCN,DENTATE,n_ligs,inner_sphere_anion,fill_ligand,n_fill,rows_covered,heavy_atoms,mol_weight,n_rotatable_bonds,estimated_complex_heavy_atoms,heavy_ligand,recommended_profile_sequence,SMILES_FOR_ARCHITECTOR
bd11f8c14383,Gd,9,4,2,nitrate,nitrate,1,1,61,861.48,48,126,1,"standard,large_ligand_deep,large_ligand_fast",CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC
501e57106fbd,Eu,9,6,1,nitrate,nitrate,3,9,52,747.26,30,64,0,standard,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1
5aa4cf743db2,Ce,9,3,3,nitrate,nitrate,0,10,26,345.4,4,78,0,standard,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1
3cd5bc4527c0,Tm,8,4,2,water,water,0,1,52,715.12,30,104,0,standard,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1
9e16a74d1a8a,Dy,8,3,2,nitrate,nitrate,2,2,43,609.04,32,94,0,standard,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC
f96ab850a665,Dy,8,2,4,nitrate,nitrate,0,1,21,282.34,4,84,0,standard,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1
b41c48dbd129,Tm,8,3,2,nitrate,nitrate,2,1,34,482.79,24,76,0,standard,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC
4a5715743e89,Gd,9,4,2,nitrate,nitrate,1,1,38,506.65,7,80,0,standard,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C
1d80e1c44f32,La,9,4,2,nitrate,nitrate,1,1,38,506.65,7,80,0,standard,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1
18b24c265849,Lu,8,4,2,nitrate,nitrate,0,1,34,450.54,7,68,0,standard,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1
d6289c678324,Tb,8,3,2,nitrate,nitrate,2,1,32,425.58,9,72,0,standard,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1
8085bc618fe6,Eu,9,2,4,nitrate,nitrate,1,1,24,340.55,15,100,0,standard,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC
5cb934b765ab,Er,8,4,2,nitrate,nitrate,0,1,36,490.69,14,72,0,standard,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1
