build_id,metal_symbol,coreCN,DENTATE,n_ligs,inner_sphere_anion,fill_ligand,n_fill,rows_covered,heavy_atoms,mol_weight,n_rotatable_bonds,estimated_complex_heavy_atoms,heavy_ligand,recommended_profile_sequence,SMILES_FOR_ARCHITECTOR
1a2c675a4d6b,Eu,9,3,3,nitrate,nitrate,0,17,49,692.21,34,147,0,standard,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC
5ab0d6f82e9f,Yb,8,2,4,nitrate,nitrate,0,1,21,282.34,4,84,0,standard,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1
9346b8592baf,Tb,8,4,2,nitrate,nitrate,0,1,38,506.65,7,76,0,standard,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C
f495ab846c8b,Sm,9,8,1,nitrate,nitrate,1,1,24,346.34,10,28,0,standard,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O
362436cb1022,Gd,9,4,2,nitrate,nitrate,1,1,46,618.87,17,96,0,standard,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1
46b6a5023c7f,Sm,9,2,4,nitrate,nitrate,1,1,21,298.47,12,88,0,standard,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC
b43f7786b547,Nd,9,3,3,nitrate,nitrate,0,1,42,592.99,30,126,0,standard,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O
fffb75876769,Nd,9,3,3,nitrate,nitrate,0,38,57,805.41,48,171,0,standard,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC
5cb8d5f242e0,Dy,8,3,2,nitrate,nitrate,2,6,17,244.33,8,42,0,standard,CCN(CC)C(=O)COCC(=O)N(CC)CC
e564b3438f58,Ho,8,4,2,nitrate,nitrate,0,10,60,849.47,51,120,1,"standard,large_ligand_deep,large_ligand_fast",CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC
774b9b571613,Sm,9,3,3,nitrate,nitrate,0,1,55,777.36,44,165,0,standard,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC
4b8ebeec8a69,Gd,9,3,3,water,water,0,1,35,496.82,22,105,0,standard,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C
b34391760a14,Dy,8,3,2,water,water,2,10,25,356.55,16,52,0,standard,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC
de74e96ab1ac,Tm,8,3,2,water,water,2,1,19,268.36,4,40,0,standard,O=C(COCC(=O)N1CCCCC1)N1CCCCC1
89a0bef80c28,Eu,9,3,3,water,water,0,2,29,410.64,18,87,0,standard,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1
3522f6225878,Eu,9,5,1,nitrate,nitrate,4,1,38,529.85,28,54,0,standard,CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1
fb5eeebd7f29,Gd,9,3,3,water,water,0,1,31,440.71,22,93,0,standard,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC
2db135aa133a,Yb,8,3,2,water,water,2,10,25,356.55,16,52,0,standard,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC
3ef926d9b89b,Yb,8,3,2,water,water,2,2,41,580.98,28,84,0,standard,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC
0c9244186a0f,Tm,8,3,2,nitrate,nitrate,2,4,21,300.44,12,50,0,standard,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC
