queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,accepted_attempt,accepted_xyz_path,accepted_mol2_path,qc_class,coreCN_max_dist,gap_after_coreCN,nearest_coreCN_sig,accepted_for_clean_3d_features,ligtype_override
2,810d12deae71,Eu,63,3,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,"[18, 30, 48, 51]",4,9,1,nitrate,,1,data/processed/geometries_family_regenerated/template_other/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_810d12deae71_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_other/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_810d12deae71_attempt01_standard.mol2,OK,2.6475,0.2302,O129:2.058;O130:2.112;O134:2.113;O133:2.118;N127:2.432;N131:2.473;O135:2.558;N49:2.616;N52:2.647,True,tetra_planar_bent
3,bfb8463109f9,Eu,63,3,CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,"[4, 19, 26, 29]",4,9,2,nitrate,,1,data/processed/geometries_family_regenerated/template_other/accepted/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_bfb8463109f9_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_other/accepted/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_bfb8463109f9_attempt01_standard.mol2,OK,2.6576,0.5997,O76:2.252;O61:2.285;O20:2.349;N83:2.389;O5:2.411;N30:2.418;N86:2.466;N27:2.491;O113:2.658,True,tetra_planar_bent
7,3ead850b1035,Eu,63,3,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,"[18, 30, 48, 51]",4,9,1,water,,1,data/processed/geometries_family_regenerated/template_other/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_water_3ead850b1035_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_other/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_water_3ead850b1035_attempt01_standard.mol2,OK,2.9347,1.8222,N52:2.464;N49:2.502;O127:2.531;O133:2.669;S19:2.711;O136:2.726;S31:2.798;O130:2.837;O139:2.935,True,tetra_planar_bent
9,824d835c63ca,Pr,59,3,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,"[18, 30, 48, 51]",4,9,1,water,,1,data/processed/geometries_family_regenerated/template_other/accepted/Pr/Pr_Z59_ox3_CN9_nlig1_water_824d835c63ca_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_other/accepted/Pr/Pr_Z59_ox3_CN9_nlig1_water_824d835c63ca_attempt01_standard.mol2,OK,2.8224,1.6121,O31:2.317;O19:2.333;O127:2.470;O136:2.489;N52:2.490;N49:2.497;O130:2.669;O133:2.705;O139:2.822,True,tetra_planar_bent
10,a477b66d3580,Tb,65,3,CCCCCCOP(=O)(O)OCCCCCC,"[8, 9]",2,8,4,nitrate,,1,data/processed/geometries_family_regenerated/template_other/accepted/Tb/Tb_Z65_ox3_CN8_nlig4_nitrate_a477b66d3580_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_other/accepted/Tb/Tb_Z65_ox3_CN8_nlig4_nitrate_a477b66d3580_attempt01_standard.mol2,OK,2.8692,0.1298,O141:2.161;O97:2.162;O9:2.172;O53:2.208;O10:2.681;O98:2.726;O54:2.731;O142:2.869,True,bi_cis_chelating
