queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,accepted_attempt,accepted_xyz_path,accepted_mol2_path,qc_class,coreCN_max_dist,gap_after_coreCN,nearest_coreCN_sig,accepted_for_clean_3d_features,ligtype_override
10,a477b66d3580,Tb,65,3,CCCCCCOP(=O)(O)OCCCCCC,"[8, 9]",2,8,4,nitrate,,1,data/processed/geometries_family_regenerated/template_other/accepted/Tb/Tb_Z65_ox3_CN8_nlig4_nitrate_a477b66d3580_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_other/accepted/Tb/Tb_Z65_ox3_CN8_nlig4_nitrate_a477b66d3580_attempt01_standard.mol2,OK,2.8692,0.1298,O141:2.161;O97:2.162;O9:2.172;O53:2.208;O10:2.681;O98:2.726;O54:2.731;O142:2.869,True,bi_cis_chelating
