queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,attempts_run,best_qc_class,best_coreCN_max_dist,best_gap_after_coreCN,best_xyz_path,best_failed_xyz_path,failure_note,accepted_for_clean_3d_features,ligtype_override
1,1e38ddd02002,Eu,63,3,CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,"[12, 22, 23, 30]",4,9,2,nitrate,,2,FAIL_LONG_BOND,3.2840,0.1549,data/processed/geometries_family_regenerated/template_other/rejected/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_1e38ddd02002_attempt02_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_other/best_failed/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_1e38ddd02002_attempt02_large_ligand_fast.xyz,coreCN_max_dist>3.10,False,tetra_planar_bent
