queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,accepted_attempt,accepted_xyz_path,accepted_mol2_path,qc_class,coreCN_max_dist,gap_after_coreCN,nearest_coreCN_sig,accepted_for_clean_3d_features,ligtype_override
2,810d12deae71,Eu,63,3,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,"[18, 30, 48, 51]",4,9,1,nitrate,,1,data/processed/geometries_family_regenerated/template_other/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_810d12deae71_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_other/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_810d12deae71_attempt01_standard.mol2,OK,2.6475,0.2302,O129:2.058;O130:2.112;O134:2.113;O133:2.118;N127:2.432;N131:2.473;O135:2.558;N49:2.616;N52:2.647,True,tetra_planar_bent
