build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,ligtype_override,xyz_exists,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest,best_qc_class,best_coreCN_max_dist,best_gap_after_coreCN,best_xyz_path,best_failed_xyz_path,failure_note,source_build_id,rescue_route,ligand_family,review_reason
1a2c675a4d6b,,63,Eu,3,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,"[8, 11, 31]","[""N(amine)"", ""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_1a2c675a4d6b.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_1a2c675a4d6b.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O150:2.367;O170:2.437;O12:2.438;O288:2.635;O32:2.692;O308:2.733;N9:2.929;N147:2.950;N285:3.428,3.4278,4.5913,1.1635,O150:2.367;O170:2.437;O12:2.438;O288:2.635;O32:2.692;O308:2.733;N9:2.929;N147:2.950;N285:3.428;N151:4.591;N13:4.618;N171:4.673;N33:4.863;N289:4.890;N309:4.997,,,,,,free(): invalid size,1a2c675a4d6b,no_xyz_uff,valid_template_no_candidate,free(): invalid size
cafe7bff72b2,,63,Eu,3,CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,"[10, 13, 16]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_cafe7bff72b2.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_cafe7bff72b2.mol2,,,existing_ok,recovered_from_disk,accepted,CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O11:2.119;O83:2.127;O47:2.155;N53:2.451;N17:2.483;N89:2.513;N86:3.330;N9:3.933;N81:4.081,4.0811,4.2206,0.1394,O11:2.119;O83:2.127;O47:2.155;N53:2.451;N17:2.483;N89:2.513;N86:3.330;N9:3.933;N81:4.081;N45:4.221;N50:4.742;N14:4.813,,,,,,no_structures_returned,cafe7bff72b2,no_xyz_uff,valid_template_no_candidate,no_structures_returned
ec68ed441941,,63,Eu,3,CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,"[14, 18, 22]","[""O(amide_carbonyl)"", ""O(ether)"", ""N(aromatic)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_ec68ed441941.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_ec68ed441941.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O15:2.226;O70:2.230;O125:2.242;N78:2.968;N23:3.146;O129:3.547;N68:4.077;O19:4.159;N13:4.210,4.2096,4.2607,0.0511,O15:2.226;O70:2.230;O125:2.242;N78:2.968;N23:3.146;O129:3.547;N68:4.077;O19:4.159;N13:4.210;O74:4.261;N133:4.337;N123:4.373,,,,,,no_structures_returned,ec68ed441941,no_xyz_uff,valid_template_no_candidate,no_structures_returned
dffea6f8c61d,,59,Pr,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,"[26, 28, 41]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_dffea6f8c61d.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_dffea6f8c61d.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O255:2.242;O156:2.243;O27:2.258;O270:2.292;O42:2.340;O141:2.517;O143:2.608;O29:2.816;O257:3.215,3.2148,4.3446,1.1298,O255:2.242;O156:2.243;O27:2.258;O270:2.292;O42:2.340;O141:2.517;O143:2.608;O29:2.816;O257:3.215;N148:4.345;N13:4.441;N241:4.467;N34:4.515;N262:4.532;N127:4.682,,,,,,munmap_chunk(): invalid pointer,dffea6f8c61d,no_xyz_uff,valid_template_no_candidate,munmap_chunk(): invalid pointer
