build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,ligtype_override,xyz_exists,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest,best_qc_class,best_coreCN_max_dist,best_gap_after_coreCN,best_xyz_path,best_failed_xyz_path,failure_note,source_build_id,rescue_route,run_group,ligand_family,donor_strategy,original_COORDLIST,original_DENTATE,original_coreCN,original_n_ligs,original_n_fill,proposed_COORDLIST,proposed_DENTATE,proposed_coreCN,proposed_n_ligs,proposed_n_fill,template_change_note
3b2820db6fc4,,58,Ce,3,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 23, 43]","[""O(amide_carbonyl)"", ""N(amine)"", ""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",4,9,1,nitrate,nitrate,5,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_8891c25d4c67.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_8891c25d4c67.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O48:2.213;O5:2.214;O53:2.279;O10:2.289;O16:2.371;O59:2.503;O87:2.763;N45:3.415;N2:3.437,3.4375,3.6248,0.1874,O48:2.213;O5:2.214;O53:2.279;O10:2.289;O16:2.371;O59:2.503;O87:2.763;N45:3.415;N2:3.437;N7:3.625;N50:3.842;N54:4.517;N11:4.521;N17:4.605;N60:4.645,,,,,,no_structures_returned,8891c25d4c67,template_replan,template_amide_core,compact_amide_core_4dent,compact_amide_core,"[18, 20, 23, 43]",4,9,2,1,"[18, 20, 23, 43]",4,9,1,5,donors 4->4; coreCN 9->9; n_ligs 2->1; n_fill 1->5; new build_id preserves original geometry
60e55854a033,,66,Dy,3,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 23, 43]","[""O(amide_carbonyl)"", ""N(amine)"", ""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",4,8,1,nitrate,nitrate,4,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_4ca0b6f30178.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_4ca0b6f30178.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O48:2.128;O5:2.145;O16:2.217;O53:2.234;O59:2.296;O10:2.328;N7:3.274;N45:3.528,3.528,3.5496,0.0215,O48:2.128;O5:2.145;O16:2.217;O53:2.234;O59:2.296;O10:2.328;N7:3.274;N45:3.528;N2:3.550;N50:3.863;N60:4.302;N17:4.424;N54:4.436;N11:4.554,,,,,,no_structures_returned,4ca0b6f30178,template_replan,template_amide_core,compact_amide_core_4dent,compact_amide_core,"[18, 20, 23, 43]",4,8,2,0,"[18, 20, 23, 43]",4,8,1,4,donors 4->4; coreCN 8->8; n_ligs 2->1; n_fill 0->4; new build_id preserves original geometry
1a0470dc9c6f,,63,Eu,3,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,"[10, 18, 30]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""O(ether)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_1f1106359435.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_1f1106359435.mol2,,,existing_ok,recovered_from_disk,accepted,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O11:2.400;O74:2.422;O78:2.440;O127:2.449;O19:2.587;O82:2.593;O15:2.791;O31:3.211;O94:3.729,3.7286,4.2972,0.5686,O11:2.400;O74:2.422;O78:2.440;O127:2.449;O19:2.587;O82:2.593;O15:2.791;O31:3.211;O94:3.729;N9:4.297;N72:4.678;N20:4.807;N83:4.829,,,,,,no_structures_returned,1f1106359435,template_replan,template_amide_core,compact_amide_core_3dent,compact_amide_core,"[10, 14, 18, 30]",4,9,2,1,"[10, 18, 30]",3,9,3,0,donors 4->3; coreCN 9->9; n_ligs 2->3; n_fill 1->0; new build_id preserves original geometry
eb62218d1b12,,63,Eu,3,CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,"[13, 26, 29]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_dfa51784b875.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_dfa51784b875.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O124:2.330;O14:2.362;O189:2.563;O30:2.619;O108:2.710;N27:3.290;O103:3.395;N121:3.441;O9:3.778,3.7775,4.4263,0.6488,O124:2.330;O14:2.362;O189:2.563;O30:2.619;O108:2.710;N27:3.290;O103:3.395;N121:3.441;O9:3.778;N125:4.426;N15:4.456;N31:4.722;N109:4.957,FAIL_LONG_BOND,4.3927,0.0011,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_dfa51784b875_attempt01_standard.xyz,data/processed/geometries_regenerated_fail_long_bond/best_failed/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_dfa51784b875_attempt01_standard.xyz,timeout,dfa51784b875,template_replan,template_amide_core,compact_amide_core_3dent,compact_amide_core,"[8, 13, 26, 29]",4,9,2,1,"[13, 26, 29]",3,9,3,0,donors 4->3; coreCN 9->9; n_ligs 2->3; n_fill 1->0; new build_id preserves original geometry
da66a3b16f13,,63,Eu,3,CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,"[13, 25, 28]","[""O(amide_carbonyl)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_ecdd71aa88de.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_ecdd71aa88de.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O29:2.348;O102:2.436;O14:2.451;O117:2.488;O177:2.538;N26:2.622;N114:2.624;O9:4.238;N30:4.248,4.2481,4.2577,0.0097,O29:2.348;O102:2.436;O14:2.451;O117:2.488;O177:2.538;N26:2.622;N114:2.624;O9:4.238;N30:4.248;O97:4.258;N103:4.379;N118:4.436;N15:4.493,FAIL_LONG_BOND,4.2106,0.038,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_ecdd71aa88de_attempt02_standard.xyz,data/processed/geometries_regenerated_fail_long_bond/best_failed/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_ecdd71aa88de_attempt02_standard.xyz,coreCN_max_dist>3.10,ecdd71aa88de,template_replan,template_amide_core,compact_amide_core_3dent,compact_amide_core,"[8, 13, 25, 28]",4,9,2,1,"[13, 25, 28]",3,9,3,0,donors 4->3; coreCN 9->9; n_ligs 2->3; n_fill 1->0; new build_id preserves original geometry
03b447c331ab,,63,Eu,3,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,"[11, 23]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_fb46283268e8.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_fb46283268e8.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O208:2.292;O196:2.473;O104:2.689;O12:2.693;O16:2.773;O108:2.841;O24:2.867;O116:3.038;O200:3.231,3.2315,4.534,1.3026,O208:2.292;O196:2.473;O104:2.689;O12:2.693;O16:2.773;O108:2.841;O24:2.867;O116:3.038;O200:3.231;N209:4.534;N193:4.577;N9:4.888;N101:4.955;N25:5.124;N117:5.287,FAIL_LONG_BOND,3.1187,1.3553,data/processed/geometries_regenerated_fail_long_bond/rejected/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_fb46283268e8_attempt02_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/best_failed/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_fb46283268e8_attempt02_standard_dup2.xyz,coreCN_max_dist>3.10,fb46283268e8,template_replan,template_amide_core,compact_amide_core_2dent,compact_amide_core,"[11, 15, 23]",3,9,3,0,"[11, 23]",2,9,4,1,donors 3->2; coreCN 9->9; n_ligs 3->4; n_fill 0->1; new build_id preserves original geometry
d08732a72754,,71,Lu,3,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,"[10, 12, 15]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,water,water,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig1_water_422eaccbf51e.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig1_water_422eaccbf51e.mol2,,,existing_ok,recovered_from_disk,accepted,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O11:2.081;O16:2.152;O13:2.365;O2:2.415;O20:2.447;O24:2.477;O8:2.586;N17:3.119,3.1193,3.2688,0.1495,O11:2.081;O16:2.152;O13:2.365;O2:2.415;O20:2.447;O24:2.477;O8:2.586;N17:3.119;N5:3.269;O58:3.344,BORDERLINE_AMBIGUOUS_SHELL,3.0204,0.0848,data/processed/geometries_regenerated_fail_long_bond/rejected/Lu/Lu_Z71_ox3_CN8_nlig1_water_422eaccbf51e_attempt01_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/best_failed/Lu/Lu_Z71_ox3_CN8_nlig1_water_422eaccbf51e_attempt01_standard_dup2.xyz,coreCN_max_dist>2.95,422eaccbf51e,template_replan,template_amide_core,compact_amide_core_3dent,compact_amide_core,"[1, 7, 10, 12, 15, 19, 23]",7,8,1,1,"[10, 12, 15]",3,8,2,2,donors 7->3; coreCN 8->8; n_ligs 1->2; n_fill 1->2; new build_id preserves original geometry
e479404a080b,,59,Pr,3,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,"[11, 23]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_a9a7588bfc02.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_a9a7588bfc02.mol2,,,existing_ok,recovered_from_disk,accepted,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,False,,True,FAIL_LONG_BOND,coreCN_max_dist>3.10,O12:2.127;O116:2.209;O196:2.211;O24:2.522;O108:2.619;O104:2.764;O200:3.000;O16:3.160;O208:3.704,3.7043,4.3247,0.6204,O12:2.127;O116:2.209;O196:2.211;O24:2.522;O108:2.619;O104:2.764;O200:3.000;O16:3.160;O208:3.704;N9:4.325;N117:4.408;N193:4.443;N25:4.656;N101:4.875;N209:5.705,BORDERLINE_LONGISH,3.0092,1.4831,data/processed/geometries_regenerated_fail_long_bond/rejected/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_a9a7588bfc02_attempt01_standard_dup2.xyz,data/processed/geometries_regenerated_fail_long_bond/best_failed/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_a9a7588bfc02_attempt01_standard_dup2.xyz,coreCN_max_dist>3.10,a9a7588bfc02,template_replan,template_amide_core,compact_amide_core_2dent,compact_amide_core,"[11, 15, 23]",3,9,3,0,"[11, 23]",2,9,4,1,donors 3->2; coreCN 9->9; n_ligs 3->4; n_fill 0->1; new build_id preserves original geometry
