queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
8,cf2925f73b64,Eu,63,3,CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,"[7, 20, 33, 34]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_c471d9bdf233_attempt02_large_ligand_fast.xyz,1,standard,1259880446,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_cf2925f73b64_attempt01_standard.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_cf2925f73b64_attempt01_standard.mol2,-3818.5119160530935,,OK,nearest_coreCN_qc_ok,O77:2.113;O81:2.118;O82:2.152;O78:2.167;N21:2.424;N8:2.431;N75:2.468;N79:2.511,2.5112,2.6322,0.121,O77:2.113;O81:2.118;O82:2.152;O78:2.167;N21:2.424;N8:2.431;N75:2.468;N79:2.511;N34:2.632;N35:2.657;N22:3.191;N7:3.200;O76:3.621;O80:3.698;N36:4.662;N25:4.662
9,86854fe552dc,Eu,63,3,CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,"[21, 33, 34, 35]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_99c2c5354425_attempt02_large_ligand_fast.xyz,1,standard,1926453388,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_86854fe552dc_attempt01_standard.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_86854fe552dc_attempt01_standard.mol2,-3750.258879900177,,OK,nearest_coreCN_qc_ok,O71:2.144;O72:2.150;O75:2.152;O76:2.178;N36:2.464;N22:2.476;N69:2.506;N73:2.533,2.533,2.649,0.116,O71:2.144;O72:2.150;O75:2.152;O76:2.178;N36:2.464;N22:2.476;N69:2.506;N73:2.533;N34:2.649;N35:2.661;N37:3.172;N23:3.209;O70:3.683;O74:3.712;N26:4.691;N9:4.705;O4:6.716;O30:6.747
10,d17be0d31bd6,Eu,63,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_e0774a1f16ed_attempt02_large_ligand_fast.xyz,1,standard,1671532584,40,5,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/rejected/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_d17be0d31bd6_attempt01_standard.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/rejected/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_d17be0d31bd6_attempt01_standard.mol2,-4272.928733963993,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O97:2.129;O101:2.149;O102:2.156;O98:2.166;N8:2.448;N21:2.499;N95:2.511;N99:2.524,2.5243,2.6207,0.0963,O97:2.129;O101:2.149;O102:2.156;O98:2.166;N8:2.448;N21:2.499;N95:2.511;N99:2.524;N36:2.621;N37:2.630;N7:3.199;N22:3.262;O96:3.694;O100:3.706;N38:4.666;N35:4.678
10,d17be0d31bd6,Eu,63,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_e0774a1f16ed_attempt02_large_ligand_fast.xyz,2,large_ligand_fast,1671540503,50,6,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/rejected/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_d17be0d31bd6_attempt02_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/rejected/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_d17be0d31bd6_attempt02_large_ligand_fast.mol2,-4273.05369962214,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O97:2.131;O101:2.144;O102:2.159;O98:2.165;N8:2.470;N95:2.483;N21:2.486;N99:2.530,2.5301,2.6133,0.0832,O97:2.131;O101:2.144;O102:2.159;O98:2.165;N8:2.470;N95:2.483;N21:2.486;N99:2.530;N36:2.613;N37:2.614;N7:3.252;N22:3.295;O96:3.637;O100:3.715;N38:4.656;N35:4.656
11,a1b1948ac9a0,Gd,64,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/Gd/Gd_Z64_ox3_CN9_nlig1_nitrate_cb692aadc103_attempt01_standard.xyz,1,standard,780951618,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Gd/Gd_Z64_ox3_CN8_nlig1_nitrate_a1b1948ac9a0_attempt01_standard.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Gd/Gd_Z64_ox3_CN8_nlig1_nitrate_a1b1948ac9a0_attempt01_standard.mol2,-4272.5918410936765,,OK,nearest_coreCN_qc_ok,O98:2.132;O102:2.161;O97:2.161;O101:2.176;N21:2.456;N8:2.468;N95:2.511;N99:2.513,2.5132,2.6596,0.1464,O98:2.132;O102:2.161;O97:2.161;O101:2.176;N21:2.456;N8:2.468;N95:2.511;N99:2.513;N37:2.660;N36:2.681;N22:3.168;N7:3.244;O100:3.664;O96:3.695;N38:4.651;N35:4.696
12,381edbfc03cf,Gd,64,3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,"[22, 35, 36, 37]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/Gd/Gd_Z64_ox3_CN9_nlig1_nitrate_12617cf87837_attempt01_standard.xyz,1,standard,2101945269,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Gd/Gd_Z64_ox3_CN8_nlig1_nitrate_381edbfc03cf_attempt01_standard.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Gd/Gd_Z64_ox3_CN8_nlig1_nitrate_381edbfc03cf_attempt01_standard.mol2,-3874.4365661879074,,OK,nearest_coreCN_qc_ok,O81:2.107;O85:2.152;O82:2.161;O86:2.178;N23:2.399;N38:2.438;N79:2.464;N83:2.518,2.5179,2.6601,0.1423,O81:2.107;O85:2.152;O82:2.161;O86:2.178;N23:2.399;N38:2.438;N79:2.464;N83:2.518;N37:2.660;N36:2.687;N39:3.159;N24:3.184;O80:3.615;O84:3.681;N10:4.601;N27:4.605
13,772af3795c1b,La,57,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/La/La_Z57_ox3_CN9_nlig1_nitrate_877a364053d7_attempt02_large_ligand_fast.xyz,1,standard,1862649893,40,5,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/rejected/La/La_Z57_ox3_CN8_nlig1_nitrate_772af3795c1b_attempt01_standard.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/rejected/La/La_Z57_ox3_CN8_nlig1_nitrate_772af3795c1b_attempt01_standard.mol2,-4276.01511095606,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O97:2.145;O102:2.176;O98:2.228;O101:2.233;N8:2.474;N21:2.514;N95:2.559;N99:2.595,2.5952,2.6913,0.0961,O97:2.145;O102:2.176;O98:2.228;O101:2.233;N8:2.474;N21:2.514;N95:2.559;N99:2.595;N36:2.691;N37:2.692;N7:3.265;N22:3.315;O96:3.737;O100:3.780;N38:4.693;N35:4.718
13,772af3795c1b,La,57,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/La/La_Z57_ox3_CN9_nlig1_nitrate_877a364053d7_attempt02_large_ligand_fast.xyz,2,large_ligand_fast,1862657812,50,6,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/La/La_Z57_ox3_CN8_nlig1_nitrate_772af3795c1b_attempt02_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/La/La_Z57_ox3_CN8_nlig1_nitrate_772af3795c1b_attempt02_large_ligand_fast.mol2,-4276.033371908651,,OK,nearest_coreCN_qc_ok,O98:2.138;O101:2.151;O97:2.194;O102:2.288;N8:2.492;N95:2.531;N21:2.557;N99:2.609,2.6088,2.7273,0.1185,O98:2.138;O101:2.151;O97:2.194;O102:2.288;N8:2.492;N95:2.531;N21:2.557;N99:2.609;N37:2.727;N36:2.744;N7:3.271;N22:3.349;O96:3.704;O100:3.791;N38:4.715;N35:4.779
14,67cc941de9cc,La,57,3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,"[22, 35, 36, 37]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/La/La_Z57_ox3_CN9_nlig1_nitrate_bf70a6327be6_attempt02_large_ligand_fast.xyz,1,standard,66178285,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/La/La_Z57_ox3_CN8_nlig1_nitrate_67cc941de9cc_attempt01_standard.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/La/La_Z57_ox3_CN8_nlig1_nitrate_67cc941de9cc_attempt01_standard.mol2,-3877.48501423825,,OK,nearest_coreCN_qc_ok,O81:2.154;O86:2.165;O82:2.210;O85:2.241;N23:2.478;N38:2.516;N79:2.553;N83:2.586,2.5855,2.6978,0.1123,O81:2.154;O86:2.165;O82:2.210;O85:2.241;N23:2.478;N38:2.516;N79:2.553;N83:2.586;N36:2.698;N37:2.720;N24:3.276;N39:3.287;O80:3.735;O84:3.773;N27:4.686;N10:4.744
15,bcb0a0d8f7c2,Nd,60,3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,"[22, 35, 36, 37]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/Nd/Nd_Z60_ox3_CN9_nlig1_nitrate_3d655ed61f71_attempt02_large_ligand_fast.xyz,1,standard,1460699065,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Nd/Nd_Z60_ox3_CN8_nlig1_nitrate_bcb0a0d8f7c2_attempt01_standard.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Nd/Nd_Z60_ox3_CN8_nlig1_nitrate_bcb0a0d8f7c2_attempt01_standard.mol2,-3875.168097505717,,OK,nearest_coreCN_qc_ok,O86:2.129;O82:2.134;O85:2.140;O81:2.147;N79:2.476;N38:2.482;N83:2.493;N23:2.512,2.5122,2.6638,0.1516,O86:2.129;O82:2.134;O85:2.140;O81:2.147;N79:2.476;N38:2.482;N83:2.493;N23:2.512;N37:2.664;N36:2.706;N39:3.262;N24:3.286;O80:3.627;O84:3.679;N10:4.370;N27:4.741
