queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
3,b71ea25cd505,Eu,63,3,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,"[21, 33, 34, 35]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_cf17beddcb28_attempt02_large_ligand_fast.xyz,1,standard,1468858911,40,5,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/rejected/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_b71ea25cd505_attempt01_standard.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/rejected/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_b71ea25cd505_attempt01_standard.mol2,-3705.8581583633168,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O71:2.108;O76:2.121;O75:2.126;O72:2.161;N36:2.469;N22:2.475;N73:2.492;N69:2.498,2.4980,2.5873,0.0893,O71:2.108;O76:2.121;O75:2.126;O72:2.161;N36:2.469;N22:2.475;N73:2.492;N69:2.498;N35:2.587;N34:2.599;N37:3.243;N23:3.260;O74:3.678;O70:3.684;N9:4.681;N26:4.687;S4:7.154;S30:7.178
3,b71ea25cd505,Eu,63,3,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,"[21, 33, 34, 35]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_cf17beddcb28_attempt02_large_ligand_fast.xyz,2,large_ligand_fast,1468866830,50,6,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_b71ea25cd505_attempt02_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_b71ea25cd505_attempt02_large_ligand_fast.mol2,-3706.269973418297,,OK,nearest_coreCN_qc_ok,O75:2.108;O76:2.124;O71:2.130;O72:2.146;N22:2.444;N36:2.469;N69:2.475;N73:2.484,2.4838,2.6859,0.2021,O75:2.108;O76:2.124;O71:2.130;O72:2.146;N22:2.444;N36:2.469;N69:2.475;N73:2.484;N34:2.686;N35:2.689;N23:3.158;N37:3.252;O70:3.631;O74:3.671;N9:4.670;N26:4.679;S30:7.077;S4:7.167
19,ab02e91222ef,Sm,62,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/Sm/Sm_Z62_ox3_CN9_nlig1_nitrate_fd596e20d9c3_attempt01_standard.xyz,1,standard,1937689357,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Sm/Sm_Z62_ox3_CN8_nlig1_nitrate_ab02e91222ef_attempt01_standard.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Sm/Sm_Z62_ox3_CN8_nlig1_nitrate_ab02e91222ef_attempt01_standard.mol2,-4273.795330022004,,OK,nearest_coreCN_qc_ok,O101:2.108;O102:2.111;O98:2.149;O97:2.168;N21:2.391;N8:2.425;N99:2.466;N95:2.531,2.5310,2.6348,0.1038,O101:2.108;O102:2.111;O98:2.149;O97:2.168;N21:2.391;N8:2.425;N99:2.466;N95:2.531;N36:2.635;N37:2.649;N22:3.135;N7:3.213;O100:3.653;O96:3.719;N35:4.631;N38:4.652
