queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
9,86854fe552dc,Eu,63,3,CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,"[21, 33, 34, 35]",4,8,1,nitrate,,data/processed/geometries_family_regenerated/template_pincer/rejected/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_99c2c5354425_attempt02_large_ligand_fast.xyz,1,standard,1926453388,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_86854fe552dc_attempt01_standard.xyz,data/processed/geometries_family_regenerated/adaptive_cn_fill/accepted/Eu/Eu_Z63_ox3_CN8_nlig1_nitrate_86854fe552dc_attempt01_standard.mol2,-3750.258879900177,,OK,nearest_coreCN_qc_ok,O71:2.144;O72:2.150;O75:2.152;O76:2.178;N36:2.464;N22:2.476;N69:2.506;N73:2.533,2.5330,2.6490,0.1160,O71:2.144;O72:2.150;O75:2.152;O76:2.178;N36:2.464;N22:2.476;N69:2.506;N73:2.533;N34:2.649;N35:2.661;N37:3.172;N23:3.209;O70:3.683;O74:3.712;N26:4.691;N9:4.705;O4:6.716;O30:6.747
