quintile,mae,spread
0,0.7901507912556978,0.13670502331564321
1,0.809939715478045,0.18062397869946026
2,0.8421545926418025,0.22339010518078148
3,0.8888064784356642,0.283102020679652
4,1.064476331458732,0.4097179443891391
