build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,ligtype_override
d655b942946b,nan,57,La,3,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,"[0, 3, 9, 11, 13, 17, 20]","[""O(carbonyl)"", ""O(hydroxyl)"", ""O(hydroxyl)"", ""O(hydroxyl)"", ""O(ether)"", ""O(hydroxyl)"", ""O(hydroxyl)""]",7,9,1,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig1_nitrate_d655b942946b.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig1_nitrate_d655b942946b.mol2,,3.4102192306053443,ok,"built (emergency_unrelaxed attempt 1, seed 62048181; ligType=hepta_5_2)",accepted,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,False,hepta_5_2
