build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand
32c5ca2ccd68,nan,68,Er,3,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 23, 43]","[""O(amide_carbonyl)"", ""N(amine)"", ""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",4,8,2,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_32c5ca2ccd68.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_32c5ca2ccd68.mol2,,,existing_ok,found_valid_xyz,accepted,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,False
583ace8b123c,nan,62,Sm,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,"[26, 28, 31, 34]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(ether)"", ""O(amide_carbonyl)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig2_nitrate_583ace8b123c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig2_nitrate_583ace8b123c.mol2,,,existing_ok,found_valid_xyz,accepted,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,False
1567f4f803ce,nan,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_1567f4f803ce.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_1567f4f803ce.mol2,,-15079.81255330337,ok,built (standard attempt 3),accepted,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,False
9d8312a84f84,nan,63,Eu,3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,"[9, 27, 28, 31, 40, 41, 42, 43]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",8,9,1,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_9d8312a84f84.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_9d8312a84f84.mol2,,-3574.9636945448888,ok,built (standard attempt 1),accepted,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,False
f1ce22c5ae19,nan,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,"[18, 24, 42]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""O(ether)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_f1ce22c5ae19.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_f1ce22c5ae19.mol2,,-11041.294028985609,ok,built (standard attempt 2),accepted,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,False
26e84fc6133e,nan,63,Eu,3,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,"[5, 12]","[""S(donor)"", ""S(donor)""]",2,9,4,nitrate,nitrate,1,,,,,failed_qc,NITRATE_MISSING: expected_inner_sphere_nitrate_absent,NITRATE_MISSING,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,False
e4175b10a80b,nan,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,"[18, 20, 23, 24, 29]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(ether)"", ""O(ether)"", ""O(ether)""]",5,9,1,nitrate,nitrate,4,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_e4175b10a80b.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_e4175b10a80b.mol2,,-3901.2618009186463,ok,built (standard attempt 1),accepted,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,False
2a477ef1f0f3,nan,63,Eu,3,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,"[6, 43, 51, 53, 56, 59]","[""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)"", ""O(amide_carbonyl)""]",6,9,1,nitrate,nitrate,3,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_2a477ef1f0f3.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_2a477ef1f0f3.mol2,,-4943.166363237634,ok,built (large_ligand_fast attempt 1),accepted,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,False
a95f2ba3f810,nan,64,Gd,3,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,"[18, 20, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig3_water_a95f2ba3f810.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig3_water_a95f2ba3f810.mol2,,-10773.874850705715,ok,built (standard attempt 1),accepted,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,False
776127a45bd2,nan,64,Gd,3,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,"[22, 24, 27]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig3_water_776127a45bd2.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig3_water_776127a45bd2.mol2,,,existing_ok,found_valid_xyz,accepted,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,False
0247bfe939b7,nan,67,Ho,3,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,"[18, 21, 25]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ho/Ho_Z67_ox3_CN8_nlig2_nitrate_0247bfe939b7.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ho/Ho_Z67_ox3_CN8_nlig2_nitrate_0247bfe939b7.mol2,,-7948.881293934021,ok,built (standard attempt 1),accepted,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,False
1ffb56bb5571,nan,67,Ho,3,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,"[8, 10, 13]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ho/Ho_Z67_ox3_CN8_nlig2_nitrate_1ffb56bb5571.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ho/Ho_Z67_ox3_CN8_nlig2_nitrate_1ffb56bb5571.mol2,,-4160.8985903299235,ok,built (standard attempt 1),accepted,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,False
a2811205e7ba,nan,57,La,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,"[18, 20, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig3_water_a2811205e7ba.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig3_water_a2811205e7ba.mol2,,-7160.897202665864,ok,built (standard attempt 1),accepted,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,False
fbc8200af2c7,nan,62,Sm,3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,"[22, 24, 27]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,,,,,skipped_known_bad_ligtype,cached_ligtype_failure,,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,False
895df93270f5,nan,62,Sm,3,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,"[14, 16, 19]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_nitrate_895df93270f5.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_nitrate_895df93270f5.mol2,,-8708.109826662943,ok,built (standard attempt 1),accepted,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,False
