dataset_row_index,safe_exp_id,metal,canonical_smiles,inner_sphere_anion,geometry_key,build_id,geometry_environment_key,geom_cond__acid_class,geom_cond__acid_strength_bin,geom_cond__nitrate_activity,geom_cond__pH_bin,geom_cond__diluent_family,geom_cond__modifier_class,geom_cond__temperature_bin,geom_cond__contact_time_bin,geom_cond__shaking_time_bin,geom_cond__phase_ratio_bin
3603,Er_SAFE:10201,Er,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,water,68|CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C|water,90005743a06b,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3604,Er_SAFE:10215,Er,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,water,68|CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC|water,7c88aac9cc30,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3605,Er_SAFE:10228,Er,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,water,68|CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C|water,5d016859aec1,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3606,Er_SAFE:10242,Er,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,water,68|CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC|water,47192dd771b6,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3607,Er_SAFE:10256,Er,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,water,68|CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C|water,9badbb5df239,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3608,Er_SAFE:10511,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,water,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,7969957ddddb,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3609,Er_SAFE:10525,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,water,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,7969957ddddb,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3610,Er_SAFE:10539,Er,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,water,68|CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC|water,6dae4c73926f,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3611,Er_SAFE:10567,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,water,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,7969957ddddb,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3612,Er_SAFE:10581,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,water,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,7969957ddddb,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3613,Er_SAFE:10595,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,water,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,7969957ddddb,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3614,Er_SAFE:10623,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,water,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,7969957ddddb,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3615,Er_SAFE:10637,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,water,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,7969957ddddb,acid_class=chloride|acid_strength_bin=low|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,low,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3616,Er_SAFE:10651,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,water,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|water,7969957ddddb,acid_class=chloride|acid_strength_bin=medium|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,medium,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3617,Er_SAFE:10693,Er,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,water,68|CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC|water,1c200b75910f,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3618,Er_SAFE:10711,La,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,57|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,7e5952e60ece,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3619,Er_SAFE:10713,Pr,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,59|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,ebc307a72df3,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3620,Er_SAFE:10714,Nd,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,60|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,6a813ec13042,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3621,Er_SAFE:10715,Sm,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,62|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,3dedc054e089,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3622,Er_SAFE:10716,Eu,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,63|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,d385338b84da,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3623,Er_SAFE:10717,Gd,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,64|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,5e68de46eed8,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3624,Er_SAFE:10718,Tb,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,65|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,b8ecbb913546,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3625,Er_SAFE:10720,Ho,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,67|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,decb7af4dfa8,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3626,Er_SAFE:10721,Er,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,68|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,f4ceaeffb0e0,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3627,Er_SAFE:10722,Tm,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,69|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,de74e96ab1ac,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3628,Er_SAFE:10723,Yb,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,70|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,edfc3ebb8ed0,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3629,Er_SAFE:10724,Lu,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,water,71|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water,e6f9dde6a90b,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3630,Er_SAFE:10735,Er,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,water,68|COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC|water,ca3d536acbf6,acid_class=chloride|acid_strength_bin=high|nitrate_activity=none|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,chloride,high,none,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3631,Er_SAFE:12219,Er,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,nitrate,68|CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC|nitrate,9680eb2381ef,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=aromatic|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,aromatic,none,ambient,medium,missing,missing
3632,Er_SAFE:12233,Er,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,nitrate,68|CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC|nitrate,9680eb2381ef,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=other|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,other,none,ambient,medium,missing,missing
3633,Er_SAFE:12247,Er,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,nitrate,68|CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC|nitrate,9680eb2381ef,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=alcohol_modifier|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,alcohol_modifier,none,ambient,medium,missing,missing
3634,Er_SAFE:12261,Er,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,nitrate,68|CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC|nitrate,9680eb2381ef,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=chlorinated|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,chlorinated,none,ambient,medium,missing,missing
3635,Er_SAFE:12288,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,nitrate,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,389643f6ef69,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=other|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,other,none,ambient,medium,missing,missing
3636,Er_SAFE:12302,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,nitrate,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,389643f6ef69,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=alcohol_modifier|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,alcohol_modifier,none,ambient,medium,missing,missing
3637,Er_SAFE:12316,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,nitrate,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,389643f6ef69,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=chlorinated|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,chlorinated,none,ambient,medium,missing,missing
3638,Er_SAFE:12330,Er,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,nitrate,68|CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|nitrate,389643f6ef69,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=aromatic|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,aromatic,none,ambient,medium,missing,missing
3639,Er_SAFE:12358,Er,CCN(CC)C(=O)COCC(=O)N(CC)CC,nitrate,68|CCN(CC)C(=O)COCC(=O)N(CC)CC|nitrate,63cc5cb9d9a2,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=aromatic|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,aromatic,none,ambient,medium,missing,missing
3640,Er_SAFE:12372,Er,CCN(CC)C(=O)COCC(=O)N(CC)CC,nitrate,68|CCN(CC)C(=O)COCC(=O)N(CC)CC|nitrate,63cc5cb9d9a2,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=other|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,other,none,ambient,medium,missing,missing
3641,Er_SAFE:12386,Er,CCN(CC)C(=O)COCC(=O)N(CC)CC,nitrate,68|CCN(CC)C(=O)COCC(=O)N(CC)CC|nitrate,63cc5cb9d9a2,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=alcohol_modifier|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,alcohol_modifier,none,ambient,medium,missing,missing
3642,Er_SAFE:12400,Er,CCN(CC)C(=O)COCC(=O)N(CC)CC,nitrate,68|CCN(CC)C(=O)COCC(=O)N(CC)CC|nitrate,63cc5cb9d9a2,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=chlorinated|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,chlorinated,none,ambient,medium,missing,missing
3643,Er_SAFE:12414,Er,CCN(CC)C(=O)COCC(=O)N(CC)CC,nitrate,68|CCN(CC)C(=O)COCC(=O)N(CC)CC|nitrate,63cc5cb9d9a2,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=aromatic|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,aromatic,none,ambient,medium,missing,missing
3644,Er_SAFE:12442,Er,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,nitrate,68|CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1|nitrate,e63f7a39c141,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=aromatic|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,aromatic,none,ambient,medium,missing,missing
3645,Er_SAFE:12456,Er,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,nitrate,68|CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1|nitrate,e63f7a39c141,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=other|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,other,none,ambient,medium,missing,missing
3646,Er_SAFE:12470,Er,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,nitrate,68|CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1|nitrate,e63f7a39c141,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=chlorinated|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,chlorinated,none,ambient,medium,missing,missing
3647,Er_SAFE:12484,Er,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,nitrate,68|CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1|nitrate,e63f7a39c141,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=aromatic|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,aromatic,none,ambient,medium,missing,missing
3648,Er_SAFE:12506,Eu,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,nitrate,63|CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1|nitrate,d5f18b7632f0,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3649,Er_SAFE:12507,Eu,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,nitrate,63|CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1|nitrate,d5f18b7632f0,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3650,Er_SAFE:12508,Eu,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,nitrate,63|CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1|nitrate,d5f18b7632f0,acid_class=nitrate|acid_strength_bin=high|nitrate_activity=high|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,high,high,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3651,Er_SAFE:12509,Eu,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,nitrate,63|CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1|nitrate,d5f18b7632f0,acid_class=nitrate|acid_strength_bin=high|nitrate_activity=high|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,high,high,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3652,Er_SAFE:12510,Eu,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,nitrate,63|CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1|nitrate,d5f18b7632f0,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
3653,Er_SAFE:12511,Eu,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,nitrate,63|CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1|nitrate,d5f18b7632f0,acid_class=nitrate|acid_strength_bin=medium|nitrate_activity=medium|pH_bin=missing|diluent_family=aliphatic_hydrocarbon|modifier_class=none|temperature_bin=ambient|contact_time_bin=medium|shaking_time_bin=missing|phase_ratio_bin=missing,nitrate,medium,medium,missing,aliphatic_hydrocarbon,none,ambient,medium,missing,missing
