queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,accepted_attempt,accepted_xyz_path,accepted_mol2_path,qc_class,coreCN_max_dist,gap_after_coreCN,nearest_coreCN_sig,accepted_for_clean_3d_features,ligtype_override
3,1a0470dc9c6f,Eu,63,3,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,"[10, 18, 30]",3,9,3,nitrate,,2,data/processed/geometries_family_regenerated/template_amide_core/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_1a0470dc9c6f_attempt02_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_amide_core/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_1a0470dc9c6f_attempt02_large_ligand_fast.mol2,OK,2.6283,1.5785,O137:2.124;O19:2.126;O145:2.214;O74:2.280;O11:2.301;O82:2.314;O94:2.519;O31:2.600;O157:2.628,True,tri_mer_bent
4,eb62218d1b12,Eu,63,3,CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,"[13, 26, 29]",3,9,3,nitrate,,1,data/processed/geometries_family_regenerated/template_amide_core/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_eb62218d1b12_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_amide_core/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_eb62218d1b12_attempt01_standard.mol2,OK,2.638,1.7109,O218:2.252;O202:2.295;O108:2.321;O14:2.327;O124:2.347;N215:2.458;O30:2.485;N121:2.521;N27:2.638,True,tri_mer_bent
5,da66a3b16f13,Eu,63,3,CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,"[13, 25, 28]",3,9,3,nitrate,,1,data/processed/geometries_family_regenerated/template_amide_core/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_da66a3b16f13_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_amide_core/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_da66a3b16f13_attempt01_standard.mol2,OK,2.5344,1.6207,O205:2.233;O117:2.271;O190:2.291;O14:2.297;O102:2.318;N202:2.372;N26:2.424;O29:2.436;N114:2.534,True,tri_mer_bent
7,d08732a72754,Lu,71,3,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,"[10, 12, 15]",3,8,2,water,,1,data/processed/geometries_family_regenerated/template_amide_core/accepted/Lu/Lu_Z71_ox3_CN8_nlig2_water_d08732a72754_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_amide_core/accepted/Lu/Lu_Z71_ox3_CN8_nlig2_water_d08732a72754_attempt01_standard.mol2,OK,2.5575,1.7231,O73:2.108;O16:2.110;O11:2.187;O68:2.204;O13:2.442;O70:2.456;O118:2.522;O115:2.558,True,tri_mer_bent
