queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
4,eb62218d1b12,Eu,63,3,CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,"[13, 26, 29]",3,9,3,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_dfa51784b875.xyz,1,standard,247916455,40,5,250,0,accepted,True,tri_mer_bent,data/processed/geometries_family_regenerated/template_amide_core/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_eb62218d1b12_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_amide_core/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_eb62218d1b12_attempt01_standard.mol2,-10313.203671321979,,OK,nearest_coreCN_qc_ok,O218:2.252;O202:2.295;O108:2.321;O14:2.327;O124:2.347;N215:2.458;O30:2.485;N121:2.521;N27:2.638,2.6380,4.3488,1.7109,O218:2.252;O202:2.295;O108:2.321;O14:2.327;O124:2.347;N215:2.458;O30:2.485;N121:2.521;N27:2.638;N219:4.349;N109:4.430;N125:4.431;N203:4.473;N15:4.474;N31:4.647;O103:6.487;O197:6.520;O9:6.549
