queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,attempts_run,best_qc_class,best_coreCN_max_dist,best_gap_after_coreCN,best_xyz_path,best_failed_xyz_path,failure_note,accepted_for_clean_3d_features,ligtype_override
1,3b2820db6fc4,Ce,58,3,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 23, 43]",4,9,1,nitrate,,2,,,,,,no_structures_returned,False,tetra_trigonal_pyramidal
2,60e55854a033,Dy,66,3,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 20, 23, 43]",4,8,1,nitrate,,2,,,,,,no_structures_returned,False,tetra_trigonal_pyramidal
6,03b447c331ab,Eu,63,3,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,"[11, 23]",2,9,4,nitrate,,2,,,,,,free(): corrupted unsorted chunks,False,bi_cis_chelating
8,e479404a080b,Pr,59,3,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,"[11, 23]",2,9,4,nitrate,,2,BORDERLINE_LONGISH,2.9672,1.5435,data/processed/geometries_family_regenerated/template_amide_core/rejected/Pr/Pr_Z59_ox3_CN9_nlig4_nitrate_e479404a080b_attempt02_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_amide_core/best_failed/Pr/Pr_Z59_ox3_CN9_nlig4_nitrate_e479404a080b_attempt02_large_ligand_fast.xyz,coreCN_max_dist>2.95,False,bi_cis_chelating
