queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
5,da66a3b16f13,Eu,63,3,CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,"[13, 25, 28]",3,9,3,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_ecdd71aa88de.xyz,1,standard,1256605691,40,5,250,0,accepted,True,tri_mer_bent,data/processed/geometries_family_regenerated/template_amide_core/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_da66a3b16f13_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_amide_core/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_da66a3b16f13_attempt01_standard.mol2,-9796.989294529827,,OK,nearest_coreCN_qc_ok,O205:2.233;O117:2.271;O190:2.291;O14:2.297;O102:2.318;N202:2.372;N26:2.424;O29:2.436;N114:2.534,2.5344,4.1551,1.6207,O205:2.233;O117:2.271;O190:2.291;O14:2.297;O102:2.318;N202:2.372;N26:2.424;O29:2.436;N114:2.534;N30:4.155;N206:4.224;N118:4.354;N191:4.365;N15:4.438;N103:4.485;O185:6.379;O9:6.492;O97:6.577
