key,label,replicate,n_seeds,adj_r2,err_corr,per_seed_sd,per_seed_min,per_seed_max
13c391a8bb1e3a40,"shipped anchor (20px, 0.61px)",0,8,0.1536436046203744,0.9650141598180757,0.019050926475552166,0.09389271290589918,0.14384739332797447
13c391a8bb1e3a40,"shipped anchor (20px, 0.61px)",1,8,0.16286079612180449,0.9660367918410967,0.028375642243878795,0.09125551332363002,0.17508253127893936
