which,variant,adj_r2,n_pairs,logD_r2,seconds,seeds,params
catboost,q85,0.1729809752658774,604,0.3858908844933525,952.1,8,"{""depth"": 7, ""lr"": 0.04, ""l2"": 3.0, ""rsm"": 0.6, ""loss"": ""Quantile:alpha=0.85""}"
