family,descriptor,n_loose,fit_r2_loose,n_tight,fit_r2_tight,block,delta
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_12,5,0.11874385610474936,5,0.05291966617872612,g6,-0.06582418992602324
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_13,5,0.39513016723885874,5,0.27603848357038163,g6,-0.11909168366847711
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_14,5,0.3123583421452649,5,0.2595740636135022,g6,-0.05278427853176271
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_15,5,0.0025671094859389676,5,0.1453167155585523,g6,0.14274960607261333
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_16,5,0.05702487007057466,5,0.38011737590482586,g6,0.3230925058342512
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_17,5,0.005421741921550094,5,0.010756976318149092,g6,0.005335234396598998
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_18,5,0.0731558889611098,5,0.30527481702228865,g6,0.23211892806117884
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_19,5,0.04858470982042218,5,0.20149931131912868,g6,0.1529146014987065
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_20,5,0.015066858546146422,5,0.04012532131300228,g6,0.02505846276685586
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_21,5,0.054880632196882884,5,0.003544584889607072,g6,-0.05133604730727581
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_22,5,0.004562137464074856,5,7.885137942320597e-05,g6,-0.00448328608465165
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_23,5,0.3278123183161318,5,0.0589012751707515,g6,-0.2689110431453803
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_24,5,0.30204578686915173,5,0.1368030661837777,g6,-0.16524272068537404
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_25,5,0.04824398285892184,5,0.0007377656730143123,g6,-0.04750621718590753
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_26,5,0.051186883574114606,5,0.061781503998439624,g6,0.010594620424325019
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_27,5,0.14099907261328448,5,0.14175244468679604,g6,0.0007533720735115601
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_28,5,0.16528272388771525,5,0.18577313648725813,g6,0.020490412599542873
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_29,5,0.15579476432473438,5,0.20687443532065852,g6,0.05107967099592414
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_30,5,0.13059326504574598,5,0.21678013969109866,g6,0.08618687464535268
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g6__rdf__rdf_H_31,5,0.09989438428554198,5,0.22148405311342678,g6,0.1215896688278848
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g7__global_shape__rgyr,5,0.4644769628595543,5,0.4550976023069768,g7,-0.009379360552577487
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g7__global_shape__shape_eig1,5,0.1834416668884501,5,0.008235597311448406,g7,-0.1752060695770017
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g7__global_shape__shape_eig2,5,0.0002139236615643636,5,0.13418176429641904,g7,0.13396784063485467
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g7__global_shape__shape_eig3,5,0.2761552021030501,5,0.21504179067374607,g7,-0.06111341142930404
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g7__global_shape__shape_asphericity,5,0.23470065278118302,5,0.18003694484309485,g7,-0.05466370793808817
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g7__global_shape__shape_acylindricity,5,0.24341232247952993,5,0.07313773913789645,g7,-0.17027458334163348
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g7__global_shape__shape_npr1,5,0.21016069481684008,5,0.0722455725195209,g7,-0.13791512229731917
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g7__global_shape__shape_npr2,5,0.1352252356194903,5,0.19596804157910963,g7,0.06074280595961934
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1|nitrate,g7__global_shape__shape_spherocity,5,0.23863750397610883,5,0.04639908369095025,g7,-0.19223842028515858
