geometry_key,metal,n_atoms,n_add,metal_index,no_bond_min_0,no_bond_max_0,ono_sum_0,n_oop_0,no_bond_min_1,no_bond_max_1,ono_sum_1,n_oop_1,min_H_to_nitrate_O,n_inner_O,lnn_max,lnn_min,binding_modes,n_inner_nitrate,rmsd_vs_control,n_donors,dLn_donor_max_delta,dij_donor_max_delta,adjacency_changed_pairs,cn_ligand_shipped,cn_ligand_control,cn_ligand_out,donors_displaced,displacement_allowance,neutral_force_max,neutral_converged,neutral_meets_target,neutral_downgraded,control_force_max,control_converged,control_meets_target,control_downgraded,reject_code,no_bond_min_2,no_bond_max_2,ono_sum_2,n_oop_2,cn_ligand_in,reject_detail
58|CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC|nitrate,Ce,406.0,3.0,0.0,1.2303566395218455,1.233538356322885,359.9990690886565,0.002178646729309383,1.230183644703824,1.2348029329093355,359.9977467346058,0.003389361060908369,2.232010054146355,0.0,9.193960724555916,7.700538800976643,outer|outer|outer,0.0,1.901533010136517,9.0,0.15524706111564912,0.4378465338664097,0.0,9.0,9.0,9.0,0.0,0.0,0.020331711936824797,True,True,False,0.004047818024521047,True,True,False,accepted,1.2300435771359461,1.2334386366066985,359.9999999684889,1.2673862528844726e-05,,
58|CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1|nitrate,Ce,268.0,3.0,0.0,1.2188732629385006,1.250676641511699,359.9993799033766,0.001779199859734848,1.2296758843380347,1.2338847797847752,359.9930846088099,0.005937971086370619,1.8070940533213684,1.0,6.079998701908447,3.5882973479235716,inner|outer|outer,1.0,1.9133193847659538,9.0,0.5199258481136231,1.6008201178986758,0.0,9.0,9.0,9.0,0.0,2.0,0.008487989097935775,True,True,False,0.002890813181795575,True,True,False,accepted,1.2275193998785852,1.2377747992611843,359.99998079086515,0.00031305102973066927,,
58|CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1|nitrate,Ce,296.0,3.0,0.0,1.2281214988823557,1.23402415912644,359.99663544004846,0.004139396380933344,1.2256282578280873,1.2343353838520736,359.99988084367783,0.000778505277091392,1.7718764236533444,0.0,7.4139485846904645,6.330580438085071,outer|outer|outer,0.0,1.6801835261114098,9.0,0.05768521548172156,0.5484170756287874,0.0,9.0,9.0,9.0,0.0,0.0,0.010585804136384625,True,True,False,0.009021831225492764,True,True,False,accepted,1.2303620641016972,1.2340622263896377,359.9994183967968,0.001721700444581295,,
58|CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1|nitrate,Ce,208.0,3.0,0.0,1.215439265452924,1.2238613668803724,359.9538600219483,0.015193240367080196,1.2190816514925666,1.2518048417047898,359.9985304968054,0.0027351812060233682,2.0674141662390686,3.0,6.033753577041005,2.483545424037836,inner|inner|outer,2.0,1.6736072189104172,9.0,1.373698860899509,1.904940867960291,0.0,9.0,9.0,8.0,1.0,4.0,0.0022093749108404704,True,True,False,0.00446649759733814,True,True,False,accepted,1.228326480721854,1.2382154324681527,359.9958477742163,0.004601662607517265,,
58|CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC|nitrate,Ce,107.0,1.0,0.0,1.205816240170741,1.2347469365541146,359.8946058056038,0.022986732172688,,,,,3.4556581229638663,2.0,2.5452154973188548,2.5452154973188548,inner,1.0,1.003258358490848,12.0,0.21986855935987126,1.4738661183021593,0.0,10.0,12.0,11.0,1.0,2.0,0.006552092839660579,True,True,False,0.003868395251529672,True,True,False,accepted,,,,,,
58|CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC|nitrate,Ce,208.0,3.0,0.0,1.2124452653151536,1.2280374708857218,359.90016647530615,0.022378869987786987,1.2261678480373222,1.2368467235016811,359.9905689829471,0.006930620769502759,2.1437130294833877,2.0,6.823262657954431,2.54259841552839,inner|outer|outer,1.0,1.877976801099209,9.0,0.8225196869944007,1.6004544958833349,0.0,9.0,9.0,8.0,1.0,2.0,0.005555030222071132,True,True,False,0.006256303766809008,True,True,False,accepted,1.2284048260437517,1.237649393673487,359.99996433738556,0.00042632343090137637,,
58|CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1|nitrate,Ce,172.0,3.0,0.0,1.2125870936059604,1.2299201960673558,359.65796133278053,0.04139150388990409,1.2251942727920806,1.2410263991947414,359.98717730532513,0.008084132379479969,1.7702088720660512,2.0,8.561018749480638,2.5051785089667047,inner|outer|outer,1.0,0.9793296471738406,9.0,0.2337848131699105,1.5334516902234387,0.0,9.0,9.0,9.0,0.0,2.0,0.028169598744165462,True,True,False,0.02504799527153964,True,True,False,accepted,1.2300952035862525,1.2344854867427137,359.9998874881108,0.0007573027838264357,,
58|CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC|nitrate,Ce,172.0,3.0,0.0,1.2113297089975925,1.2282761339261645,359.909976809166,0.02123175647663189,1.2308047851528843,1.2324107534818924,359.98858166002844,0.007627194482205779,2.220006058720624,2.0,7.290885921481654,2.413441477837166,inner|outer|outer,1.0,1.438451778976482,9.0,0.7208296408500727,1.4883269340027727,0.0,9.0,9.0,8.0,1.0,2.0,0.018241984850225566,True,True,False,0.004210817753548666,True,True,False,accepted,1.2291585889841294,1.2375997578525533,359.9979314590319,0.0032477192877368166,,
58|CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC|nitrate,Ce,196.0,3.0,0.0,1.2239490119238132,1.2363747254639221,359.99512838738815,0.00498238951907571,1.2290793939819815,1.2353784676253103,359.99278719164533,0.006062535268330421,2.6036829129940053,1.0,5.019160009257636,3.8253506019585943,outer|outer|inner,1.0,1.1150494438851637,9.0,0.295553769230132,0.8414317504366613,0.0,9.0,9.0,9.0,0.0,2.0,0.023372188562257555,True,True,False,0.002839944286029301,True,True,False,accepted,1.224964482940431,1.244730487237422,359.99984271586834,0.0008955247223579321,,
58|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1|nitrate,Ce,160.0,3.0,0.0,1.2135124998296556,1.231629232477833,359.72214792296296,0.037369853945381115,1.2240861819467075,1.2412846957418018,359.99091501921964,0.006807988865688425,1.7617796793881557,3.0,5.1817003752701485,2.5993137671392685,inner|outer|inner,2.0,1.77738680981598,9.0,0.31466640768311915,1.6958523928872506,0.0,9.0,9.0,9.0,0.0,4.0,0.02625873252760312,True,True,False,0.005677763038912487,True,True,False,accepted,1.2259085396139036,1.2419927756218208,359.99015862956657,0.007089216691391342,,
58|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C|nitrate,Ce,160.0,3.0,0.0,1.212054020091486,1.228768156628191,359.79256373678294,0.03223285094178452,1.2122048624190278,1.2396994736534694,359.9262372362142,0.01933352606729749,1.997851069096703,4.0,4.431660322481857,2.5470427715318333,inner|inner|outer,2.0,1.431560219188013,9.0,2.5748505272834707,3.5345185782518693,0.0,9.0,9.0,8.0,1.0,4.0,0.011355308122495392,True,True,False,0.0043403939264346336,True,True,False,accepted,1.2281064809826543,1.2350603185699003,359.99097045149824,0.006782416484293896,,
58|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C|nitrate,Ce,160.0,3.0,0.0,1.2179094079936317,1.2386986098027606,359.98590842766055,0.008469248060407414,1.2237645732722848,1.2446652612627223,359.9987731235042,0.002500485484304482,2.2590966467310256,3.0,4.5788564636833184,3.319145626953359,inner|inner|outer,2.0,1.4390821019390574,9.0,0.36280086335629314,1.5311525030824655,0.0,9.0,9.0,9.0,0.0,4.0,0.007835248269409194,True,True,False,0.006375254162684596,True,True,False,accepted,1.2289920520691846,1.2364847163200052,359.998365713204,0.0028860456384716127,,
58|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1|nitrate,Ce,136.0,3.0,0.0,1.2272002001649245,1.236679865882439,359.99971464668795,0.0012062986907103168,1.2223197059834459,1.2477422589723757,359.9929481805393,0.0059915374676349775,1.6978896921632287,0.0,5.5177841413597255,4.76167547103521,outer|outer|outer,0.0,0.5661515763635413,9.0,0.09300208747313121,0.27116841427608884,0.0,9.0,9.0,9.0,0.0,0.0,0.027066415677353246,True,True,False,0.0035451507274108,True,True,False,accepted,1.2279641638845447,1.235828592810609,359.99999984840497,2.780228056153966e-05,,
58|CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1|nitrate,Ce,184.0,3.0,0.0,1.230251257276062,1.2329418130206826,359.9998118370162,0.0009792739494548508,1.2167001214412363,1.251920142257854,359.9995466750573,0.0015203241779438298,2.390046762403639,1.0,4.680372119533642,3.28976534233262,outer|inner|outer,1.0,1.2543015621735896,9.0,0.33591101183445327,1.3204484220210837,0.0,9.0,9.0,9.0,0.0,2.0,0.0008643012733391669,True,True,False,0.007526884582345965,True,True,False,accepted,1.2305341675638597,1.2331629018757573,359.9987139293704,0.0025604088570201355,,
58|CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1|nitrate,Ce,184.0,3.0,0.0,1.2301454517906107,1.2329602992760533,359.99997063681286,0.000386811807512516,1.219759201779311,1.2489383240488554,359.99907199070515,0.002175355824899361,2.148395433583222,1.0,7.289666408927057,3.4231218351960804,outer|inner|outer,1.0,0.8542879148416853,9.0,0.3132654775198218,1.2893925293990622,0.0,9.0,9.0,9.0,0.0,2.0,0.010040670903370411,True,True,False,0.0038355731192055587,True,True,False,accepted,1.22829375909868,1.23775698947889,359.99793063999215,0.003247286873060806,,
58|CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C|nitrate,Ce,184.0,3.0,0.0,1.224984070006,1.2470355555274284,359.9951129852907,0.004992436760499458,1.2189093191039813,1.2402791471300223,359.9968405160343,0.004010063423681487,2.2016061317822855,3.0,5.050524786333536,3.1083734822109332,inner|inner|outer,2.0,1.8460410977374007,9.0,0.31166552203213715,1.621462449349436,0.0,9.0,9.0,9.0,0.0,4.0,0.006399664942710316,True,True,False,0.002888857372629748,True,True,False,accepted,1.2295471584754227,1.2320464846177397,359.99827986589264,0.002959291696234448,,
58|CCN(CC)C(=O)COCC(=O)N(CC)CC|nitrate,Ce,136.0,3.0,0.0,1.2229073857949129,1.2453594853211247,359.9942199701398,0.005425734864602794,1.229314563186338,1.2336727081971666,359.99527886219687,0.004902521557149875,2.251101894119868,2.0,4.660723652011401,3.2606071292155567,inner|outer|inner,2.0,1.105927438103442,9.0,0.9314164663090967,1.5915087801786902,0.0,9.0,9.0,8.0,1.0,4.0,0.006926790277753276,True,True,False,0.006894098834274685,True,True,False,accepted,1.2214994080622852,1.2518042246020258,359.9637395524046,0.013591115235710799,,
58|CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1|nitrate,Ce,164.0,3.0,0.0,1.225053212973287,1.2458491555308973,359.9992704543433,0.001930156994852661,1.2131764475843347,1.2290818570924271,359.74152072201997,0.03606323450820331,2.105823495023029,4.0,3.7516754828204384,2.6609693223155646,inner|inner|inner,3.0,1.0893607465917947,9.0,2.227987792253182,2.954855154342356,0.0,9.0,9.0,8.0,1.0,6.0,0.00950112527308949,True,True,False,0.00847989990111988,True,True,False,accepted,1.224224882961889,1.249359125460979,359.9575869602009,0.014709294935654926,,
58|CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1|nitrate,Ce,172.0,3.0,0.0,1.2279501580359675,1.2360618136540218,359.99725806015215,0.003735092234115389,1.220154158769013,1.2462409143080664,359.9593893542696,0.014397999657083622,1.810757959789984,1.0,4.552876226703302,3.6443973572911257,outer|inner|outer,1.0,1.401434079848377,9.0,0.31094820577210003,1.0682860018160216,0.0,9.0,9.0,9.0,0.0,2.0,0.013517905834831674,True,True,False,0.0032930449414052157,True,True,False,accepted,1.2264473228414077,1.238866709511881,359.987690605414,0.007921353331234338,,
58|CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1|nitrate,Ce,142.0,3.0,0.0,1.2193183500447795,1.253514817964692,359.9760083394207,0.011050146251445181,1.2257325921984918,1.236687104033469,359.99654217444913,0.004197413750856804,2.176607148088946,1.0,5.689114992776972,3.308882734977831,inner|outer|outer,1.0,1.3381630869099248,9.0,0.40838927679918724,1.3688087705420395,0.0,9.0,9.0,9.0,0.0,2.0,0.012920921631256865,True,True,False,0.006374038583289582,True,True,False,accepted,1.2270862609849695,1.2360471270365343,359.99639259423765,0.004286344969408596,,
58|CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1|nitrate,Ce,148.0,3.0,0.0,1.2251905458763213,1.2449511805041762,359.997612916702,0.00348837565965493,1.2148288727017915,1.2347913370595496,359.81834120917995,0.03019500271666825,2.2631104479174255,3.0,6.637235185209656,2.494240775634457,inner|inner|outer,2.0,1.3832754337085693,9.0,0.5306722862677433,1.3191062568645542,0.0,9.0,9.0,8.0,1.0,4.0,0.013358894000985331,True,True,False,0.005169099411564437,True,True,False,accepted,1.2284771688296425,1.2341407658945003,359.9820256501608,0.009568580421356901,,
58|O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1|nitrate,Ce,116.0,3.0,0.0,1.2100944233524737,1.230931794623251,359.7557630594016,0.03497833901716735,1.2259472583386701,1.2366019610592054,359.99968597529846,0.00126459975790158,1.7312572114373739,2.0,4.884388477532218,2.5445251112377805,inner|outer|outer,1.0,1.785941108556957,9.0,0.3589394409548263,1.3499819645841864,0.0,9.0,9.0,9.0,0.0,2.0,0.019313689056204685,True,True,False,0.006551839906794081,True,True,False,accepted,1.2300755048546461,1.234470873978687,359.995469783388,0.004805223961717231,,
58|c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2|nitrate,Ce,68.0,2.0,0.0,1.201930333749648,1.2228192903868211,359.3292813372945,0.057678421586082565,1.2215923588246484,1.2411903272328642,359.9999990870209,6.819301879432138e-05,1.9848218826908814,2.0,3.910163151084153,2.3838592034849957,inner|outer,1.0,0.9398732242562758,10.0,1.7814819132009614,2.8258245984839157,0.0,10.0,10.0,9.0,1.0,2.0,0.0018951103441228181,True,True,False,0.02529540381645802,True,True,False,accepted,,,,,,
58|c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2|nitrate,Ce,66.0,2.0,0.0,1.2104325520323462,1.22799286288342,359.7014904190023,0.038577508726479026,1.2295821155965185,1.235667246958787,359.9907759642057,0.006855483741807777,2.174197209643869,2.0,5.758831191718114,2.494443165502927,inner|outer,1.0,0.595995034415335,10.0,0.43383396353169834,0.961605620406039,0.0,10.0,10.0,10.0,0.0,2.0,0.019930672917988796,True,True,False,0.006809115106025909,True,True,False,accepted,,,,,,
59|C1COCCOCCOCCOCCOCCO1|nitrate,Pr,58.0,2.0,0.0,1.2131571332678346,1.2378372667786857,359.89586745203457,0.02283442816404653,1.2211402012816248,1.2378605772365332,359.999083708801,0.0021601152830372367,1.8649001365030087,2.0,4.3863578007943245,2.5730024360848462,inner|outer,1.0,1.183390537898299,10.0,0.341135485254517,2.1336810297722275,0.0,10.0,10.0,10.0,0.0,2.0,0.018672468288872753,True,True,False,0.011425329196678592,True,True,False,accepted,,,,,,
59|CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1|nitrate,Pr,296.0,3.0,0.0,1.2227927617836332,1.242412488509708,359.99800665869145,0.003185249547233232,1.2302866004736246,1.2338751579831682,359.9997537104916,0.0011206306918414566,1.7228009929050587,0.0,9.316506210078206,5.460027708919574,outer|outer|outer,0.0,0.9250192578421479,9.0,0.08993625602143807,0.3161138709238016,0.0,9.0,9.0,9.0,0.0,0.0,0.0049522820003138155,True,True,False,0.007098601356226328,True,True,False,accepted,1.2309832598571568,1.2327038742739098,359.9993104693413,0.001874945117940341,,
59|CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21|nitrate,Pr,91.0,1.0,0.0,1.2044238925581134,1.2333300239318585,359.9019203451802,0.0221609823017907,,,,,2.846664002424317,2.0,2.6090279550399944,2.6090279550399944,inner,1.0,0.9106784986365476,12.0,0.2429921337937868,1.4962088086844116,0.0,11.0,12.0,12.0,0.0,2.0,0.007736901749303547,True,True,False,0.006589470963738927,True,True,False,accepted,,,,,,
59|CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C|nitrate,Pr,208.0,3.0,0.0,1.2265331713303018,1.2362095842237393,359.99849665187895,0.0027677185426334128,1.2279410425087465,1.2343254604334932,359.9999724241126,0.0003749360088614734,2.2298404574213375,1.0,4.9240865811493,3.6641483088374365,outer|outer|inner,1.0,1.2358833468243677,9.0,0.21403363544587162,0.9908520539000776,0.0,11.0,9.0,9.0,0.0,2.0,0.023572049499495297,True,True,False,0.005082739109771883,True,True,False,accepted,1.2244958173281222,1.2450789982106376,359.99725250449285,0.003741151769757119,,
59|CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1|nitrate,Pr,296.0,3.0,0.0,1.2261260775513925,1.2397202672359156,359.99654995530636,0.004191301582029627,1.2305249352127285,1.2349486921574535,359.99333396389306,0.005830197990851604,1.8306231018600259,0.0,7.740688201737105,5.915101339810918,outer|outer|outer,0.0,0.7554984190788204,9.0,0.1370114360937702,0.250518483148956,0.0,9.0,9.0,9.0,0.0,0.0,0.008302321171948696,True,True,False,0.0035513436728699618,True,True,False,accepted,1.229335120543177,1.2356523044455532,359.9995312530773,0.0015456428314609347,,
59|CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1|nitrate,Pr,228.0,3.0,0.0,1.2092189993555533,1.2280839042541347,359.9936586927874,0.00563123179856273,1.2285277719975616,1.236260243896096,359.98556806040034,0.00857787174645954,2.09935252914707,2.0,8.140572524444936,2.470840649294153,inner|outer|outer,1.0,2.0165513007999,9.0,1.7110694203048604,1.9340890460789093,0.0,9.0,9.0,7.0,2.0,2.0,0.01641721745012456,True,True,False,0.0022451394134743773,True,True,False,accepted,1.229393273010792,1.2355776688210545,359.99602979498115,0.0044990176774570845,,
59|CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC|water,Pr,352.0,3.0,0.0,1.228315469736771,1.2349176658604988,359.99643546889934,0.004261408494327518,1.2262871588686133,1.2369324922612448,359.9842533113166,0.008956628103975461,2.211378466520957,0.0,8.829758761723742,6.346894523587693,outer|outer|outer,0.0,2.0142335958398383,9.0,0.1220141371604968,0.36361869319412454,0.0,9.0,9.0,9.0,0.0,0.0,0.006293888363161365,True,True,False,0.0027343202505212207,True,True,False,accepted,1.2297475313333255,1.233774514388204,359.9998207681231,0.000956053473718757,,
59|CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC|nitrate,Pr,442.0,3.0,0.0,1.2310147277277652,1.2327953806569103,359.9989669941124,0.00229489812515421,1.2267820920903407,1.235935411504437,359.9998485260881,0.0008782933599869036,2.1699144580813257,0.0,7.472064051177599,6.983472734554468,outer|outer|outer,0.0,1.3627079330874854,9.0,0.05507937877591118,0.13880957824031182,0.0,9.0,9.0,9.0,0.0,0.0,0.004873826242310219,True,True,False,0.003148868111906378,True,True,False,accepted,1.2317007278025844,1.2332005630409502,359.9993505335942,0.0018202393006144513,,
59|CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC|nitrate,Pr,352.0,3.0,0.0,1.2287791184134653,1.2352107218185524,359.97019885712467,0.012325841446368502,1.2315527071231982,1.2326813283883389,359.9996995724307,0.0012378253974018039,2.199699473014205,0.0,7.274979095846316,5.624668555594992,outer|outer|outer,0.0,0.7893310005569373,9.0,0.04519311596992326,0.12960320620473764,0.0,9.0,9.0,9.0,0.0,0.0,0.007330398387365015,True,True,False,0.0033879460147660653,True,True,False,accepted,1.227755446474694,1.2378592358187925,359.99905309766586,0.0021979832093967366,,
59|CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC|nitrate,Pr,451.0,3.0,0.0,1.230604998919718,1.2342626027157781,359.99554197409316,0.004768039843188521,1.22778861390988,1.2342644543989116,359.99972075320454,0.001192853858138998,2.137242399838565,0.0,7.133873395734172,6.776545259311433,outer|outer|outer,0.0,1.271827143904331,9.0,0.05265822775335982,0.20170030437095265,0.0,9.0,9.0,9.0,0.0,0.0,0.010081905299346158,True,True,False,0.00855296801762509,True,True,False,accepted,1.2253601557596177,1.2372163532874318,359.9973189876862,0.0036959175635384034,,
59|CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1|nitrate,Pr,202.0,3.0,0.0,1.2299915594000743,1.234950004066096,359.9850677040657,0.008724964969357277,1.2216236611465365,1.2528404588212394,359.9999993573931,5.7245280724399494e-05,2.2261889079201973,1.0,6.219087617954556,3.6746182372399514,outer|inner|outer,1.0,0.9314312779586484,9.0,0.19641568509853258,1.1705475854023328,0.0,9.0,9.0,9.0,0.0,2.0,0.017644299068027638,True,True,False,0.0028028866329155937,True,True,False,accepted,1.23040908768823,1.2341647283487398,359.99520744644576,0.004941956939013618,,
59|CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC|nitrate,Pr,356.0,3.0,0.0,1.228750205913084,1.234184464033174,359.998814977875,0.002456979068776066,1.2287149084114641,1.2331497194589796,359.99945154819636,0.0016715557956790833,2.1924810385564912,0.0,7.828625899886275,5.617368026709665,outer|outer|outer,0.0,1.951070341488873,9.0,0.13090077710715642,0.9657382030693937,0.0,9.0,9.0,9.0,0.0,0.0,0.01522641134517165,True,True,False,0.003073650210266013,True,True,False,accepted,1.2307155157510608,1.2341989819385821,359.991113785353,0.006731124650869669,,
59|CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC|nitrate,Pr,284.0,3.0,0.0,1.225037859171342,1.2372835648861793,359.9993223044089,0.0018589232382255627,1.2272281150472168,1.238175784105128,359.99648444496023,0.004231759533069063,1.8200414995359802,0.0,7.561187120516633,3.952514529826805,outer|outer|outer,0.0,1.8147946705461924,9.0,0.13992518041355106,0.6989575789356532,0.0,9.0,9.0,9.0,0.0,0.0,0.008557748647021328,True,True,False,0.012387037503573036,True,True,False,accepted,1.2280323660195258,1.2359736196382505,359.99998615732545,0.000265712690586728,,
