family,metal,li,t,interp_rmsd
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC||water||8||2||2||water,Ho,11,0.3333333333333333,0.05346958470833591
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC||water||8||2||2||water,Tm,13,0.6666666666666666,0.024824007982873212
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC||water||8||2||2||water,Yb,14,0.8333333333333334,0.035721082141426656
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC||water||9||3||0||water,Ce,2,0.14285714285714285,0.13509357975658998
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC||water||9||3||0||water,Pr,3,0.2857142857142857,0.11193452036384599
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC||water||9||3||0||water,Nd,4,0.42857142857142855,0.09088190048783537
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC||water||9||3||0||water,Sm,6,0.7142857142857143,0.0469280983320062
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC||water||9||3||0||water,Eu,7,0.8571428571428571,0.02360617710783007
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC||nitrate||9||3||0||nitrate,Nd,4,0.4,0.00820815844286254
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC||nitrate||9||3||0||nitrate,Sm,6,0.8,0.0038020688776414335
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC||water||8||2||2||water,Dy,10,0.16666666666666666,0.0013017075330842834
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC||water||8||2||2||water,Ho,11,0.3333333333333333,0.0035153908924888144
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC||water||8||2||2||water,Er,12,0.5,0.0047718612304692406
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC||water||8||2||2||water,Tm,13,0.6666666666666666,0.004840163117369764
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC||water||8||2||2||water,Yb,14,0.8333333333333334,0.007986754768173992
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC||water||9||3||0||water,Pr,3,0.2857142857142857,0.038787491424033524
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC||water||9||3||0||water,Nd,4,0.42857142857142855,0.03507719541925442
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC||water||9||3||0||water,Sm,6,0.7142857142857143,0.01132199323075603
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC||water||9||3||0||water,Eu,7,0.8571428571428571,0.00793436978352696
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||9||4||1||nitrate,Ce,2,0.16666666666666666,0.03380213594759889
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||9||4||1||nitrate,Pr,3,0.3333333333333333,0.02961661200086848
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||9||4||1||nitrate,Nd,4,0.5,0.019912115262622293
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||9||4||1||nitrate,Sm,6,0.8333333333333334,0.005685973195954902
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC||water||8||2||2||water,Er,12,0.5,0.017462663201478757
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC||water||9||3||0||water,Sm,6,0.5,0.005109792489092654
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC||water||8||2||2||water,Dy,10,0.16666666666666666,0.011266708583681126
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC||water||8||2||2||water,Ho,11,0.3333333333333333,0.026940944468275302
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC||water||8||2||2||water,Er,12,0.5,0.03835519187471031
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC||water||8||2||2||water,Tm,13,0.6666666666666666,0.05482602157295314
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC||water||8||2||2||water,Yb,14,0.8333333333333334,0.06987316222323688
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC||water||9||3||0||water,Pr,3,0.2857142857142857,0.05478459728747107
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC||water||9||3||0||water,Nd,4,0.42857142857142855,0.18887220214782302
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC||water||9||3||0||water,Sm,6,0.7142857142857143,0.04096219215816252
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC||water||9||3||0||water,Eu,7,0.8571428571428571,0.02426249451174498
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C||water||8||2||2||water,Dy,10,0.2,0.014271254314132377
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C||water||8||2||2||water,Ho,11,0.4,0.026199649751675824
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C||water||8||2||2||water,Er,12,0.6,0.012656660990451681
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C||water||8||2||2||water,Tm,13,0.8,0.008492874705976008
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C||water||9||3||0||water,Ce,2,0.14285714285714285,0.05603840521959523
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C||water||9||3||0||water,Pr,3,0.2857142857142857,0.036502490763195894
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C||water||9||3||0||water,Nd,4,0.42857142857142855,0.03254774972835578
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C||water||9||3||0||water,Sm,6,0.7142857142857143,0.013851588567977562
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C||water||9||3||0||water,Eu,7,0.8571428571428571,0.010137317111229812
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1||nitrate||9||2||1||nitrate,Pr,3,0.2857142857142857,0.09364464499755851
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1||nitrate||9||2||1||nitrate,Nd,4,0.42857142857142855,0.07745819286547553
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1||nitrate||9||2||1||nitrate,Sm,6,0.7142857142857143,0.03274028169571538
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1||nitrate||9||2||1||nitrate,Eu,7,0.8571428571428571,0.01612285395368484
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC||water||8||2||2||water,Dy,10,0.16666666666666666,0.0030749707025820605
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC||water||8||2||2||water,Er,12,0.5,0.00583219802729046
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC||water||9||3||0||water,Pr,3,0.16666666666666666,0.01361819803201393
