arm,adj_r2,logD_r2,n_pairs,stack_adj_r2,restrict
cpu_catboost_q60_rsm03_deep,0.2784301612674219,0.507490928812478,905,0.3131699135655621,full
c15_plw4,0.2661441320887412,0.3430293411923897,905,0.3131699135655621,full
fcnn_repaired,0.22056862421151013,0.3217636429615367,905,0.3131699135655621,full
