level_weight,block_key,n_seeds,tune_adj_binned,tune_adj_strict,full_adj_binned,full_r2_overall
0.1,composition_key,8,0.2434925404378373,0.16790830062196094,0.2370618826506069,0.289205304626416
0.1,strict_composition_key,8,0.21361243602693958,0.1766869106107014,0.14252685617797212,0.20414970366757967
0.3,composition_key,8,0.2310795061574923,0.14153106323983833,0.22461135160293233,0.33504092415839515
0.3,strict_composition_key,8,0.2390413307551542,0.2040099711068487,0.13433119689345085,0.2903008937036021
1.0,composition_key,8,0.24555347445645048,0.17251297962873124,0.22668501030613508,0.38520748231537805
1.0,strict_composition_key,8,0.23677249902241104,0.19634049655188046,0.15237911628014167,0.37328821865356165
