config,preset,model,r2_overall,r2_between,r2_within,r2_within_composition,sel_logSF_r2,sel_spearman_mean,mae,d_r2_overall,d_r2_overall_lo,d_r2_overall_hi,d_r2_overall_p_better,d_r2_between,d_r2_between_lo,d_r2_between_hi,d_r2_between_p_better,d_r2_within,d_r2_within_lo,d_r2_within_hi,d_r2_within_p_better,d_r2_within_composition,d_r2_within_composition_lo,d_r2_within_composition_hi,d_r2_within_composition_p_better,d_mae,d_mae_lo,d_mae_hi,d_mae_p_better,not_comparable
cn9_light/baseline_2d,baseline_2d,catboost,0.5221631876503312,0.7539852652764838,0.2977040329413039,0.30593056831722754,0.4339681048265671,0.6288440287002457,0.856670885758303,,,,,,,,,,,,,,,,,,,,,True
cn8_heavy/core3d_qc,core3d_qc,catboost,0.46970723654757673,0.6455550628240287,0.24574716027090793,0.13279417454207865,-0.09622271198360033,0.2603010137403011,0.9147253783657056,0.0478087614620728,0.019472334895704622,0.0761111689321458,0.998,0.04271981949806447,0.010822181277058125,0.0839929885250533,0.982,0.05429004618739619,0.00427238605880223,0.07853292188469659,0.974,-0.0020841433547303945,-0.02588385313366177,0.03664056141570099,0.434,-0.04266479990968297,-0.057923041684947975,-0.017158670048710568,0.002,
cn8_heavy/plus_g5,plus_g5,catboost,0.46787728534925876,0.6366090925141215,0.25298018253529464,0.12570730536460428,-0.08396300265444112,0.2994172848280761,0.9255865492413747,0.04597881026375483,0.011671522672898301,0.07742262111399012,0.99,0.03377384918815718,-0.017416959102760015,0.08149661609186303,0.852,0.06152306845178279,0.024464355022986724,0.08270715136303279,0.992,-0.009171012532204648,-0.04035607718158703,0.047908399034728495,0.404,-0.03180362903401379,-0.05606795574959416,-0.0005359726522925863,0.048,
cn8_heavy/baseline_2d_qc,baseline_2d_qc,catboost,0.42189847508550393,0.6028352433259643,0.19145711408351185,0.13487831789680893,-0.00017084373985132295,0.48035812466556355,0.9573901782753885,,,,,,,,,,,,,,,,,,,,,
cn8_heavy/baseline_2d,baseline_2d,catboost,0.4093683249522886,0.5879885515680219,0.18187731511446859,0.13208410156642603,-0.024986299285059577,0.4809241602694569,0.9704507594131994,-0.012530150133215345,-0.02438669629849814,-0.0018782941970228346,0.034,-0.014846691757942287,-0.03356356096820261,0.011856539799818431,0.132,-0.009579798969043152,-0.024467885072946078,0.006830340283305286,0.14,-0.0027942163303829037,-0.014637775064240383,0.015060372381662756,0.41,0.013060581137810834,0.0037162610338144055,0.025598059689885704,0.984,
