tags,n_seeds,ranked,n_rows,n_pairs,adj_r2,ref_adj_r2,err_corr,blend50_adj_r2,arch,preset,no_triangles,topology_only,pair_loss_weight,select_on,level_weight,block_key,block_centre,film,pair_head,pair_head_weight,pair_reconcile,geometry,extra_block_mean,node_angular,angular_readout,attn_pool,aux_target,conformers,pretrain_epochs,filtration_max,heavy_only,dim,layers,dropout,head_hidden,lr,weight_decay,epochs,batch_rows,folds,repeats,restrict_groups,pair_adj_weight,pair_adj_only,pair_loss_kind,pair_metric_align,radius_slope,radius_slope_u,radial_bins,radial_max,rbf_bins,rbf_max,edge_asset,level_loss,level_huber_delta,pair_subsample,level_quantile
"c6d_d030_s11,c6d_d030_s211",12,True,3567,604,0.16560144307653035,0.22348566199544928,0.8516308405116428,0.25463328678526664,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,huber,0.3,1.0,0.5
"c6_x1_d05_s11,c6_x1_d05_s23",4,False,3567,604,0.16456221347127198,0.22348566199544928,0.8141164828091729,0.26946698404365066,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,huber,0.5,1.0,0.5
"c6q_q70_f40_s11,c6q_q70_f40_s23",4,False,3567,604,0.1645283481125539,0.22348566199544928,0.8328466593379802,0.2619267167137971,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,quantile,1.0,1.0,0.7
"c6_b6_f40_s11,c6_b6_f40_s23",4,False,3567,604,0.16441268013429722,0.22348566199544928,0.8389511764237237,0.2594085334165912,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,huber,1.0,1.0,0.5
"c6_b3_rm12_s11,c6_b3_rm12_s23",4,False,3567,604,0.16414828883766786,0.22348566199544928,0.807854145221832,0.2717296210773624,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,12.0,,,,huber,1.0,1.0,0.5
"c6w_w100_s11,c6w_w100_s23",4,False,3567,604,0.16363238912069367,0.22348566199544928,0.8467745164324831,0.25594291409706127,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,huber,1.0,0.1,0.5
"c6n_sub05_lmae_f40_s11,c6n_sub05_lmae_f40_s23",4,False,3567,604,0.16353575932537157,0.22348566199544928,0.8171507855429907,0.2680859268485043,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,mae,1.0,0.05,0.5
"c6_b4_rb128_rm12_s11,c6_b4_rb128_rm12_s23",4,False,3567,604,0.1629587198082908,0.22348566199544928,0.8478340943112639,0.2549250810890118,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,128.0,12.0,,,,huber,1.0,1.0,0.5
"c6q_q80_s11,c6q_q80_s23",4,False,3567,604,0.16273935174153187,0.22348566199544928,0.7925643040132632,0.2779769648734175,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,quantile,1.0,1.0,0.8
"c6d_d020_s11,c6d_d020_s211",12,True,3567,604,0.16215446595020533,0.22348566199544928,0.84624835981548,0.2552496318574051,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,huber,0.2,1.0,0.5
"c6_b9_fb64_fm5_s11,c6_b9_fb64_fm5_s23",4,False,3567,604,0.1599122188931844,0.22348566199544928,0.8250652204324088,0.2633006333502227,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,5.0,,huber,1.0,1.0,0.5
"c6_a6_adjonly_only_s11,c6_a6_adjonly_only_s23",4,False,3567,604,0.15900946430322882,0.22348566199544928,0.8646037135470354,0.2480777885355393,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,True,sq,False,off,block,,,,,,huber,1.0,1.0,0.5
"c6_c3_basis_row_s11,c6_c3_basis_row_s23",4,False,3567,604,0.15873392935743647,0.22348566199544928,0.8383170141383255,0.25701862625173055,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,basis,row,,,,,,huber,1.0,1.0,0.5
"c6q_q65_f40_s11,c6q_q65_f40_s23",12,True,3567,604,0.1583007517758267,0.22348566199544928,0.8450085000017471,0.25414395996337424,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,quantile,1.0,1.0,0.65
"c6_e2_mphys_basis_s11,c6_e2_mphys_basis_s23",4,False,3567,604,0.15713063689960616,0.22348566199544928,0.8427175024930795,0.25435853890282434,dist,baseline_2d_mphys,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,basis,block,,,,,,huber,1.0,1.0,0.5
"c6w_w75_f40_q70_s11,c6w_w75_f40_q70_s23",4,False,3567,604,0.15533956170608842,0.22348566199544928,0.8343741312914129,0.25693839364847215,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,quantile,1.0,0.075,0.7
"c6_y0_c50_s11,c6_y0_c50_s23",12,True,3567,604,0.15475808757543097,0.22348566199544928,0.8592265797550618,0.24713722263689997,dist,baseline_2d_mphys,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,5.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,5.0,c50,huber,1.0,1.0,0.5
"c6_c2_basis_s11,c6_c2_basis_s23",4,False,3567,604,0.15455005986472614,0.22348566199544928,0.8432471511268403,0.2537308783400012,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,basis,block,,,,,,huber,1.0,1.0,0.5
"c6_y3_k24_s11,c6_y3_k24_s23",4,False,3567,604,0.1531038751713687,0.22348566199544928,0.8285248317048375,0.2584104478344138,dist,baseline_2d_mphys,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,12.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,96.0,8.0,k24,huber,1.0,1.0,0.5
"c6q_q50_s11,c6q_q50_s23",4,False,3567,604,0.15247359362296142,0.22348566199544928,0.838739135241231,0.2539818455542572,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,quantile,1.0,1.0,0.5
"c6_b1_rb128_s11,c6_b1_rb128_s23",4,False,3567,604,0.15223510938082663,0.22348566199544928,0.8173638250923039,0.26291642539230886,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,128.0,,,,,huber,1.0,1.0,0.5
"c6_b0_rb64_s11,c6_b0_rb64_s23",4,False,3567,604,0.15215783829802865,0.22348566199544928,0.8254497514463885,0.2594710611425376,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,64.0,,,,,huber,1.0,1.0,0.5
"c6_d0_noecfp_s11,c6_d0_noecfp_s23",4,False,3567,604,0.15195008385037045,0.22348566199544928,0.8377750693100691,0.25581194828924503,dist,baseline_no_ecfp,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,huber,1.0,1.0,0.5
"c6w_w50_f40_s11,c6w_w50_f40_s23",12,True,3567,604,0.15156226995993416,0.22348566199544928,0.8488453321572076,0.25015725143265277,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,huber,1.0,0.05,0.5
"c6q_q50_f40_s11,c6q_q50_f40_s23",4,False,3567,604,0.1509205664562594,0.22348566199544928,0.824334704877478,0.2592592131147682,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,quantile,1.0,1.0,0.5
"c6q_q60_s11,c6q_q60_s23",4,False,3567,604,0.15015303839573801,0.22348566199544928,0.8148357363741384,0.26263115411498417,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,quantile,1.0,1.0,0.6
"c6d_d015_s11,c6d_d015_s211",12,True,3567,604,0.1495493892708324,0.22348566199544928,0.854567672341692,0.2463841915994336,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,huber,0.15,1.0,0.5
"c6q_q60_f40_s11,c6q_q60_f40_s23",4,False,3567,604,0.14664500408123415,0.22348566199544928,0.8554151364240078,0.2450227285346146,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,quantile,1.0,1.0,0.6
"c6v_v6_noecfp_q70_s11,c6v_v6_noecfp_q70_s23",4,False,3567,604,0.14438043089311436,0.22348566199544928,0.8092401691922274,0.2626465110627415,dist,baseline_no_ecfp,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,quantile,1.0,1.0,0.7
"c6_x0_mae_s11,c6_x0_mae_s23",4,False,3567,604,0.14412333589493365,0.22348566199544928,0.8382164710918254,0.2502296103211429,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,mae,1.0,1.0,0.5
"c6q_q90_f40_s11,c6q_q90_f40_s23",4,False,3567,604,0.14004530068561982,0.22348566199544928,0.8251002681581698,0.2537519848912273,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,quantile,1.0,1.0,0.9
"c6_b5_rb128_rm10_s11,c6_b5_rb128_rm10_s23",4,False,3567,604,0.1390847957394553,0.22348566199544928,0.8240018248241083,0.2542004095724515,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,128.0,10.0,,,,huber,1.0,1.0,0.5
"c6d_d005_s11,c6d_d005_s211",12,True,3567,604,0.13717094359674997,0.22348566199544928,0.8586928304073878,0.23951201685156287,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,huber,0.05,1.0,0.5
"c6w_w150_s11,c6w_w150_s23",4,False,3567,604,0.134693139845814,0.22348566199544928,0.8392313105087862,0.24604178251885622,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,huber,1.0,0.15,0.5
"c6n_sub075_lq70_f35_s11,c6n_sub075_lq70_f35_s23",4,False,3567,604,0.13344768252651473,0.22348566199544928,0.8291602364340412,0.24970181953966164,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,quantile,1.0,0.075,0.7
"c6v_v7_dim160_q70_s11,c6v_v7_dim160_q70_s23",4,False,3567,604,0.13290926114497992,0.22348566199544928,0.823962673736136,0.2515577350679591,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,160,4,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,quantile,1.0,1.0,0.7
"c6_b2_rb256_s11,c6_b2_rb256_s23",4,False,3567,604,0.13205722399061293,0.22348566199544928,0.8272315364669218,0.24947486038350108,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,256.0,,,,,huber,1.0,1.0,0.5
"c6v_v8_dim128_s11,c6v_v8_dim128_s23",4,False,3567,604,0.12914303011746686,0.22348566199544928,0.8232888320856206,0.24969706670113234,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,128,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,huber,1.0,1.0,0.5
"c6n_sub075_lmae_f40_s11,c6n_sub075_lmae_f40_s23",4,False,3567,604,0.12717849324753283,0.22348566199544928,0.7995675690054493,0.258741438749968,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,4.0,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,mae,1.0,0.075,0.5
"c6_x3_mse_s11,c6_x3_mse_s23",4,False,3567,604,0.12677044318498876,0.22348566199544928,0.8031305173287087,0.25744203866199467,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,mse,1.0,1.0,0.5
"c6_b8_fb64_s11,c6_b8_fb64_s23",4,False,3567,604,0.1266876061280009,0.22348566199544928,0.8276903646246058,0.2468539391028175,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,64.0,,,huber,1.0,1.0,0.5
"c6n_sub075_lmae_f35_s11,c6n_sub075_lmae_f35_s23",4,False,3567,604,0.1257249804403836,0.22348566199544928,0.8150419126854667,0.2515656143610875,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,mae,1.0,0.075,0.5
"c6h_h1_sub25_s11,c6h_h1_sub25_s23",4,False,3567,604,0.12350784979520102,0.22348566199544928,0.8214062625587429,0.24822806370419037,dist,baseline_2d,False,False,2.0,adjacent,,,False,False,False,1.0,False,full,False,False,False,False,,1,0,3.5,True,96,3,0.15,256,0.002,0.0001,60,64,5,1,screen_select_extractants.txt,3.0,False,sq,False,off,block,,,,,,huber,1.0,0.25,0.5
