which,variant,adj_r2,n_pairs,logD_r2,seconds,seeds,params
catboost,q75,0.19565062090580176,905,0.47169903004238956,1986.3,16,"{""depth"": 7, ""lr"": 0.04, ""l2"": 3.0, ""rsm"": 0.6, ""loss"": ""Quantile:alpha=0.75""}"
