family,metal_lo,metal_hi,li_lo,d_index,anchor_offset_lo,anchor_offset_hi,rmsd_heavy,d_mean_md,d_radius,n_donor_lo,n_donor_hi,n_atoms
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC||water||9||3||0||water,Pr,Nd,3,1,0,1,0.001839169364051936,-0.0020808116181716407,-0.016999999999999904,9,9,232
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC||water||9||3||0||water,Eu,Gd,7,1,4,5,0.004827435853275464,-0.0030155952742085823,-0.013000000000000123,9,9,232
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C||water||8||2||2||water,Tb,Dy,9,1,-3,-2,0.05185031743934655,-0.004760487780943734,-0.013000000000000123,8,8,245
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C||water||8||2||2||water,Dy,Ho,10,1,-2,-1,0.011785489388306173,-0.005875921603086365,-0.01200000000000001,8,8,245
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C||water||8||2||2||water,Ho,Er,11,1,-1,0,0.030533655838701566,-0.005558597322631531,-0.010999999999999899,8,8,245
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C||water||8||2||2||water,Er,Tm,12,1,0,1,0.0310793255142653,-0.006676311794362011,-0.010000000000000009,8,8,245
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C||water||8||2||2||water,Tm,Yb,13,1,1,2,0.011828784093107333,-0.008587399408267693,-0.009000000000000008,8,8,245
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C||water||8||2||2||water,Yb,Lu,14,1,2,3,0.4104515490438097,-0.01112159789644096,-0.008000000000000007,8,8,245
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C||water||9||3||0||water,Ce,Pr,2,1,-1,0,0.02751137233876556,-0.00945852613438447,-0.017000000000000126,9,9,358
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C||water||9||3||0||water,Pr,Nd,3,1,0,1,0.02764585510442407,-0.0028123641013642064,-0.016999999999999904,9,9,358
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC||water||8||2||2||water,Tb,Dy,9,1,-3,-2,0.006438297727643374,-0.004820109195685429,-0.013000000000000123,8,8,173
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC||water||8||2||2||water,Dy,Ho,10,1,-2,-1,0.010604041929127768,-0.005543326731375142,-0.01200000000000001,8,8,173
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC||water||8||2||2||water,Ho,Er,11,1,-1,0,0.0100006963747247,-0.005242378358493394,-0.010999999999999899,8,8,173
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC||water||8||2||2||water,Er,Tm,12,1,0,1,0.026675124486491703,-0.006981904514410164,-0.010000000000000009,8,8,173
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC||water||8||2||2||water,Tm,Yb,13,1,1,2,0.01650165767762641,-0.008480172202264935,-0.009000000000000008,8,8,173
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC||water||8||2||2||water,Yb,Lu,14,1,2,3,0.020317382988326197,-0.0029814564703749546,-0.008000000000000007,8,8,173
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC||water||9||3||0||water,Ce,Pr,2,1,-1,0,0.027993212662190754,-0.010251312667423296,-0.017000000000000126,9,9,250
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC||water||9||3||0||water,Pr,Nd,3,1,0,1,0.015470665065234812,-0.002037250032503213,-0.016999999999999904,9,9,250
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC||water||8||2||2||water,Tb,Dy,9,1,-3,-2,0.004000195830856018,-0.00452566535317267,-0.013000000000000123,8,8,305
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC||water||8||2||2||water,Dy,Ho,10,1,-2,-1,0.007048323002467253,-0.00491994763676562,-0.01200000000000001,8,8,305
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC||water||8||2||2||water,Ho,Er,11,1,-1,0,0.0042229856122221205,-0.005059505158684807,-0.010999999999999899,8,8,305
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC||water||8||2||2||water,Er,Tm,12,1,0,1,0.007076277892784085,-0.006028949583164689,-0.010000000000000009,8,8,305
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC||water||8||2||2||water,Tm,Yb,13,1,1,2,0.00589393648107555,-0.008272907833205778,-0.009000000000000008,8,8,305
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC||water||8||2||2||water,Yb,Lu,14,1,2,3,0.006006708630583814,-0.0019612603928456096,-0.008000000000000007,8,8,305
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC||water||9||3||0||water,Ce,Pr,2,1,-2,-1,0.012639727950737183,-0.00419303188233533,-0.017000000000000126,9,9,448
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC||water||9||3||0||water,Pr,Nd,3,1,-1,0,0.022170109056206876,-0.0017448770513297518,-0.016999999999999904,9,9,448
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC||water||9||3||0||water,Sm,Eu,6,1,2,3,0.005554349008538687,-0.002195279500636804,-0.0129999999999999,9,9,448
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC||water||9||3||0||water,Eu,Gd,7,1,3,4,0.006221319964048807,-0.0023589156152357127,-0.013000000000000123,9,9,448
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C||water||8||2||2||water,Dy,Ho,10,1,-2,-1,0.009708591862709911,-0.003832256123649458,-0.01200000000000001,8,8,281
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C||water||8||2||2||water,Ho,Er,11,1,-1,0,0.008065377370452056,-0.0048167011629143275,-0.010999999999999899,8,8,281
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C||water||8||2||2||water,Yb,Lu,14,1,2,3,0.005949533118334146,-0.0013674251631874412,-0.008000000000000007,8,8,281
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C||water||9||3||0||water,La,Ce,1,1,-2,-1,0.04157695733332416,-0.021309468826007816,-0.016999999999999904,9,9,412
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C||water||9||3||0||water,Ce,Pr,2,1,-1,0,0.020099889454296353,-0.00486337875248255,-0.017000000000000126,9,9,412
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C||water||9||3||0||water,Sm,Eu,6,1,3,4,0.005140283084510714,-0.0018158913922432518,-0.0129999999999999,9,9,412
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C||water||9||3||0||water,Eu,Gd,7,1,4,5,0.007213685543433168,-0.0023038844126817004,-0.013000000000000123,9,9,412
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,La,Ce,1,1,-2,-1,0.047551666627503215,-0.013455936478308672,-0.016999999999999904,9,9,358
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Ce,Pr,2,1,-1,0,0.01476924489293704,-0.008122949900297272,-0.017000000000000126,9,9,358
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Pr,Nd,3,1,0,1,0.0014500040587479177,-0.0018769589903326889,-0.016999999999999904,9,9,358
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Eu,Gd,7,1,4,5,0.004194777585225102,-0.0027779981718856206,-0.013000000000000123,9,9,358
CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||4||0||nitrate,Tb,Dy,9,1,-1,0,0.0053396080345614,-0.00375283791596992,-0.013000000000000123,8,8,437
CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||4||1||nitrate,Pr,Nd,3,1,-1,0,0.0013197306844090016,-0.00199815293237382,-0.016999999999999904,9,9,440
CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||4||1||nitrate,Sm,Eu,6,1,2,3,0.0018999841632642233,-0.0023065623429379123,-0.0129999999999999,9,9,440
CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||4||1||nitrate,Eu,Gd,7,1,3,4,0.005912581808674116,-0.002386791212344086,-0.013000000000000123,9,9,440
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||2||1||nitrate,Pr,Nd,3,1,0,1,0.027177378923789033,-0.002693663133837454,-0.016999999999999904,9,9,342
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C||water||9||3||0||water,La,Ce,1,1,-2,-1,0.6495294882570053,-0.008539505206946796,-0.016999999999999904,9,9,214
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C||water||9||3||0||water,Ce,Pr,2,1,-1,0,0.013399673238693744,-0.006321777068688306,-0.017000000000000126,9,9,214
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C||water||9||3||0||water,Pr,Nd,3,1,0,1,0.001852876012685606,-0.00216875908455183,-0.016999999999999904,9,9,214
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C||water||9||3||0||water,Sm,Eu,6,1,3,4,0.32603155081131957,-0.007031111656131905,-0.0129999999999999,9,9,214
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||2||nitrate,Ho,Er,11,1,0,1,0.019871183812733426,-0.00502754611267342,-0.010999999999999899,9,9,231
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||2||nitrate,Er,Tm,12,1,1,2,0.010326136732945176,-0.006659376911843484,-0.010000000000000009,9,9,231
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,La,Ce,1,1,-3,-2,0.04434601859435441,-0.013678667767469399,-0.016999999999999904,9,9,340
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Ce,Pr,2,1,-2,-1,0.013487794025055922,-0.005551091159738064,-0.017000000000000126,9,9,340
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Pr,Nd,3,1,-1,0,0.0014063162328832566,-0.0018472721701985328,-0.016999999999999904,9,9,340
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Sm,Eu,6,1,2,3,0.011858299018043854,-0.001664846508256268,-0.0129999999999999,9,9,340
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Eu,Gd,7,1,3,4,0.004221529901954823,-0.0024768547050602052,-0.013000000000000123,9,9,340
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||8||2||2||water,Tb,Dy,9,1,-3,-2,0.009096223490579704,-0.005350117660641196,-0.013000000000000123,8,8,233
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||8||2||2||water,Dy,Ho,10,1,-2,-1,0.010859477972335734,-0.005762633425634434,-0.01200000000000001,8,8,233
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||8||2||2||water,Ho,Er,11,1,-1,0,0.00604946209386598,-0.0056048420697756285,-0.010999999999999899,8,8,233
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||8||2||2||water,Er,Tm,12,1,0,1,0.0072080682210420135,-0.006503819788760357,-0.010000000000000009,8,8,233
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||8||2||2||water,Tm,Yb,13,1,1,2,0.008885669378021066,-0.008393504894805393,-0.009000000000000008,8,8,233
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||8||2||2||water,Yb,Lu,14,1,2,3,0.010542905954324637,-0.0032596741489809844,-0.008000000000000007,8,8,233
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||9||3||0||water,La,Ce,1,1,-2,-1,0.040864851090910356,-0.0126877734511055,-0.016999999999999904,9,9,340
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||9||3||0||water,Ce,Pr,2,1,-1,0,0.012802626274597429,-0.006477920523694447,-0.017000000000000126,9,9,340
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||9||3||0||water,Pr,Nd,3,1,0,1,0.0008461327479002443,-0.0013530903752321244,-0.016999999999999904,9,9,340
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||water||9||3||0||water,Eu,Gd,7,1,4,5,0.005983796567950942,-0.002595013614590247,-0.013000000000000123,9,9,340
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||0||nitrate,Tb,Dy,9,1,-2,-1,0.014615787338645887,-0.004916924638998399,-0.013000000000000123,8,8,241
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||0||nitrate,Dy,Ho,10,1,-1,0,0.01885874960710582,-0.00695879643276287,-0.01200000000000001,8,8,241
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||0||nitrate,Ho,Er,11,1,0,1,0.020136363089028952,-0.006086201717864892,-0.010999999999999899,8,8,241
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||0||nitrate,Er,Tm,12,1,1,2,0.01841525781885578,-0.006811406470604631,-0.010000000000000009,8,8,241
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||0||nitrate,Tm,Yb,13,1,2,3,0.06341974176583784,-0.01242275974827356,-0.009000000000000008,8,8,241
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||2||1||nitrate,La,Ce,1,1,-2,-1,0.1553000363322725,-0.015566832233363748,-0.016999999999999904,9,9,244
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||2||1||nitrate,Ce,Pr,2,1,-1,0,0.016313111940387297,-0.008092265439796797,-0.017000000000000126,9,9,244
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||2||nitrate,Tb,Dy,9,1,-3,-2,0.007314417687054092,-0.005667124913868893,-0.013000000000000123,9,9,243
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||2||nitrate,Yb,Lu,14,1,2,3,0.015879140215473625,-0.009615540213268048,-0.008000000000000007,9,9,243
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,La,Ce,1,1,-3,-2,0.0650800487389533,-0.017173575535679664,-0.016999999999999904,9,9,358
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Ce,Pr,2,1,-1,0,0.007075619757306958,-0.00517660233354178,-0.017000000000000126,9,9,367
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Pr,Nd,3,1,0,1,0.0006779971248373639,-0.0011902126087348641,-0.016999999999999904,9,9,367
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||2||nitrate,Tb,Dy,9,1,-1,0,0.006542124185391201,-0.004666199775981372,-0.013000000000000123,9,9,243
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||2||nitrate,Dy,Ho,10,1,0,1,0.007322144226107098,-0.0049275165086566375,-0.01200000000000001,9,9,243
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,La,Ce,1,1,-2,-1,0.04431586433031348,-0.015254471289104732,-0.016999999999999904,9,9,358
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Ce,Pr,2,1,-1,0,0.024787431807589612,-0.0066154303413572535,-0.017000000000000126,9,9,358
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Pr,Nd,3,1,0,1,0.0132763930864155,-0.0015858489482987181,-0.016999999999999904,9,9,358
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Eu,Gd,7,1,4,5,0.0027224218990070884,-0.0023504971242145345,-0.013000000000000123,9,9,358
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||8||2||2||nitrate,Tb,Dy,9,1,-1,0,0.0067102607359310566,-0.005916637717746642,-0.013000000000000123,9,9,267
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,La,Ce,1,1,-2,-1,0.06436626525315478,-0.0141672262595951,-0.016999999999999904,9,9,394
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Ce,Pr,2,1,-1,0,0.023775721603250394,-0.0076424203560825354,-0.017000000000000126,9,9,394
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Pr,Nd,3,1,0,1,0.000691667866167081,-0.0012338452912543652,-0.016999999999999904,9,9,394
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate||9||3||0||nitrate,Sm,Eu,6,1,3,4,0.004478189282995916,-0.0014291178416301342,-0.0129999999999999,9,9,394
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||nitrate||8||2||0||nitrate,Tb,Dy,9,1,-2,-1,0.014591434094633586,-0.004642169891675874,-0.013000000000000123,8,8,253
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||nitrate||8||2||0||nitrate,Dy,Ho,10,1,-1,0,0.11621961578829006,-0.00919812156276878,-0.01200000000000001,8,8,253
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||nitrate||8||2||0||nitrate,Ho,Er,11,1,0,1,0.0676918153660575,-0.004307478770869455,-0.010999999999999899,8,8,253
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||nitrate||8||2||0||nitrate,Yb,Lu,14,1,3,4,0.008955625538796592,-0.002559078213317356,-0.008000000000000007,8,8,253
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||nitrate||9||2||1||nitrate,La,Ce,1,1,-1,0,0.15898417953391714,-0.01959721368930678,-0.016999999999999904,9,9,256
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||nitrate||9||2||1||nitrate,Ce,Pr,2,1,0,1,0.035861274716683864,-0.006761648687111155,-0.017000000000000126,9,9,256
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||water||8||2||0||water,Tb,Dy,9,1,-3,-2,0.00861001776000059,-0.005188901305288152,-0.013000000000000123,8,8,253
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||water||8||2||0||water,Dy,Ho,10,1,-2,-1,0.012306048485868278,-0.006859873263840299,-0.01200000000000001,8,8,253
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||water||8||2||0||water,Ho,Er,11,1,-1,0,0.01848410015138074,-0.006182534824388686,-0.010999999999999899,8,8,253
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||water||8||2||0||water,Er,Tm,12,1,0,1,0.02146031226928257,-0.007398161164602346,-0.010000000000000009,8,8,253
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||water||8||2||0||water,Tm,Yb,13,1,1,2,0.014776138136857854,-0.009429891532716006,-0.009000000000000008,8,8,253
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||water||8||2||0||water,Yb,Lu,14,1,2,3,0.008649503027915628,-0.003180641314846522,-0.008000000000000007,8,8,253
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||8||4||0||nitrate,Tb,Dy,9,1,-3,-2,0.007065357321795884,-0.004419374534881726,-0.013000000000000123,7,7,281
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||8||4||0||nitrate,Dy,Ho,10,1,-2,-1,0.017779982291527493,-0.0050479605575395325,-0.01200000000000001,7,7,281
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||8||4||0||nitrate,Ho,Er,11,1,-1,0,0.005157479183020172,-0.0043483476931749365,-0.010999999999999899,7,7,281
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||8||4||0||nitrate,Er,Tm,12,1,0,1,0.0052362126341622415,-0.0053291074349202106,-0.010000000000000009,7,7,281
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||8||4||0||nitrate,Tm,Yb,13,1,1,2,0.015554180360264775,-0.007062509540639805,-0.009000000000000008,7,7,281
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||8||4||0||nitrate,Yb,Lu,14,1,2,3,0.011712930554972285,-0.0025884801046935912,-0.008000000000000007,7,7,281
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||9||4||1||nitrate,La,Ce,1,1,-3,-2,0.06745353762970716,-0.031017839069175324,-0.016999999999999904,9,9,284
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||9||4||1||nitrate,Ce,Pr,2,1,-2,-1,0.012387933888914364,-0.0052834602477758175,-0.017000000000000126,9,9,284
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||9||4||1||nitrate,Pr,Nd,3,1,-1,0,0.005606215675107308,-0.0013872191418600188,-0.016999999999999904,9,9,284
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||9||4||1||nitrate,Sm,Eu,6,1,2,3,0.018998170470535227,-0.0016668230819960606,-0.0129999999999999,9,9,284
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate||9||4||1||nitrate,Eu,Gd,7,1,3,4,0.007056862254601535,-0.0022090620657269078,-0.013000000000000123,9,9,284
CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-]||nitrate||9||3||0||nitrate,Pr,Nd,3,1,-1,0,0.000983239688361305,-0.0007101212445030924,-0.016999999999999904,9,9,361
CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-]||nitrate||9||3||0||nitrate,Sm,Eu,6,1,2,3,0.01812189779524333,-0.0012712891898165601,-0.0129999999999999,9,9,361
