config,n_seeds,single_mean,single_sd,ensemble_adj_r2,baseline_obs,arm_obs,arm_lo,arm_hi,delta,lo,hi,p_better,n_boot,verdict
snn_pair2_sel_snn_baseline_2d_f3.5_h1,16,0.17829678735005694,0.04682945830862845,0.23820158234461886,0.14217318808560242,0.23820158234461886,0.18944457221942904,0.2616144716996761,0.08672325000591716,0.024898162663588325,0.12238240360421113,0.9925,400,BEATS BASELINE
pi_pair2_sel_picnn_baseline_2d_f3.5_h1,15,0.17059625046305285,0.019766165367016426,0.20795403345787355,0.14406473284277188,0.20795403345787355,0.12028786228484484,0.23736125509200248,0.04557483970529924,-0.05485413915149134,0.10877653770633298,0.6775,400,not distinguishable
