queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
7,d440dfd680b4,Ce,58,3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,"[22, 35, 36, 37]",4,9,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_4de900a55128.xyz,1,standard,1350649042,40,5,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_pincer/rejected/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_d440dfd680b4_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_pincer/rejected/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_d440dfd680b4_attempt01_standard.mol2,-4014.767602198098,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O86:2.113;O85:2.122;O82:2.179;O81:2.193;N38:2.436;N83:2.451;N23:2.492;N79:2.532;N37:2.609,2.6093,2.6407,0.0314,O86:2.113;O85:2.122;O82:2.179;O81:2.193;N38:2.436;N83:2.451;N23:2.492;N79:2.532;N37:2.609;N36:2.641;O87:2.675;N39:3.157;N24:3.226;O84:3.647;O80:3.706;N10:4.594;N27:4.706
7,d440dfd680b4,Ce,58,3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,"[22, 35, 36, 37]",4,9,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_4de900a55128.xyz,2,large_ligand_fast,1350656961,50,6,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_pincer/rejected/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_d440dfd680b4_attempt02_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_pincer/rejected/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_d440dfd680b4_attempt02_large_ligand_fast.mol2,-4014.6802991666764,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O86:2.147;O85:2.153;O81:2.175;O82:2.204;N38:2.415;N23:2.470;N83:2.496;N79:2.531;N37:2.638,2.6380,2.6481,0.0101,O86:2.147;O85:2.153;O81:2.175;O82:2.204;N38:2.415;N23:2.470;N83:2.496;N79:2.531;N37:2.638;N36:2.648;O87:2.734;N39:3.124;N24:3.183;O84:3.690;O80:3.703;N10:4.591;N27:4.655
