queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
5,0eb858552e51,Eu,63,3,CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,"[32, 33, 34]",3,9,3,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_nitrate_bbe930277304.xyz,1,standard,2084747785,40,5,250,0,accepted,True,tri_mer_bent,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_0eb858552e51_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_0eb858552e51_attempt01_standard.mol2,-8768.25662180913,,OK,nearest_coreCN_qc_ok,N35:2.397;N112:2.409;N110:2.424;N187:2.489;N189:2.529;N33:2.533;N111:2.576;N34:2.592;N188:2.607,2.6073,3.3269,0.7196,N35:2.397;N112:2.409;N110:2.424;N187:2.489;N189:2.529;N33:2.533;N111:2.576;N34:2.592;N188:2.607;N36:3.327;N113:3.327;N109:3.363;N186:3.453;N32:3.521;N190:3.523;N86:4.433;N9:4.465;N100:4.496;N177:4.561;N23:4.618;N163:4.630;O171:7.171;O18:7.691;O95:7.736;O94:7.756;O17:8.043;O172:8.322
