queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
11,e12fcd7548a4,Er,68,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,8,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig1_nitrate_bec89700cf93.xyz,1,standard,1148071479,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_pincer/accepted/Er/Er_Z68_ox3_CN8_nlig1_nitrate_e12fcd7548a4_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_pincer/accepted/Er/Er_Z68_ox3_CN8_nlig1_nitrate_e12fcd7548a4_attempt01_standard.mol2,-4272.180973336422,,OK,nearest_coreCN_qc_ok,O98:2.075;O101:2.113;O102:2.114;O97:2.123;N8:2.343;N21:2.401;N95:2.448;N99:2.484,2.4836,2.6340,0.1505,O98:2.075;O101:2.113;O102:2.114;O97:2.123;N8:2.343;N21:2.401;N95:2.448;N99:2.484;N36:2.634;N37:2.665;N7:3.055;N22:3.196;O96:3.626;O100:3.670;N38:4.589;N35:4.612
27,e56f5098c185,Eu,63,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,9,1,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_water_459f887bb756.xyz,1,standard,1458417155,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_water_e56f5098c185_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_water_e56f5098c185_attempt01_standard.mol2,-4118.958282979011,,OK,nearest_coreCN_qc_ok,N8:2.345;N21:2.404;O107:2.422;N37:2.508;N36:2.523;O95:2.524;O98:2.606;O101:2.716;O104:2.731,2.7313,3.1188,0.3875,N8:2.345;N21:2.404;O107:2.422;N37:2.508;N36:2.523;O95:2.524;O98:2.606;O101:2.716;O104:2.731;N7:3.119;N22:3.183;N38:4.536;N35:4.569
43,1e406462b863,Lu,71,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,8,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_ff2323ff5a7c.xyz,1,standard,339968052,40,5,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_pincer/rejected/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_1e406462b863_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_pincer/rejected/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_1e406462b863_attempt01_standard.mol2,-4271.331893527651,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O101:2.068;O102:2.102;O98:2.118;O97:2.145;N21:2.402;N8:2.424;N99:2.456;N95:2.499,2.4986,2.5829,0.0843,O101:2.068;O102:2.102;O98:2.118;O97:2.145;N21:2.402;N8:2.424;N99:2.456;N95:2.499;N37:2.583;N36:2.604;N22:3.200;N7:3.207;O100:3.642;O96:3.684;N35:4.580;N38:4.588
43,1e406462b863,Lu,71,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,8,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_ff2323ff5a7c.xyz,2,large_ligand_fast,339975971,50,6,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_pincer/rejected/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_1e406462b863_attempt02_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_pincer/rejected/Lu/Lu_Z71_ox3_CN8_nlig1_nitrate_1e406462b863_attempt02_large_ligand_fast.mol2,-4271.586478812753,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O101:2.027;O102:2.039;O98:2.079;O97:2.139;N8:2.379;N99:2.381;N21:2.400;N95:2.454,2.4539,2.5285,0.0746,O101:2.027;O102:2.039;O98:2.079;O97:2.139;N8:2.379;N99:2.381;N21:2.400;N95:2.454;N37:2.529;N36:2.551;N7:3.157;N22:3.218;O100:3.558;O96:3.619;N38:4.579;N35:4.581
59,f9bcf88fa10e,Tb,65,3,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,"[5, 13, 24]",3,9,3,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig1_nitrate_edd1c598b6f5.xyz,1,standard,413589783,40,5,250,0,accepted,True,tri_mer_bent,data/processed/geometries_family_regenerated/template_pincer/accepted/Tb/Tb_Z65_ox3_CN9_nlig3_nitrate_f9bcf88fa10e_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_pincer/accepted/Tb/Tb_Z65_ox3_CN9_nlig3_nitrate_f9bcf88fa10e_attempt01_standard.mol2,-6984.134967924829,,OK,nearest_coreCN_qc_ok,N75:2.421;N136:2.424;N6:2.446;N67:2.461;N128:2.502;N14:2.506;N147:2.512;N86:2.529;N25:2.556,2.5557,3.1983,0.6426,N75:2.421;N136:2.424;N6:2.446;N67:2.461;N128:2.502;N14:2.506;N147:2.512;N86:2.529;N25:2.556;N76:3.198;N15:3.255;N137:3.283;N66:3.287;N5:3.289;N127:3.299;N85:4.542;N146:4.596;N24:4.623;N148:4.624;N26:4.635;N87:4.656
