queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
1,225861c739fc,Ce,58,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,9,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_70e091c4e6a2.xyz,1,standard,1833478630,40,5,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_pincer/rejected/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_225861c739fc_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_pincer/rejected/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_225861c739fc_attempt01_standard.mol2,-4413.027916682106,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O98:2.177;O97:2.187;O101:2.230;O102:2.236;N8:2.434;N21:2.449;N95:2.494;N99:2.597;N37:2.660,2.6604,2.6840,0.0237,O98:2.177;O97:2.187;O101:2.230;O102:2.236;N8:2.434;N21:2.449;N95:2.494;N99:2.597;N37:2.660;N36:2.684;O103:2.832;N22:3.021;N7:3.070;O96:3.649;O100:3.789;N35:4.532;N38:4.552
1,225861c739fc,Ce,58,3,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,"[7, 20, 35, 36]",4,9,1,nitrate,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_70e091c4e6a2.xyz,2,large_ligand_fast,1833486549,50,6,250,0,rejected_by_nearest_coreCN_qc,False,tetra_planar_bent,data/processed/geometries_family_regenerated/template_pincer/rejected/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_225861c739fc_attempt02_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/template_pincer/rejected/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_225861c739fc_attempt02_large_ligand_fast.mol2,-4413.403918483052,,BORDERLINE_AMBIGUOUS_SHELL,gap_after_coreCN<0.10,O101:2.099;O102:2.105;O97:2.161;O98:2.176;N21:2.388;N99:2.434;N8:2.495;N95:2.499;N36:2.660,2.6603,2.6607,0.0004,O101:2.099;O102:2.105;O97:2.161;O98:2.176;N21:2.388;N99:2.434;N8:2.495;N95:2.499;N36:2.660;O103:2.661;N37:2.685;N22:3.056;N7:3.235;O100:3.623;O96:3.663;N35:4.557;N38:4.711
