queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
8,37dcfb7d60f1,Eu,63,3,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,"[22, 35, 38, 39]",4,9,1,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_water_43dcce0bcec9.xyz,1,standard,1502204081,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_water_37dcfb7d60f1_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_water_37dcfb7d60f1_attempt01_standard.mol2,-3837.134926885082,,OK,nearest_coreCN_qc_ok,N40:2.387;N23:2.402;O81:2.403;N39:2.490;N36:2.499;O84:2.694;O90:2.758;O87:2.816;O93:2.900,2.9001,3.1760,0.2759,N40:2.387;N23:2.402;O81:2.403;N39:2.490;N36:2.499;O84:2.694;O90:2.758;O87:2.816;O93:2.900;N41:3.176;N24:3.191;N10:4.596;N27:4.619
