queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
2,19c18e2bf872,Eu,63,3,Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,"[11, 24, 25, 28]",4,9,1,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_water_063ec39d482f.xyz,1,standard,1606299009,40,5,250,0,accepted,True,tetra_planar_bent,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_water_19c18e2bf872_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_water_19c18e2bf872_attempt01_standard.mol2,-3893.650835112554,,OK,nearest_coreCN_qc_ok,N12:2.377;N29:2.388;O85:2.400;N26:2.418;N25:2.493;O91:2.620;O94:2.715;O97:2.803;O88:2.822,2.8223,3.2037,0.3814,N12:2.377;N29:2.388;O85:2.400;N26:2.418;N25:2.493;O91:2.620;O94:2.715;O97:2.803;O88:2.822;N13:3.204;N30:3.303;N33:4.502;N16:4.583
