queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
6,150992a2339b,Eu,63,3,CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,"[32, 33, 34]",3,9,3,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_water_4582e319dba6.xyz,1,standard,7422527,40,5,250,0,accepted,True,tri_mer_bent,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_water_150992a2339b_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig3_water_150992a2339b_attempt01_standard.mol2,-8768.283991734228,,OK,nearest_coreCN_qc_ok,N189:2.367;N112:2.434;N33:2.478;N187:2.485;N35:2.493;N110:2.501;N111:2.545;N34:2.583;N188:2.612,2.6123,3.2855,0.6732,N189:2.367;N112:2.434;N33:2.478;N187:2.485;N35:2.493;N110:2.501;N111:2.545;N34:2.583;N188:2.612;N190:3.286;N113:3.347;N186:3.406;N36:3.436;N32:3.453;N109:3.475;N86:4.407;N163:4.418;N177:4.532;N9:4.543;N23:4.565;N100:4.583;O171:6.681;O94:6.988;O18:7.124;O17:7.482;O172:8.120;O95:8.206
