queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,source_xyz_path,attempt,profile,seed,n_symmetries,n_conformers,xtb_max_iterations,returncode,attempt_status,accepted_for_clean_3d_features,ligtype_override,generated_xyz_path,generated_mol2_path,energy_eV,note,qc_class,qc_note,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
4,9144cf676175,Eu,63,3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,"[27, 40, 41, 42, 43]",5,9,1,water,,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig1_water_25ade73f3220.xyz,1,standard,291471561,40,5,250,0,accepted,True,penta_planar_bent,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_water_9144cf676175_attempt01_standard.xyz,data/processed/geometries_family_regenerated/template_pincer/accepted/Eu/Eu_Z63_ox3_CN9_nlig1_water_9144cf676175_attempt01_standard.mol2,-3995.12105963394,,OK,nearest_coreCN_qc_ok,N28:2.306;N44:2.322;N43:2.418;N41:2.437;N42:2.457;O88:2.614;O97:2.636;O94:2.778;O91:2.869,2.8691,3.1645,0.2954,N28:2.306;N44:2.322;N43:2.418;N41:2.437;N42:2.457;O88:2.614;O97:2.636;O94:2.778;O91:2.869;N45:3.165;N29:3.185;N32:4.472;N10:4.498
