queue_index,build_id,metal_symbol,Atomic Number_metal,metal_ox,smiles_for_architector_used,COORDLIST,DENTATE,coreCN,n_ligs,inner_sphere_anion,geometry_key,accepted_attempt,accepted_xyz_path,accepted_mol2_path,qc_class,coreCN_max_dist,gap_after_coreCN,nearest_coreCN_sig,accepted_for_clean_3d_features,ligtype_override
6,8085bc618fe6,Eu,63,3,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,"[10, 14]",2,9,4,nitrate,63|CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC|nitrate,2,data/processed/geometries_family_regenerated/conformer_borderline/accepted/Eu/Eu_Z63_ox3_CN9_nlig4_nitrate_8085bc618fe6_attempt02_standard.xyz,data/processed/geometries_family_regenerated/conformer_borderline/accepted/Eu/Eu_Z63_ox3_CN9_nlig4_nitrate_8085bc618fe6_attempt02_standard.mol2,OK,2.8313,1.5464,O207:2.327;O75:2.428;O15:2.567;O143:2.577;O79:2.618;O203:2.636;O11:2.725;O257:2.786;O139:2.831,True,
7,3df1d7358828,Gd,64,3,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],"[9, 26, 44]",3,9,3,nitrate,64|CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-]|nitrate,1,data/processed/geometries_family_regenerated/conformer_borderline/accepted/Gd/Gd_Z64_ox3_CN9_nlig3_nitrate_3df1d7358828_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/conformer_borderline/accepted/Gd/Gd_Z64_ox3_CN9_nlig3_nitrate_3df1d7358828_attempt01_large_ligand_fast.mol2,OK,2.9375,0.4131,O285:2.127;O10:2.238;O130:2.346;O165:2.361;O267:2.465;O250:2.568;O45:2.568;O27:2.645;O147:2.938,True,
8,dc61383f4cc6,Gd,64,3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,"[22, 25, 30]",3,9,3,nitrate,64|CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC|nitrate,1,data/processed/geometries_family_regenerated/conformer_borderline/accepted/Gd/Gd_Z64_ox3_CN9_nlig3_nitrate_dc61383f4cc6_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/conformer_borderline/accepted/Gd/Gd_Z64_ox3_CN9_nlig3_nitrate_dc61383f4cc6_attempt01_large_ligand_fast.mol2,OK,2.8782,1.3916,O23:2.217;O323:2.255;O177:2.301;O31:2.364;O169:2.526;O315:2.537;O26:2.552;O172:2.821;O318:2.878,True,tri_mer_bent
11,62889dab346c,Pr,59,3,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,"[18, 23, 29]",3,9,3,nitrate,59|CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC|nitrate,1,data/processed/geometries_family_regenerated/conformer_borderline/accepted/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_62889dab346c_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/conformer_borderline/accepted/Pr/Pr_Z59_ox3_CN9_nlig3_nitrate_62889dab346c_attempt01_large_ligand_fast.mol2,OK,2.8198,1.5075,O292:2.199;O161:2.260;O30:2.326;O19:2.354;O281:2.553;O155:2.629;O150:2.673;O24:2.794;O286:2.820,True,
12,57d63caa8449,Pr,59,3,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,"[17, 19, 22]",3,9,3,water,59|CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC|water,1,data/processed/geometries_family_regenerated/conformer_borderline/accepted/Pr/Pr_Z59_ox3_CN9_nlig3_water_57d63caa8449_attempt01_large_ligand_fast.xyz,data/processed/geometries_family_regenerated/conformer_borderline/accepted/Pr/Pr_Z59_ox3_CN9_nlig3_water_57d63caa8449_attempt01_large_ligand_fast.mol2,OK,2.836,1.5774,O18:2.369;O125:2.486;O237:2.510;O127:2.531;O23:2.535;O232:2.567;O130:2.569;O20:2.594;O234:2.836,True,
