metal_dir,file_stem,xyz_path,mol2_path,has_mol2,file_size_xyz,file_size_mol2,metal_symbol,atomic_number,oxidation_state,coreCN,n_ligs,inner_sphere_anion,geometry_hash,parsed_name_ok
Ce,Ce_Z58_ox3_CN9_nlig1_nitrate_0453c5e4f135,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_0453c5e4f135.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_0453c5e4f135.mol2,True,9282,6078,Ce,58,3,9,1,nitrate,0453c5e4f135,True
Ce,Ce_Z58_ox3_CN9_nlig1_nitrate_1c8d038cf561,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_1c8d038cf561.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_1c8d038cf561.mol2,True,9594,6294,Ce,58,3,9,1,nitrate,1c8d038cf561,True
Ce,Ce_Z58_ox3_CN9_nlig1_nitrate_1deb3f946bab,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_1deb3f946bab.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_1deb3f946bab.mol2,True,6631,4403,Ce,58,3,9,1,nitrate,1deb3f946bab,True
Ce,Ce_Z58_ox3_CN9_nlig1_nitrate_23bc11341179,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_23bc11341179.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_23bc11341179.mol2,True,18643,11982,Ce,58,3,9,1,nitrate,23bc11341179,True
Ce,Ce_Z58_ox3_CN9_nlig1_nitrate_436f63f21bbe,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_436f63f21bbe.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_436f63f21bbe.mol2,True,11153,7364,Ce,58,3,9,1,nitrate,436f63f21bbe,True
Ce,Ce_Z58_ox3_CN9_nlig1_nitrate_4de900a55128,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_4de900a55128.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_4de900a55128.mol2,True,13025,8483,Ce,58,3,9,1,nitrate,4de900a55128,True
Ce,Ce_Z58_ox3_CN9_nlig1_nitrate_6774552a35e9,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_6774552a35e9.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_6774552a35e9.mol2,True,8035,5286,Ce,58,3,9,1,nitrate,6774552a35e9,True
Ce,Ce_Z58_ox3_CN9_nlig1_nitrate_70e091c4e6a2,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_70e091c4e6a2.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_70e091c4e6a2.mol2,True,15520,9971,Ce,58,3,9,1,nitrate,70e091c4e6a2,True
Ce,Ce_Z58_ox3_CN9_nlig1_nitrate_9fa96db16fe2,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_9fa96db16fe2.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_9fa96db16fe2.mol2,True,10531,6870,Ce,58,3,9,1,nitrate,9fa96db16fe2,True
Ce,Ce_Z58_ox3_CN9_nlig1_nitrate_aa83667df077,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_aa83667df077.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_aa83667df077.mol2,True,11154,7230,Ce,58,3,9,1,nitrate,aa83667df077,True
Ce,Ce_Z58_ox3_CN9_nlig1_nitrate_e8a79da64745,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_e8a79da64745.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_nitrate_e8a79da64745.mol2,True,8033,5262,Ce,58,3,9,1,nitrate,e8a79da64745,True
Ce,Ce_Z58_ox3_CN9_nlig1_water_1e103e29e69e,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_water_1e103e29e69e.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_water_1e103e29e69e.mol2,True,18952,12150,Ce,58,3,9,1,water,1e103e29e69e,True
Ce,Ce_Z58_ox3_CN9_nlig1_water_571ba3077142,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_water_571ba3077142.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig1_water_571ba3077142.mol2,True,10217,6582,Ce,58,3,9,1,water,571ba3077142,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_03c12597fa60,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_03c12597fa60.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_03c12597fa60.mol2,True,5227,3510,Ce,58,3,9,2,nitrate,03c12597fa60,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_0d6f25660483,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_0d6f25660483.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_0d6f25660483.mol2,True,23321,14838,Ce,58,3,9,2,nitrate,0d6f25660483,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_12c512965f48,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_12c512965f48.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_12c512965f48.mol2,True,38300,23862,Ce,58,3,9,2,nitrate,12c512965f48,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_20fef2b9bc6a,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_20fef2b9bc6a.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_20fef2b9bc6a.mol2,True,33930,21222,Ce,58,3,9,2,nitrate,20fef2b9bc6a,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_4c832a9d11b3,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_4c832a9d11b3.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_4c832a9d11b3.mol2,True,12092,7734,Ce,58,3,9,2,nitrate,4c832a9d11b3,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_8891c25d4c67,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_8891c25d4c67.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_8891c25d4c67.mol2,True,14273,9092,Ce,58,3,9,2,nitrate,8891c25d4c67,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_8f30fbba865f,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_8f30fbba865f.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_8f30fbba865f.mol2,True,25194,15942,Ce,58,3,9,2,nitrate,8f30fbba865f,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_9ce3bd94dcd5,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_9ce3bd94dcd5.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_9ce3bd94dcd5.mol2,True,16459,10662,Ce,58,3,9,2,nitrate,9ce3bd94dcd5,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_a8c13c432ddc,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_a8c13c432ddc.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_a8c13c432ddc.mol2,True,19577,12548,Ce,58,3,9,2,nitrate,a8c13c432ddc,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_aac6ecb6c550,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_aac6ecb6c550.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_aac6ecb6c550.mol2,True,23321,14838,Ce,58,3,9,2,nitrate,aac6ecb6c550,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_bf3d4b94b8f1,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_bf3d4b94b8f1.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_bf3d4b94b8f1.mol2,True,23945,15270,Ce,58,3,9,2,nitrate,bf3d4b94b8f1,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_e2bb2cfe2897,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_e2bb2cfe2897.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_e2bb2cfe2897.mol2,True,30813,19446,Ce,58,3,9,2,nitrate,e2bb2cfe2897,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_f8f16b27f64d,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_f8f16b27f64d.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_f8f16b27f64d.mol2,True,40169,25172,Ce,58,3,9,2,nitrate,f8f16b27f64d,True
Ce,Ce_Z58_ox3_CN9_nlig2_nitrate_fbc895642171,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_fbc895642171.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_nitrate_fbc895642171.mol2,True,23322,14838,Ce,58,3,9,2,nitrate,fbc895642171,True
Ce,Ce_Z58_ox3_CN9_nlig2_water_2cd2f8a48ec8,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_water_2cd2f8a48ec8.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig2_water_2cd2f8a48ec8.mol2,True,40171,25158,Ce,58,3,9,2,water,2cd2f8a48ec8,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_0dd26267bf56,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_0dd26267bf56.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_0dd26267bf56.mol2,True,20514,13062,Ce,58,3,9,3,nitrate,0dd26267bf56,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_1f868e7f9752,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_1f868e7f9752.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_1f868e7f9752.mol2,True,53747,33435,Ce,58,3,9,3,nitrate,1f868e7f9752,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_27bd49628d7d,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_27bd49628d7d.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_27bd49628d7d.mol2,True,56084,34811,Ce,58,3,9,3,nitrate,27bd49628d7d,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_3ba1ae8a2e42,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_3ba1ae8a2e42.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_3ba1ae8a2e42.mol2,True,30812,19254,Ce,58,3,9,3,nitrate,3ba1ae8a2e42,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_3fdaf88840c9,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_3fdaf88840c9.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_3fdaf88840c9.mol2,True,27067,17166,Ce,58,3,9,3,nitrate,3fdaf88840c9,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_432d228e95b0,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_432d228e95b0.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_432d228e95b0.mol2,True,43449,27030,Ce,58,3,9,3,nitrate,432d228e95b0,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_59eb2c8e16fe,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_59eb2c8e16fe.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_59eb2c8e16fe.mol2,True,13959,8886,Ce,58,3,9,3,nitrate,59eb2c8e16fe,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_5aa4cf743db2,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_5aa4cf743db2.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_5aa4cf743db2.mol2,True,21452,13707,Ce,58,3,9,3,nitrate,5aa4cf743db2,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_6c4c4b9f9946,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_6c4c4b9f9946.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_6c4c4b9f9946.mol2,True,56080,34803,Ce,58,3,9,3,nitrate,6c4c4b9f9946,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_71027d67add4,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_71027d67add4.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_71027d67add4.mol2,True,61698,38262,Ce,58,3,9,3,nitrate,71027d67add4,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_7f484cb99e8d,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_7f484cb99e8d.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_7f484cb99e8d.mol2,True,19579,12342,Ce,58,3,9,3,nitrate,7f484cb99e8d,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_823ce0596fcf,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_823ce0596fcf.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_823ce0596fcf.mol2,True,56556,35171,Ce,58,3,9,3,nitrate,823ce0596fcf,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_ae2559f4836f,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_ae2559f4836f.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_ae2559f4836f.mol2,True,33620,20982,Ce,58,3,9,3,nitrate,ae2559f4836f,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_b07fdb80b7a7,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_b07fdb80b7a7.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_b07fdb80b7a7.mol2,True,56082,34803,Ce,58,3,9,3,nitrate,b07fdb80b7a7,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_b7ac3832cbad,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_b7ac3832cbad.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_b7ac3832cbad.mol2,True,53275,33078,Ce,58,3,9,3,nitrate,b7ac3832cbad,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_c389650f6ed2,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_c389650f6ed2.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_c389650f6ed2.mol2,True,27069,17166,Ce,58,3,9,3,nitrate,c389650f6ed2,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_c833e23c281d,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_c833e23c281d.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_c833e23c281d.mol2,True,53274,33093,Ce,58,3,9,3,nitrate,c833e23c281d,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_c845df018794,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_c845df018794.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_c845df018794.mol2,True,57485,35670,Ce,58,3,9,3,nitrate,c845df018794,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_d37d47878554,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_d37d47878554.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_d37d47878554.mol2,True,25197,15798,Ce,58,3,9,3,nitrate,d37d47878554,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_daa93503e260,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_daa93503e260.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_daa93503e260.mol2,True,53277,33078,Ce,58,3,9,3,nitrate,daa93503e260,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_de0fecd6bded,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_de0fecd6bded.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_de0fecd6bded.mol2,True,29874,18963,Ce,58,3,9,3,nitrate,de0fecd6bded,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_f34cec6407eb,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_f34cec6407eb.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_f34cec6407eb.mol2,True,27067,17166,Ce,58,3,9,3,nitrate,f34cec6407eb,True
Ce,Ce_Z58_ox3_CN9_nlig3_nitrate_f5babe805079,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_f5babe805079.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_nitrate_f5babe805079.mol2,True,72931,45179,Ce,58,3,9,3,nitrate,f5babe805079,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_03f87059d30f,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_03f87059d30f.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_03f87059d30f.mol2,True,44849,27899,Ce,58,3,9,3,water,03f87059d30f,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_071dab5d8629,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_071dab5d8629.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_071dab5d8629.mol2,True,51406,31923,Ce,58,3,9,3,water,071dab5d8629,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_13028df1064c,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_13028df1064c.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_13028df1064c.mol2,True,33618,20982,Ce,58,3,9,3,water,13028df1064c,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_1ce299c12425,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_1ce299c12425.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_1ce299c12425.mol2,True,55149,34374,Ce,58,3,9,3,water,1ce299c12425,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_2bb8a487a3df,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_2bb8a487a3df.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_2bb8a487a3df.mol2,True,53276,33075,Ce,58,3,9,3,water,2bb8a487a3df,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_3789eabe5f06,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_3789eabe5f06.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_3789eabe5f06.mol2,True,56083,34806,Ce,58,3,9,3,water,3789eabe5f06,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_3a24ab54d81a,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_3a24ab54d81a.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_3a24ab54d81a.mol2,True,43443,27030,Ce,58,3,9,3,water,3a24ab54d81a,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_453fd2c396d7,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_453fd2c396d7.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_453fd2c396d7.mol2,True,53277,33078,Ce,58,3,9,3,water,453fd2c396d7,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_816fdab6b6d4,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_816fdab6b6d4.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_816fdab6b6d4.mol2,True,50468,31350,Ce,58,3,9,3,water,816fdab6b6d4,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_843d313cd0ba,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_843d313cd0ba.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_843d313cd0ba.mol2,True,20514,13062,Ce,58,3,9,3,water,843d313cd0ba,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_86c6baa1f1ac,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_86c6baa1f1ac.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_86c6baa1f1ac.mol2,True,70123,43460,Ce,58,3,9,3,water,86c6baa1f1ac,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_88362553f959,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_88362553f959.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_88362553f959.mol2,True,56553,35163,Ce,58,3,9,3,water,88362553f959,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_8ed5d86a6446,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_8ed5d86a6446.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_8ed5d86a6446.mol2,True,53278,33078,Ce,58,3,9,3,water,8ed5d86a6446,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_ac8fe0d053b4,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_ac8fe0d053b4.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_ac8fe0d053b4.mol2,True,39232,24438,Ce,58,3,9,3,water,ac8fe0d053b4,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_b57e3861f8d5,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_b57e3861f8d5.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_b57e3861f8d5.mol2,True,33619,20982,Ce,58,3,9,3,water,b57e3861f8d5,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_b9647f2772c3,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_b9647f2772c3.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_b9647f2772c3.mol2,True,36424,22710,Ce,58,3,9,3,water,b9647f2772c3,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_bffb797bc9ad,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_bffb797bc9ad.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_bffb797bc9ad.mol2,True,64507,39995,Ce,58,3,9,3,water,bffb797bc9ad,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_d3fa6c984bee,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_d3fa6c984bee.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_d3fa6c984bee.mol2,True,33617,20982,Ce,58,3,9,3,water,d3fa6c984bee,True
Ce,Ce_Z58_ox3_CN9_nlig3_water_d84dbffddc12,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_d84dbffddc12.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig3_water_d84dbffddc12.mol2,True,64509,39990,Ce,58,3,9,3,water,d84dbffddc12,True
Ce,Ce_Z58_ox3_CN9_nlig4_nitrate_35a401f1b743,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig4_nitrate_35a401f1b743.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig4_nitrate_35a401f1b743.mol2,True,44537,27750,Ce,58,3,9,4,nitrate,35a401f1b743,True
Ce,Ce_Z58_ox3_CN9_nlig4_nitrate_a2c1ad5f9136,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig4_nitrate_a2c1ad5f9136.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig4_nitrate_a2c1ad5f9136.mol2,True,44539,27750,Ce,58,3,9,4,nitrate,a2c1ad5f9136,True
Ce,Ce_Z58_ox3_CN9_nlig4_nitrate_a54f39d3a113,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig4_nitrate_a54f39d3a113.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig4_nitrate_a54f39d3a113.mol2,True,44539,27750,Ce,58,3,9,4,nitrate,a54f39d3a113,True
Ce,Ce_Z58_ox3_CN9_nlig4_nitrate_da9ddf9cfb60,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig4_nitrate_da9ddf9cfb60.xyz,data/geometries/Ce/Ce_Z58_ox3_CN9_nlig4_nitrate_da9ddf9cfb60.mol2,True,25193,15942,Ce,58,3,9,4,nitrate,da9ddf9cfb60,True
Dy,Dy_Z66_ox3_CN8_nlig1_nitrate_5eb61b1dbb69,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_5eb61b1dbb69.xyz,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_5eb61b1dbb69.mol2,True,7567,4999,Dy,66,3,8,1,nitrate,5eb61b1dbb69,True
Dy,Dy_Z66_ox3_CN8_nlig1_nitrate_7fca7db38c62,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_7fca7db38c62.xyz,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_7fca7db38c62.mol2,True,12557,8192,Dy,66,3,8,1,nitrate,7fca7db38c62,True
Dy,Dy_Z66_ox3_CN8_nlig1_nitrate_932ef4e2c665,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_932ef4e2c665.xyz,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_932ef4e2c665.mol2,True,6163,4111,Dy,66,3,8,1,nitrate,932ef4e2c665,True
Dy,Dy_Z66_ox3_CN8_nlig1_nitrate_af2a56f162b8,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_af2a56f162b8.xyz,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_af2a56f162b8.mol2,True,18174,11714,Dy,66,3,8,1,nitrate,af2a56f162b8,True
Dy,Dy_Z66_ox3_CN8_nlig1_nitrate_c155a4660cba,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_c155a4660cba.xyz,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_c155a4660cba.mol2,True,10994,7232,Dy,66,3,8,1,nitrate,c155a4660cba,True
Dy,Dy_Z66_ox3_CN8_nlig1_nitrate_ebb31779ee01,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_ebb31779ee01.xyz,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_ebb31779ee01.mol2,True,15051,9680,Dy,66,3,8,1,nitrate,ebb31779ee01,True
Dy,Dy_Z66_ox3_CN8_nlig1_nitrate_fefdc4e8deb0,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_fefdc4e8deb0.xyz,data/geometries/Dy/Dy_Z66_ox3_CN8_nlig1_nitrate_fefdc4e8deb0.mol2,True,10374,6770,Dy,66,3,8,1,nitrate,fefdc4e8deb0,True
